Timestamp,Лучший сайт для поиска работы?,Лучшее профильное мероприятие года в Украине?,Самое значимое событие года?,Лучший проект в сфере ИТ-образования?,Как вы оцениваете этот год лично для себя?,Какие у вас ожидания от 2016?,Кто вы?
11/23/2015 12:14:10,Джинн,Не слежу за мероприятиями,Прекращение активных боевых действий на Донбассе,,"Трудный год, но в целом все хорошо",Все будет хорошо,Джуниор (меньше двух лет опыта)
11/23/2015 12:14:13,DOU.ua,Не слежу за мероприятиями,Выход Fallout 4,Компьютерная Академия ШАГ,"Нормальный год, все как обычно","Все плохо, пора валить",Синьор (5-10 лет опыта)
11/23/2015 12:14:41,LinkedIn,Не слежу за мероприятиями,"Волонтерский десант в органах власти (МО, Одесса и пр)",не слежу за образовательными проектами,Один из лучших в моей жизни,"Надеюсь на лучшее, но есть сомнения",Мега-синьор (10+ лет опыта)
11/23/2015 12:14:50,Джинн,Black Sea SummIT (Одесса),Прекращение активных боевых действий на Донбассе,JavaRush,Один из лучших в моей жизни,Все будет хорошо,Миддл (2-5 лет опыта)
11/23/2015 12:15:14,DOU.ua,OdessaJS/LvivJS/KharkivJS/KyivJS,"Личное (новая работа, повышение, свадьба, ...)",Java курсы Ивана Головача,"Трудный год, но в целом все хорошо",Все будет хорошо,Миддл (2-5 лет опыта)
11/23/2015 12:15:24,GitHub,Не слежу за мероприятиями,"Волонтерский десант в органах власти (МО, Одесса и пр)",Prometheus,"Трудный год, но в целом все хорошо",Все будет хорошо,Синьор (5-10 лет опыта)
11/23/2015 12:15:29,Джинн,Не слежу за мероприятиями,Прекращение активных боевых действий на Донбассе,,"Нормальный год, все как обычно",Все будет хорошо,Синьор (5-10 лет опыта)
11/23/2015 12:15:32,,Не слежу за мероприятиями,"Волонтерский десант в органах власти (МО, Одесса и пр)",IT Labs,"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",Синьор (5-10 лет опыта)
11/23/2015 12:15:33,,,Запуск 3G в Украине,,"Трудный год, но в целом все хорошо",Все будет хорошо,Мега-синьор (10+ лет опыта)
11/23/2015 12:15:46,HH.ua,IT Jam 2015 (Киев),"Личное (новая работа, повышение, свадьба, ...)",Bionic University,"Трудный год, но в целом все хорошо",Все будет хорошо,Миддл (2-5 лет опыта)
11/23/2015 12:15:49,Джинн,Не слежу за мероприятиями,"Волонтерский десант в органах власти (МО, Одесса и пр)",Bionic University,Один из лучших в моей жизни,Все будет хорошо,Мега-синьор (10+ лет опыта)
11/23/2015 12:16:11,,,Обыски в офисах ИТ-компаний,,"Трудный год, но в целом все хорошо",Все будет хорошо,
11/23/2015 12:16:24,Джинн,Не слежу за мероприятиями,"Личное (новая работа, повышение, свадьба, ...)",Не слежу ха проектами в сфере ИТ-образования,Один из лучших в моей жизни,Все будет хорошо,Синьор (5-10 лет опыта)
11/23/2015 12:16:55,Джинн,Software Engineering 2015 (seconf org ua),"Волонтерский десант в органах власти (МО, Одесса и пр)",startit,"Трудный год, но в целом все хорошо",Все будет хорошо,Миддл (2-5 лет опыта)
11/23/2015 12:17:10,Work.ua,Конференция JavaScript от JS Lab (Одесса),Девальвация гривны,,"Нормальный год, все как обычно",Все будет хорошо,Джуниор (меньше двух лет опыта)
11/23/2015 12:17:17,Work.ua,JEEConf (Киев),Прекращение активных боевых действий на Донбассе,ItBursa,"Нормальный год, все как обычно","Надеюсь на лучшее, но есть сомнения",Мега-синьор (10+ лет опыта)
11/23/2015 12:17:22,Джинн,,"Личное (новая работа, повышение, свадьба, ...)",JavaRush,"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",Джуниор (меньше двух лет опыта)
11/23/2015 12:17:32,Джинн,QA fest,Обыски в офисах ИТ-компаний,Prometheus,"Трудный год, но в целом все хорошо","Все плохо, пора валить",Джуниор (меньше двух лет опыта)
11/23/2015 12:17:48,Джинн,Не слежу за мероприятиями,"Волонтерский десант в органах власти (МО, Одесса и пр)",Prometheus,Один из лучших в моей жизни,Все будет хорошо,Миддл (2-5 лет опыта)
11/23/2015 12:17:56,LinkedIn,Не слежу за мероприятиями,Выход Fallout 4,Prometheus,"Трудный год, но в целом все хорошо",Все будет хорошо,
11/23/2015 12:18:01,Work.ua,Конференция JavaScript от JS Lab (Одесса),Девальвация гривны,JavaRush,"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",Миддл (2-5 лет опыта)
11/23/2015 12:18:22,GitHub,UA Web Challenge,"Волонтерский десант в органах власти (МО, Одесса и пр)",GoIT,"Трудный год, но в целом все хорошо",Все будет хорошо,Миддл (2-5 лет опыта)
