Timestamp,FirstLanguage ,e1,NowLanguage,AdditionalLanguages,NextLanguage,PetProjectsLanguages,Choosing,Change,otherFirst,otherNow,Experience,inUA,Comment,n
,(другой),,Scala,"Java, C/C++, PHP, JavaScript, groovy, ",Scala,"Java, C/C++, Scala, m4",заказчиком,Нет,,,10 и больше
11/15/2010 14:00:00,C/C++,,C/C++,"Java, C/C++, C#",C#,"Java, C/C++, C#",исполнителем,Нет,,,7,да
11/15/2010 14:00:04,Basic,,C/C++,"Java, C#, Asm",C#,"C/C++, C#, Asm",совместным решением,Нет,,,10 и больше,да
11/15/2010 14:00:33,C/C++,,PHP,"C/C++, PHP, JavaScript, Pascal/Delphi",PHP,"PHP, JavaScript",зависит от проекта,Нет,,,6,да
11/15/2010 14:00:55,C/C++,,Java,,Java,Java,заказчиком,Нет,,,4,да
11/15/2010 14:01:03,другой,,C/C++,"Java, Python",C/C++,C/C++,зависит от проекта,Нет,,,5,да
11/15/2010 14:01:34,C#,,C/C++,"C/C++, Matlab",C/C++,,зависит от проекта,Нет,,,3,да
11/15/2010 14:01:39,C/C++,,C/C++,"PHP, C#, Objective-C, Lua",C/C++,"C/C++, Lua",исполнителем,Нет,,,8,да
11/15/2010 14:01:48,Basic,,Java,"Java, C/C++",Java,"Java, PHP, JavaScript",зависит от проекта,Нет,,,8,да
11/15/2010 14:02:24,Perl,,Perl,"Java, C/C++, JavaScript, PL/SQL, Shell",Perl,C/C++,зависит от проекта,Нет,,,8,да
11/15/2010 14:03:11,другой,,Java,"Java, Ruby, JavaScript",Java,Java,моя организация разрабатывает только на этом языке,Нет,,,4,да
11/15/2010 14:03:55,Objective-C,,Objective-C,"Python, JavaScript",Objective-C,Python,совместным решением,Нет,,,2,да
11/15/2010 14:04:37,C/C++,,Java,"Ruby, JavaScript",(выберите из списка),"Ruby, Lisp, Scala",заказчиком,Да,,,5,да
11/15/2010 14:05:20,Fortran,,DBase-подобные,"C/C++, Basic , JavaScript",C#,DBase-подобные,совместным решением,Да,,,10 и больше,да
11/15/2010 14:05:23,Pascal/Delphi,,Pascal/Delphi,"ABAP, SQL",Pascal/Delphi,Pascal/Delphi,совместным решением,Да,,,10 и больше,да
11/15/2010 14:05:35,Pascal/Delphi,,C/C++,C#,C#,C/C++,совместным решением,Да,,,10 и больше,да
11/15/2010 14:05:37,Perl,,PHP,"Java, JavaScript",Python,PHP,моя организация разрабатывает только на этом языке,Нет,,,8,да
11/15/2010 14:05:43,Perl,,другой,"Perl, Go",другой,Go,моя организация разрабатывает только на этом языке,Нет,,,4,да
11/15/2010 14:07:56,Basic,,PHP,JavaScript,Python,,моя организация разрабатывает только на этом языке,Да,,,1,да
11/15/2010 14:08:11,(выберите из списка),,(выберите из списка),"C#, JavaScript",C#,"PHP, C#",совместным решением,Да,,,4,да
11/15/2010 14:09:10,Java,,Java,"Python, JavaScript, Scala",Java,"Java, Scala",зависит от проекта,Нет,,,3,да
11/15/2010 14:09:32,Pascal/Delphi,,C#,"Java, PHP, C#, Python, Basic , JavaScript, Verilog",C#,"Java, C#, Python",зависит от проекта,Да,,,5,нет
11/15/2010 14:11:16,C/C++,,C#,"C/C++, PHP, C#",C#,"C/C++, PHP, C#",совместным решением,Нет,,,6,нет
11/15/2010 14:12:18,Java,,Java,"Java, JavaScript",Java,"Java, PHP, JavaScript",моя организация разрабатывает только на этом языке,Да,,,3,да
11/15/2010 14:12:33,Pascal/Delphi,,C#,"C/C++, C#, Python, JavaScript, Fortran",C#,"C#, Python, Fortran",моя организация разрабатывает только на этом языке,Нет,,,8,да
11/15/2010 14:13:38,Java,,Ruby,"Java, Perl, Ruby, Clojure",Ruby,clojure,совместным решением,Да,,,7,нет
11/15/2010 14:16:31,C/C++,,Java,,Java,Java,совместным решением,Нет,,,6,да
11/15/2010 14:17:07,C/C++,,Perl,"Java, C/C++, PHP, Perl, JavaScript",Perl,Java,исполнителем,Нет,,,10 и больше,да
11/15/2010 14:17:31,C/C++,,Python,"PHP, JavaScript",Python,Python,заказчиком,Да,,,10 и больше,да
11/15/2010 14:17:50,PHP,,JavaScript,"PHP, Python, JavaScript",Python,"PHP, Python, JavaScript",зависит от проекта,Да,,,8,да
11/15/2010 14:19:07,C/C++,,C#,"C/C++, C#, Python",C#,,исполнителем,Нет,,,2,нет
11/15/2010 14:19:11,Java,,Objective-C,"PHP, JavaScript",Python,"Java, Python, Objective-C",моя организация разрабатывает только на этом языке,Нет,,,3,да
11/15/2010 14:20:33,C/C++,,Python,,Python,,моя организация разрабатывает только на этом языке,Нет,,,4,нет
11/15/2010 14:21:14,Pascal/Delphi,,Java,"C#, Groovy",Java,Java,исполнителем,Нет,,,7,нет
11/15/2010 14:21:44,C/C++,,Java,"Java, PHP, Python, JavaScript",Java,Python,зависит от проекта,Нет,,,4,нет
11/15/2010 14:22:55,C/C++,,C/C++,"Java, PHP, C#, Python",C/C++,,совместным решением,Нет,,,2,да
11/15/2010 14:23:05,Python,,Python,Java,Python,,зависит от проекта,Нет,,,2,нет
11/15/2010 14:23:08,Java,,Java,"Perl, JavaScript",Java,,исполнителем,Нет,,,1,нет
11/15/2010 14:25:58,C/C++,,C/C++,C/C++,C/C++,,моя организация разрабатывает только на этом языке,Нет,,,3,да
11/15/2010 14:29:30,Pascal/Delphi,,(выберите из списка),"C#, JavaScript",C#,C#,совместным решением,Нет,,,5,да
11/15/2010 14:30:09,JavaScript,,C#,"JavaScript, F#",C#,"C#, JavaScript, F#",зависит от проекта,Да,,,8,да
11/15/2010 14:31:40,PHP,,C#,JavaScript,C#,,заказчиком,Нет,,,5,да
11/15/2010 14:32:05,Pascal/Delphi,,Java,"C/C++, C#, Python, JavaScript",Scala,,моя организация разрабатывает только на этом языке,Нет,,,5,да
11/15/2010 14:32:50,C/C++,,C/C++,"Python, Objective-C",C/C++,C/C++,моя организация разрабатывает только на этом языке,Нет,,,5,да
11/15/2010 14:33:06,Basic,,другой,"PHP, DBase-подобные",другой,"PHP, ActionScript3",заказчиком,Нет,,,5,да,почему забыли ActionScript 3? на нём пишут флешеры и флексеры и их процент довольно велик :(
11/15/2010 14:34:43,PHP,,Python,"PHP, JavaScript",Python,Python,заказчиком,Да,,,6,нет
11/15/2010 14:37:27,C/C++,,C#,"C/C++, Basic , JavaScript",C#,ASP,исполнителем,Нет,,,10 и больше,да
11/15/2010 14:37:50,Perl,,Perl,"PHP, Python, Perl, Ruby, JavaScript",Perl,,заказчиком,Нет,,,7,нет
11/15/2010 14:37:59,другой,,Java,"C/C++, JavaScript",Java,Java,зависит от проекта,Нет,,,1,да
11/15/2010 14:38:17,PHP,,C#,JavaScript,Java,,совместным решением,Нет,,,5,да
11/15/2010 14:38:30,Basic,,C/C++,"PHP, C#",C/C++,"C/C++, PHP, C#",исполнителем,Нет,,,6,нет
11/15/2010 14:38:34,C/C++,,Lisp,Java,Lisp,"Java, C/C++, Lisp",зависит от проекта,Нет,,,10 и больше,да
11/15/2010 14:39:00,C/C++,,C#,C#,C#,C#,моя организация разрабатывает только на этом языке,Нет,,,4,да
11/15/2010 14:39:21,DBase-подобные ,,Perl,"Python, Objective-C, Perl, DBase-подобные",(выберите из списка),"Java, Python",зависит от проекта,Да,,,2,да
11/15/2010 14:40:53,C/C++,,C/C++,"C/C++, Lisp",C/C++,,зависит от проекта,Нет,,,1,нет
11/15/2010 14:42:02,Java,,Java,,Java,Java,заказчиком,Нет,,,7,да
11/15/2010 14:42:51,C/C++,,C/C++,"C/C++, JavaScript",C/C++,C/C++,исполнителем,Нет,,,8,да
11/15/2010 14:43:02,C/C++,,C/C++,,C/C++,"C/C++, Ruby",зависит от проекта,Нет,,,5,да
11/15/2010 14:43:03,Pascal/Delphi,,другой,"C/C++, Python, Lisp",C/C++,,моя организация разрабатывает только на этом языке,Да,,,2,да
11/15/2010 14:43:10,C/C++,,C/C++,"C#, Asm",C#,,исполнителем,Нет,,,10 и больше,да
11/15/2010 14:44:12,C#,,Java,"Java, JavaScript, Flex",Java,"Java, JavaScript",совместным решением,Нет,,,3,да
11/15/2010 14:45:36,Perl,,PHP,"Java, Python, JavaScript, Lua",Java,,зависит от проекта,Да,,,7,нет
11/15/2010 14:45:43,Basic,,Ruby,"PHP, Python, Ruby, Erlang",Ruby,"Ruby, Erlang",совместным решением,Нет,,,2,да
11/15/2010 14:46:19,Java,,Java,"Java, Python",Java,"Java, C#, Python",исполнителем,Нет,,,2,да
11/15/2010 14:46:48,C/C++,,C#,JavaScript,C#,C#,зависит от проекта,Нет,,,5,да
11/15/2010 14:48:00,Pascal/Delphi,,Python,"C/C++, PHP, JavaScript",Python,"PHP, JavaScript",совместным решением,Нет,,,10 и больше,нет
11/15/2010 14:48:03,Java,,Java,"Java, JavaScript",Java,,зависит от проекта,Нет,,,2,да
11/15/2010 14:48:38,PHP,,PHP,"PHP, C#, JavaScript",C#,PHP,моя организация разрабатывает только на этом языке,Да,,,1,да
11/15/2010 14:48:42,C/C++,,Java,"JavaScript, Shell-scripting",Java,"Java, Python, Shell-scripting",зависит от проекта,Нет,,,4,да
11/15/2010 14:48:52,другой,,C/C++,C#,C/C++,C/C++,зависит от проекта,Нет,,,3,да
11/15/2010 14:54:53,C/C++,,C#,"Java, C#, Basic , JavaScript",C#,"Java, C#",заказчиком,Да,,,5,да
11/15/2010 14:55:18,PHP,,Ruby,"Java, PHP, Ruby, JavaScript, Lua",Ruby,"Java, PHP, Ruby, JavaScript",совместным решением,Да,,,5,да
11/15/2010 14:55:42,Basic,,Python,"Python, JavaScript",Python,Python,исполнителем,Нет,,,10 и больше,нет
11/15/2010 14:56:00,C/C++,,Ruby,"Java, JavaScript",JavaScript,"Java, Ruby",зависит от проекта,Нет,,,10 и больше,нет,"Jazik silno zavisit ot proekta, naprimer dla Hadoop proekta eto Java, dla web-proekta eto Ruby i JavaScript."
11/15/2010 14:56:34,C/C++,,C/C++,"Java, C/C++, Asm",C/C++,C/C++,зависит от проекта,Нет,,,3,да
11/15/2010 14:57:50,C/C++,,C#,Java,C#,"C#, Pascal/Delphi",совместным решением,Нет,,,5,да
11/15/2010 14:58:35,Pascal/Delphi,,C/C++,"C#, Basic ",C/C++,"Java, C/C++, C#",совместным решением,Нет,,,4,да
11/15/2010 14:58:43,Pascal/Delphi,,Java,,Java,Lisp,заказчиком,Нет,,,5,да
11/15/2010 15:00:04,PHP,,C/C++,QML,C/C++,C/C++,зависит от проекта,Нет,,,3,да
11/15/2010 15:03:49,PHP,,Python,"Java, Python, JavaScript",Python,Python,зависит от проекта,Нет,,,6,да
11/15/2010 15:03:51,C/C++,,Objective-C,"C/C++, Objective-C",Java,Objective-C,зависит от проекта,Да,,,7,да
11/15/2010 15:04:40,C/C++,,PHP,,C/C++,C/C++,совместным решением,Да,,,3,да
11/15/2010 15:07:34,C#,,C#,"C#, Python, JavaScript",C#,,совместным решением,Нет,,,6,да
11/15/2010 15:07:51,Asm,,C#,"Java, C/C++, Python",Python,"Java, C/C++, C#, Python, Asm",заказчиком,Нет,,,10 и больше,да
11/15/2010 15:09:27,C#,,C#,Perl,C#,,совместным решением,Нет,,,3,да
11/15/2010 15:10:08,PHP,,PHP,"JavaScript, ActionScript",(выберите из списка),,заказчиком,Нет,,,6,нет
11/15/2010 15:10:13,PHP,,PHP,Python,PHP,,зависит от проекта,Да,,,5,нет
11/15/2010 15:10:42,JavaScript,,Python,"PHP, Python, JavaScript",Python,"Python, JavaScript",совместным решением,Нет,,,3,да
11/15/2010 15:11:07,Basic,,Perl,"PHP, Python, JavaScript",Perl,Perl,зависит от проекта,Нет,,,10 и больше,да
11/15/2010 15:11:08,C/C++,,C#,built-in scripting language,C#,C#,зависит от проекта,Нет,,,6,да
11/15/2010 15:11:43,(выберите из списка),,(выберите из списка),"Java, JavaScript",Java,"Java, C#, Python, JavaScript",зависит от проекта,Да,,,10 и больше,да
11/15/2010 15:12:59,JavaScript,,Python,"PHP, Python, JavaScript",Python,"Python, JavaScript",совместным решением,Нет,,,3,да
11/15/2010 15:13:06,Java,,Java,"Java, JavaScript",Java,"Java, JavaScript",заказчиком,Нет,,,3,да
11/15/2010 15:14:03,другой,,C#,,C#,,заказчиком,Нет,,,6,да
11/15/2010 15:18:04,C/C++,,Ruby,"Java, C/C++, JavaScript",Ruby,"Java, Objective-C, Ruby, JavaScript",заказчиком,Нет,,,5,да
11/15/2010 15:18:26,Pascal/Delphi,,C#,"Python, JavaScript",C#,"C#, Python",совместным решением,Да,,,5,да
11/15/2010 15:20:20,Java,,Java,,Java,"JavaScript, Scala",моя организация разрабатывает только на этом языке,Да,,,3,нет
11/15/2010 15:20:45,Basic,,C/C++,"C/C++, Python, awk, Shell",Haskell,"C/C++, Python, Lisp",исполнителем,Нет,,,10 и больше,да
11/15/2010 15:22:32,C/C++,,JavaScript,"Java, C/C++, PHP, C#, Python, Objective-C, JavaScript, Groovy",другой,"Java, Objective-C, JavaScript, Groovy",исполнителем,Да,,,3,да
11/15/2010 15:23:04,C#,,Java,,(выберите из списка),,заказчиком,Нет,,,3,да
11/15/2010 15:24:17,C/C++,,Java,"Java, C/C++, C#, Python, JavaScript",C/C++,"Java, C/C++, C#, Python",зависит от проекта,Да,,,10 и больше,да
11/15/2010 15:24:57,C/C++,,C#,"Java, C/C++, C#, JavaScript",C#,"C#, JavaScript",совместным решением,Нет,,,10 и больше,да
11/15/2010 15:26:09,PHP,,PHP,"C/C++, JavaScript, Lua",Python,PHP,зависит от проекта,Нет,,,4,да
11/15/2010 15:26:29,Haskell,,C/C++,"Python, Objective-C, Scala",C/C++,"Python, Haskell, Scala",зависит от проекта,Да,,,3,да,в списке языков отсутствуют F# и OCaml
11/15/2010 15:27:01,C/C++,,C/C++,"Java, PHP, C#, JavaScript",C/C++,,совместным решением,Нет,,,2,да
11/15/2010 15:27:39,C/C++,,Java,,Python,Python,исполнителем,Да,,,5,нет
11/15/2010 15:28:04,PHP,,PHP,,PHP,,совместным решением,Нет,,,9,да
11/15/2010 15:28:10,PHP,,C#,PHP,C#,C#,заказчиком,Нет,,,3,да
11/15/2010 15:30:22,(выберите из списка),,Basic ,"C#, Basic ",C#,,зависит от проекта,Да,,,4,да
11/15/2010 15:30:25,(выберите из списка),,(выберите из списка),"Java, C/C++, DBase-подобные",Java,,заказчиком,Нет,,,4,да
11/15/2010 15:30:34,C#,,C#,,C#,,зависит от проекта,Нет,,,3,да
11/15/2010 15:33:01,Lisp,,Java,Lisp,Java,,моя организация разрабатывает только на этом языке,Нет,,,5,да
11/15/2010 15:33:02,1C,,1С,,Python,Python,моя организация разрабатывает только на этом языке,Нет,,,2,нет
11/15/2010 15:34:58,PHP,,PHP,JavaScript,PHP,"PHP, JavaScript",зависит от проекта,Да,,,0,да
11/15/2010 15:35:15,C#,,C#,"C/C++, Asm",C#,"C/C++, C#",совместным решением,Нет,,,3,да,В ближайшем будущем хочу познакомиться с Python и каким-то функциональным языком.
11/15/2010 15:39:27,C/C++,,Java,"C/C++, Python",Java,Java,заказчиком,Нет,,,1,да
11/15/2010 15:42:18,PHP,,Java,Java,Java,"Java, C#",моя организация разрабатывает только на этом языке,Нет,,,1,да
11/15/2010 15:43:15,Basic,,PHP,"C/C++, JavaScript",C/C++,,заказчиком,Да,,,7,да
11/15/2010 15:47:46,C#,,C#,"C#, JavaScript, DBase-подобные",C#,C#,моя организация разрабатывает только на этом языке,Нет,,,6,да
11/15/2010 15:48:56,Basic,,C/C++,,C/C++,,совместным решением,Нет,,,7,да
11/15/2010 15:49:21,Java,,Java,"Python, JavaScript, Shell",Python,"Java, Python",заказчиком,Да,,,5,да
11/15/2010 15:51:08,C/C++,,C#,"C/C++, Objective-C",C#,C#,зависит от проекта,Нет,,,3,да
11/15/2010 15:54:22,C/C++,,C/C++,"Python, JavaScript, Lua",Python,"C/C++, Lua",совместным решением,Нет,,,10 и больше,да
11/15/2010 15:54:38,C/C++,,C/C++,"Python, JavaScript, Lua",Python,"C/C++, Lua",совместным решением,Нет,,,10 и больше,да
11/15/2010 15:56:45,Basic,,C#,Basic ,C#,,заказчиком,Нет,,,2,да
11/15/2010 15:59:15,Python,,Ruby,JavaScript,Ruby,Ruby,моя организация разрабатывает только на этом языке,Нет,,,3,да
11/15/2010 15:59:50,C/C++,,Java,Ruby,Java,,совместным решением,Нет,,,5,да
