"X","Должность","Язык.программирования","Специализация","Общий.опыт.работы","Опыт.работы.на.текущем.месте","Зарплата.в.месяц","Изменение.зарплаты","Город","Размер.компании","Пол","Возраст","Образование","Уровень.английского","Дата.заполнения","User.Agent","exp","current_job_exp","loc","salary","Валюта","cls"
"544",NA,"QA engineer","","General QA","3.5","2.5",1300,100,"Севастополь","свыше 1000 человек","мужской",26,"Высшее","средний","18/12/2012 14:26:44","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",3.5,2.5,"other",1300,NA,"QA"
"545",NA,"Junior Software Engineer","Java","","1","1",970,400,"Киев","свыше 1000 человек","мужской",33,"Незаконченное высшее","средний","18/12/2012 14:27:00","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.91 Safari/537.11",1,1,"Киев",970,NA,"DEV"
"546",NA,"Software Engineer","Python","","5.5","2",2000,500,"Киев","до 10 человек","мужской",28,"Среднее","ниже среднего","18/12/2012 14:27:02","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:17.0) Gecko/20100101 Firefox/17.0",5.5,2,"Киев",2000,NA,"DEV"
"547",NA,"Junior QA engineer","","Manual QA","1","0.5",1100,500,"Киев","свыше 1000 человек","мужской",21,"Незаконченное высшее","средний","18/12/2012 14:28:06","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",1,0.5,"Киев",1100,NA,"QA"
"548",NA,"Software Engineer","PHP","","1","0.75",450,50,"Харьков","до 10 человек","мужской",23,"Высшее","средний","18/12/2012 14:28:07","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.101 Safari/537.11",1,0.75,"Харьков",450,NA,"DEV"
"549",NA,"Software Engineer","C#/.NET","","3","1.5",1115,0,"Киев","до 50 человек","мужской",23,"Высшее","средний","18/12/2012 14:28:08","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",3,1.5,"Киев",1115,NA,"DEV"
"550",NA,"Software Engineer","PHP","","2.5","1",1300,300,"Киев","до 10 человек","мужской",23,"Высшее","средний","18/12/2012 14:28:14","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0",2.5,1,"Киев",1300,NA,"DEV"
"551",NA,"Software Engineer","PHP","","3.5","меньше 3 месяцев",2200,600,"Киев","до 50 человек","мужской",25,"Высшее","средний","18/12/2012 14:28:20","Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.95 Safari/537.11",3.5,0,"Киев",2200,NA,"DEV"
"552",NA,"Software Engineer","PHP","","6.5","2",2000,400,"Днепр.","до 200 человек","мужской",28,"Высшее","выше среднего","18/12/2012 14:28:25","Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:16.0) Gecko/20100101 Firefox/16.0",6.5,2,"Днепр.",2000,NA,"DEV"
"553",NA,"Junior QA engineer","","Manual QA","меньше 3 месяцев","меньше 3 месяцев",600,0,"Киев","до 1000 человек","мужской",27,"Высшее","выше среднего","18/12/2012 14:28:30","Mozilla/5.0 (Windows NT 5.2; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",0,0,"Киев",600,NA,"QA"
"554",NA,"Junior Software Engineer","PHP","","1","0.5",400,50,"Харьков","до 50 человек","мужской",22,"Высшее","средний","18/12/2012 14:30:06","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/536.26.17 (KHTML, like Gecko) Version/6.0.2 Safari/536.26.17",1,0.5,"Харьков",400,NA,"DEV"
"555",NA,"Системный администратор","","","9","1",2000,0,"Харьков","до 10 человек","мужской",29,"Высшее","средний","18/12/2012 14:30:11","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",9,1,"Харьков",2000,NA,"ADM"
"556",NA,"Project manager","","","10 и более лет","1",3800,0,"Киев","свыше 1000 человек","мужской",29,"Высшее","продвинутый","18/12/2012 14:30:33","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)",10,1,"Киев",3800,NA,"PM"
"557",NA,"Software Engineer","C#/.NET","","7","0.5",3000,2000,"Киев","до 1000 человек","мужской",28,"Высшее","выше среднего","18/12/2012 14:30:52","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0",7,0.5,"Киев",3000,NA,"DEV"
"558",NA,"Junior QA engineer","","Manual QA","1.5","1.5",550,75,"Луганск","до 1000 человек","мужской",25,"Высшее","ниже среднего","18/12/2012 14:31:26","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0",1.5,1.5,"other",550,NA,"QA"
"559",NA,"Software Engineer","C#/.NET","","1.5","1.5",1300,-300,"Львов","до 200 человек","мужской",22,"Высшее","выше среднего","18/12/2012 14:31:39","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",1.5,1.5,"Львов",1300,NA,"DEV"
"560",NA,"Junior Software Engineer","PHP","","1","1",1300,600,"Киев","до 10 человек","мужской",24,"Незаконченное высшее","элементарный","18/12/2012 14:31:44","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",1,1,"Киев",1300,NA,"DEV"
"561",NA,"Software Engineer","C#/.NET","","4","0.5",2300,500,"Киев","до 50 человек","мужской",25,"Высшее","ниже среднего","18/12/2012 14:32:02","Mozilla/5.0 (Windows NT 6.1; rv:17.0) Gecko/20100101 Firefox/17.0",4,0.5,"Киев",2300,NA,"DEV"
"562",NA,"Software Engineer","SQL","","6.5","0.5",2000,0,"Киев","до 10 человек","мужской",29,"Высшее","продвинутый","18/12/2012 14:32:34","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.101 Safari/537.11",6.5,0.5,"Киев",2000,NA,"DEV"
"563",NA,"Software Engineer","PHP","","2","1",400,50,"Харьков","до 200 человек","мужской",24,"Высшее","ниже среднего","18/12/2012 14:32:40","Opera/9.80 (Macintosh; Intel Mac OS X 10.7.5) Presto/2.12.388 Version/12.11",2,1,"Харьков",400,NA,"DEV"
"564",NA,"Junior Software Engineer","C++","","0.75","0.75",700,0,"Киев","до 1000 человек","мужской",27,"Высшее","ниже среднего","18/12/2012 14:33:01","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",0.75,0.75,"Киев",700,NA,"DEV"
"565",NA,"Software Engineer","Java","","1","1",2200,0,"Киев","до 50 человек","мужской",28,"Высшее","выше среднего","18/12/2012 14:33:16","Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:17.0) Gecko/20100101 Firefox/17.0",1,1,"Киев",2200,NA,"DEV"
"566",NA,"Senior Software Engineer","C#/.NET","","10 и более лет","7",1500,0,"Львов","до 50 человек","мужской",33,"Высшее","средний","18/12/2012 14:34:34","Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.11",10,7,"Львов",1500,NA,"DEV"
"567",NA,"Системный администратор","","","8.5","7.5",2200,500,"Киев","до 200 человек","мужской",28,"Высшее","средний","18/12/2012 14:34:56","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",8.5,7.5,"Киев",2200,NA,"ADM"
"568",NA,"Senior QA engineer","","Manual QA","6","0.75",2400,300,"Киев","свыше 1000 человек","женский",28,"Два высших","выше среднего","18/12/2012 14:34:59","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",6,0.75,"Киев",2400,NA,"QA"
"569",NA,"Team lead","","","5","1.5",2100,500,"Днепр.","свыше 1000 человек","мужской",27,"Высшее","средний","18/12/2012 14:35:14","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.101 Safari/537.11",5,1.5,"Днепр.",2100,NA,"PM"
"570",NA,"System Architect","C++","","10 и более лет","меньше 3 месяцев",5000,950,"Киев","свыше 1000 человек","мужской",35,"Высшее","выше среднего","18/12/2012 14:35:59","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4",10,0,"Киев",5000,NA,"SDEV"
"571",NA,"Team lead","","","0.5","1.5",1500,0,"Киев","до 200 человек","женский",34,"Высшее","продвинутый","18/12/2012 14:36:01","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",0.5,1.5,"Киев",1500,NA,"PM"
"572",NA,"Software Engineer","C#/.NET","","2","2",1900,1200,"Харьков","до 1000 человек","мужской",21,"Незаконченное высшее","выше среднего","18/12/2012 14:36:12","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",2,2,"Харьков",1900,NA,"DEV"
"573",NA,"Software Engineer","PHP","","4","0.5",800,0,"Харьков","до 200 человек","мужской",20,"Незаконченное высшее","средний","18/12/2012 14:36:25","Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0)",4,0.5,"Харьков",800,NA,"DEV"
"574",NA,"Software Engineer","PHP","","7","0.5",1900,0,"Днепр.","до 10 человек","мужской",40,"Высшее","средний","18/12/2012 14:36:53","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",7,0.5,"Днепр.",1900,NA,"DEV"
"575",NA,"Software Engineer","Java","","5","1.5",2250,300,"Киев","свыше 1000 человек","мужской",24,"Высшее","средний","18/12/2012 14:37:22","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",5,1.5,"Киев",2250,NA,"DEV"
"576",NA,"Системный администратор","","","5","5",260,0,"Львов","свыше 1000 человек","мужской",25,"Высшее","ниже среднего","18/12/2012 14:37:30","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",5,5,"Львов",260,NA,"ADM"
"577",NA,"Software Engineer","C#/.NET","","2","2",1100,500,"Харьков","до 200 человек","мужской",21,"Незаконченное высшее","средний","18/12/2012 14:37:44","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",2,2,"Харьков",1100,NA,"DEV"
"578",NA,"Senior Software Engineer","C++","","8","3",2700,300,"Киев","свыше 1000 человек","мужской",29,"Среднее","выше среднего","18/12/2012 14:38:04","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",8,3,"Киев",2700,NA,"DEV"
"579",NA,"Senior QA engineer","","Manual QA","4","5",924,0,"Николаев","до 50 человек","мужской",29,"Высшее","выше среднего","18/12/2012 14:38:05","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",4,5,"other",924,NA,"QA"
"580",NA,"Software Engineer","Java","","5","2.5",1500,200,"Днепр.","до 200 человек","мужской",24,"Высшее","средний","18/12/2012 14:38:34","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.95 Safari/537.11",5,2.5,"Днепр.",1500,NA,"DEV"
"581",NA,"Software Engineer","C#/.NET","","1.5","0.5",1500,833,"Днепр.","до 200 человек","мужской",22,"Высшее","ниже среднего","18/12/2012 14:40:34","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",1.5,0.5,"Днепр.",1500,NA,"DEV"
"582",NA,"Software Engineer","C#/.NET","","2.5","1.75",1000,400,"Харьков","до 50 человек","мужской",22,"Незаконченное высшее","средний","18/12/2012 14:40:45","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",2.5,1.75,"Харьков",1000,NA,"DEV"
"583",NA,"Software Engineer","Objective-C","","2","1",1500,0,"Киев","до 10 человек","мужской",27,"Высшее","средний","18/12/2012 14:42:38","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/536.26.17 (KHTML, like Gecko) Version/6.0.2 Safari/536.26.17",2,1,"Киев",1500,NA,"DEV"
"584",NA,"Software Engineer","PHP","","3","меньше 3 месяцев",2000,0,"Днепр.","до 50 человек","мужской",23,"Незаконченное высшее","средний","18/12/2012 14:43:58","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",3,0,"Днепр.",2000,NA,"DEV"
"585",NA,"Senior Software Engineer","C++","","7","1",2500,500,"Киев","до 10 человек","мужской",27,"Незаконченное высшее","средний","18/12/2012 14:45:51","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.8; rv:17.0) Gecko/20100101 Firefox/17.0",7,1,"Киев",2500,NA,"DEV"
"586",NA,"Системный администратор","","","5","2.5",600,100,"Днепр.","до 1000 человек","мужской",29,"Незаконченное высшее","ниже среднего","18/12/2012 14:46:01","Mozilla/5.0 (X11; Linux x86_64; rv:17.0) Gecko/20100101 Firefox/17.0",5,2.5,"Днепр.",600,NA,"ADM"
"587",NA,"Software Engineer","PHP","","2","0.25",1700,1150,"Киев","до 1000 человек","мужской",23,"Высшее","выше среднего","18/12/2012 14:46:32","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",2,0.25,"Киев",1700,NA,"DEV"
"588",NA,"Software Engineer","Java","","0.75","меньше 3 месяцев",1100,0,"Харьков","свыше 1000 человек","мужской",26,"Высшее","ниже среднего","18/12/2012 14:47:03","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",0.75,0,"Харьков",1100,NA,"DEV"
"589",NA,"Software Engineer","C#/.NET","","3.5","2.5",2600,300,"Киев","до 50 человек","мужской",26,"Высшее","выше среднего","18/12/2012 14:47:24","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",3.5,2.5,"Киев",2600,NA,"DEV"
"590",NA,"Project manager","","","7","2",3500,0,"Киев","свыше 1000 человек","мужской",28,"Высшее","продвинутый","18/12/2012 14:47:43","Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 Firefox/3.6;W-XP (.NET CLR 3.5.30729)",7,2,"Киев",3500,NA,"PM"
"591",NA,"Software Engineer","JavaScript","","1.5","0.5",2000,1400,"Киев","свыше 1000 человек","мужской",24,"Высшее","ниже среднего","18/12/2012 14:47:52","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.101 Safari/537.11",1.5,0.5,"Киев",2000,NA,"DEV"
"592",NA,"Software Engineer","C++","","10 и более лет","10 и более лет",1500,-100,"Киев","до 10 человек","мужской",35,"Высшее","элементарный","18/12/2012 14:49:27","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",10,10,"Киев",1500,NA,"DEV"
"593",NA,"QA engineer","","General QA","4.5","4.5",1700,500,"Харьков","свыше 1000 человек","женский",26,"Высшее","выше среднего","18/12/2012 14:50:04","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0",4.5,4.5,"Харьков",1700,NA,"QA"
"594",NA,"Software Engineer","C#/.NET","","1.5","1.5",2200,1000,"Киев","до 1000 человек","мужской",24,"Высшее","средний","18/12/2012 14:50:11","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",1.5,1.5,"Киев",2200,NA,"DEV"
"595",NA,"Software Engineer","C#/.NET","","3","3",2000,500,"Киев","до 200 человек","мужской",26,"Высшее","ниже среднего","18/12/2012 14:50:30","Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.11",3,3,"Киев",2000,NA,"DEV"
"596",NA,"Technical Lead","PHP","","10 и более лет","7",4000,0,"Львов","до 10 человек","женский",43,"Кандидат","средний","18/12/2012 14:50:37","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:17.0) Gecko/20100101 Firefox/17.0",10,7,"Львов",4000,NA,"SDEV"
"597",NA,"Senior Project Manager / Program Manager","","","5","1",3500,200,"Харьков","свыше 1000 человек","мужской",28,"Высшее","выше среднего","18/12/2012 14:52:13","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",5,1,"Харьков",3500,NA,"SPM"
"598",NA,"Software Engineer","JavaScript","","2","1.5",1500,500,"Киев","до 50 человек","мужской",23,"Высшее","средний","18/12/2012 14:52:42","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",2,1.5,"Киев",1500,NA,"DEV"
"599",NA,"System Architect","JavaScript","","8","6",4150,1600,"Киев","до 200 человек","мужской",26,"Высшее","продвинутый","18/12/2012 14:53:27","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",8,6,"Киев",4150,NA,"SDEV"
