Отметка времени,Ви працюєте зараз в ІТ?,Де ви мешкаєте?,Де ви працюєте?,Ваша стать,Ваш вік,Яка у вас освіта?,Вкажіть заклад вищої освіти,Знання англійської мови,Оберіть вашу посаду,Ваш тайтл,Вкажіть вашу спеціалізацію,Основна мова програмування,Інші мови програмування,"Фреймворки, бібліотеки та платформи","Платформи, для яких розробляєте на поточному місці роботи?",Ваш тайтл_1,Вкажіть вашу спеціалізацію_2,Яку мову програмування використовуєте у роботі?,Оберіть вашу посаду_3,Ваш тайтл_4,Ваша посада,Ваш тайтл_5,Оберіть вашу посаду_6,Ваш тайтл_7,Ваша посада_8,Ваш тайтл_9,Ваша посада_10,Ваш тайтл_11,Ваша посада_12,Ваш тайтл_13,Ваша посада_14,Ваш тайтл_15,Ваша посада_16,В якій сфері працюєте?,Тип компанії,Кількість спеціалістів у вашій компанії (в Україні),Загальний стаж роботи за спеціальністю,Стаж на поточному місці роботи,У скількох компаніях встигли попрацювати за час ІТ-кар'єри?,"Зарплата у $$$ за місяць, лише ставка після сплати податків",Наскільки змінилась ваша зарплата за останні 12 місяців?,Чи отримуєте ви грошові бонуси до зарплати?,Вкажіть суму цього бонуса у $$$ після податків
15/12/2020 11:03,"Так, працюю full-time",Харків,Віддалено,Чоловік,22,Ще студент,ХНУРЕ,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Back-end,C#/.NET,SQL,,Web,,,,,,,,,,,,,,,,,,,"Fintech, Insurance, Legal",Аутсорсингова,понад 1000,4 роки,1 рік,3-4,4100,400,"Отримую бонус за гарні показники роботи, але нерегулярно",500
08/12/2020 15:42,"Так, працюю full-time",Черкаси,Віддалено,Чоловік,30,Вища,ЧНТУ,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Tech Lead,Front-end,JavaScript,"Java, JavaScript, Ruby","Express, Node.js, React.js",Web,,,,,,,,,,,,,,,,,,,Fintech,Аутсорсингова,до 50,10 і більше років,Пів року,3-4,5000,700,"Ні, не отримую",
15/12/2020 17:24,"Так, працюю full-time",Київ,"Частково віддалено, частково в офісі",Чоловік,24,Вища,НТУУ «КПІ»,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Team Lead,gamedev,C++,C#/.NET,Unreal Engine,"Desktop, Інша",,,,,,,,,,,,,,,,,,,GameDev,Продуктова,до 1000,5 років,2 роки,2,3750,1000,Отримую бонус щокварталу,500
08/12/2020 16:35,"Так, працюю full-time",Тернопіль,Віддалено,Чоловік,23,Ще студент,Інший виш,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Back-end,C#/.NET,"Java, JavaScript, SQL",".NET, .NET Core, ASP.NET","Web, Desktop",,,,,,,,,,,,,,,,,,,"E-commerce, Fintech",Аутстафінгова,до 10 спеціалістів,3 роки,3 роки,2,1775,700,"Отримую бонус за гарні показники роботи, але нерегулярно",100
08/12/2020 15:42,"Так, працюю full-time",Київ,"Частково віддалено, частково в офісі",Чоловік,27,Середня,Інший виш,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Tech Lead,Front-end,JavaScript,Не використовую,React.js,Web,,,,,,,,,,,,,,,,,,,Gambling,Продуктова,понад 1000,6 років,3 роки,5-7,5200,1000,Отримую бонус щороку,8000
18/12/2020 20:27,"Так, працюю full-time",Харків,Віддалено,Чоловік,36,Вища,ХАІ,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Back-end,C#/.NET,JavaScript,Angular/Angular.js,Web,,,,,,,,,,,,,,,,,,,Automotive,Аутсорсингова,до 1000,10 і більше років,4 роки,5-7,4100,+300,"Ні, не отримую",
23/12/2020 09:08,"Так, працюю full-time",Київ,Віддалено,Чоловік,28,Вища,НТУУ «КПІ»,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Mobile,Kotlin,Java,,Mobile Android,,,,,,,,,,,,,,,,,,,Fintech,Аутстафінгова,до 200,6 років,1 рік,5-7,4100,600,"Ні, не отримую",
01/01/2021 01:40,"Так, працюю full-time",Львів,В офісі,Чоловік,27,Вища,НУ «Львівська політехніка»,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Junior,Full-stack,JavaScript,JavaScript,"Express, Node.js, React.js",Web,,,,,,,,,,,,,,,,,,,E-commerce,Аутсорсингова,до 10 спеціалістів,1 рік,1 рік,2,600,400,"Ні, не отримую",
08/12/2020 08:24,"Так, працюю full-time",Дніпро,Віддалено,Чоловік,26,Вища,ДНУЗТ,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Full-stack,PHP,JavaScript,"Laravel, Node.js, Vue.js",Web,,,,,,,,,,,,,,,,,,,E-commerce,Продуктова,Лише я,4 роки,Пів року,3-4,1780,480,"Отримую бонус за гарні показники роботи, але нерегулярно",1800
08/12/2020 15:44,"Так, працюю full-time",Київ,Віддалено,Чоловік,31,Вища,ДонНУ ім. Василя Стуса,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Tech Lead,Back-end,Python,"Python, SQL, TypeScript","Flask, Node.js, React Native",Web,,,,,,,,,,,,,,,,,,,E-commerce,Продуктова,до 50,8 років,Пів року,8 і більше,4800,-200,"Ні, не отримую",
07/12/2020 14:04,"Так, працюю full-time",Київ,Віддалено,Чоловік,29,Вища,Інший виш,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Team Lead,Full-stack,Java,"JavaScript, TypeScript","Angular/Angular.js, jQuery, Spring",Web,,,,,,,,,,,,,,,,,,,Telecom,Аутсорсингова,до 50,6 років,4 роки,2,3800,700,"Ні, не отримую",
28/12/2020 18:49,"Так, працюю full-time",Київ,Віддалено,Чоловік,28,Вища,Інший виш,Advanced,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Back-end,Python,"Go, Python, Scala",,Desktop,,,,,,,,,,,,,,,,,,,"Big Data, Security",Аутстафінгова,до 1000,5 років,3 роки,2,4100,100,"Ні, не отримую",
07/12/2020 10:18,"Так, працюю full-time",Харків,Віддалено,Чоловік,20,Ще студент,ХНЕУ,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Back-end,C#/.NET,TypeScript,".NET Core, Angular/Angular.js",Web,,,,,,,,,,,,,,,,,,,Fintech,Аутсорсингова,понад 1000,2 роки,2 роки,1,1800,1000,"Ні, не отримую",
01/01/2021 23:47,"Так, працюю full-time",Львів,"Частково віддалено, частково в офісі",Чоловік,24,Вища,ЛНУ ім. Франка,Pre-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Junior,Full-stack,JavaScript,Java,"Angular/Angular.js, Node.js, Spring",Mobile cross-platform,,,,,,,,,,,,,,,,,,,Mobile,Аутсорсингова,до 50,1 рік,1 рік,1,600,300,"Ні, не отримую",
07/12/2020 10:35,"Так, працюю full-time",Київ,Віддалено,Чоловік,31,Вища,ХНУРЕ,Advanced,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Back-end,Python,SQL,"Django, Flask",Web,,,,,,,,,,,,,,,,,,,Travel,Продуктова,до 200,8 років,1 рік,3-4,4085,600,"Ні, не отримую",
23/12/2020 16:41,"Так, працюю full-time",Київ,Віддалено,Чоловік,34,Вища,НТУУ «КПІ»,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Full-stack,C#/.NET,"C#/.NET, JavaScript, SQL",".NET, ASP.NET","Web, Desktop",,,,,,,,,,,,,,,,,,,E-commerce,Аутсорсингова,до 1000,10 і більше років,3 місяці,5-7,4085,400,"Ні, не отримую",
07/12/2020 10:35,"Так, працюю full-time",Київ,Віддалено,Чоловік,23,Вища,ОНПУ,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Front-end,JavaScript,"PHP, TypeScript","Laravel, Vue.js",Web,,,,,,,,,,,,,,,,,,,Gambling,Аутстафінгова,до 200,3 роки,2 роки,2,1800,300,"Ні, не отримую",
08/12/2020 20:59,"Так, працюю full-time",Львів,Віддалено,Чоловік,39,Середня,,Advanced,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,desktop,C++,"C#/.NET, Delphi",,Desktop,,,,,,,,,,,,,,,,,,,Інша,Аутсорсингова,понад 1000,10 і більше років,2 роки,3-4,4080,100,"Ні, не отримую",
02/01/2021 17:47,"Ні, тимчасово не працюю",Житомир,Віддалено,Чоловік,30,Вища,,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Junior,Back-end,Python,SQL,Flask,Інша,,,,,,,,,,,,,,,,,,,Інша,Аутсорсингова,до 50,Пів року,3 місяці,2,600,0,"Ні, не отримую",
07/12/2020 10:39,"Так, працюю full-time",Київ,Віддалено,Чоловік,25,Вища,НАУ,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Back-end,Java,"JavaScript, Python","Flask, React.js, Spring",Microcontrollers/Embedded/IoT,,,,,,,,,,,,,,,,,,,"Embedded, Internet of Things, Telecom",Продуктова,до 200,2 роки,2 роки,1,1800,900,Отримую бонус щомісяця,100
07/12/2020 10:44,"Так, працюю full-time",Одеса,Віддалено,Чоловік,29,Вища,Інший виш,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Full-stack,JavaScript,TypeScript,"Express, Node.js, React.js",Web,,,,,,,,,,,,,,,,,,,Інша,Стартап,до 50,2 роки,1 рік,2,1800,500,"Ні, не отримую",
07/12/2020 10:45,"Так, працюю full-time",Дніпро,Віддалено,Чоловік,22,Вища,НТУ «Дніпровська політехніка»,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Back-end,Go,"JavaScript, Python, SQL",Node.js,Web,,,,,,,,,,,,,,,,,,,Telecom,Аутсорсингова,понад 1000,3 роки,1 рік,3-4,1800,300,"Отримую бонус за гарні показники роботи, але нерегулярно",400
09/12/2020 22:20,"Так, працюю full-time",Київ,Віддалено,Чоловік,40,Вища,НТУУ «КПІ»,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Full-stack,JavaScript,Java,"Express, Node.js, React.js",Web,,,,,,,,,,,,,,,,,,,ERP,Аутсорсингова,понад 1000,3 роки,3 місяці,2,4050,+2000,Отримую бонус щороку,0
08/12/2020 15:45,"Так, працюю full-time",Харків,"Частково віддалено, частково в офісі",Жінка,30,Вища,ХАІ,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Tech Lead,Back-end,Python,Go,"Django, Flask","Web, Інша",,,,,,,,,,,,,,,,,,,"Agriculture, Cloud Computing, E-commerce",Інша,до 50,10 і більше років,2 роки,3-4,4500,0,"Ні, не отримую",
07/12/2020 10:48,"Так, працюю full-time",Київ,В офісі,Чоловік,27,Вища,НТУ «ХПІ»,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Back-end,PHP,SQL,,Web,,,,,,,,,,,,,,,,,,,E-commerce,Продуктова,понад 1000,2 роки,3 місяці,2,1800,800,"Ні, не отримую",
14/12/2020 12:25,"Так, працюю full-time",Київ,"Частково віддалено, частково в офісі",Чоловік,23,Вища,ЧНУ ім. Федьковича,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Front-end,TypeScript,JavaScript,"Angular/Angular.js, React.js, Vue.js",Web,,,,,,,,,,,,,,,,,,,Travel,Продуктова,до 50,5 років,2 роки,5-7,4050,250,"Ні, не отримую",
29/12/2020 17:10,"Так, працюю full-time",Київ,Віддалено,Чоловік,33,Вища,Інший виш,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Back-end,PHP,"Go, JavaScript","Laravel, React.js, Symfony",Web,,,,,,,,,,,,,,,,,,,Інша,Продуктова,до 10 спеціалістів,6 років,5 років,2,4046,250,"Ні, не отримую",
08/12/2020 15:46,"Так, працюю full-time",Київ,"Частково віддалено, частково в офісі",Чоловік,41,Вища,КНУ ім. Шевченка,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Tech Lead,video games,C++,Не використовую,Unreal Engine,"Desktop, Xbox, Playstation",,,,,,,,,,,,,,,,,,,GameDev,Продуктова,до 200,10 і більше років,3 місяці,5-7,10000,3500,"Ні, не отримую",0
07/12/2020 10:51,"Так, працюю full-time",Вінниця,В офісі,Чоловік,33,Середня,,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Back-end,TypeScript,"Java, JavaScript",Node.js,"Web, Mobile Android, Mobile iOS",,,,,,,,,,,,,,,,,,,GameDev,Продуктова,до 200,3 роки,2 роки,1,1800,200,Отримую бонус щороку,1000
07/12/2020 10:54,"Так, працюю full-time",Харків,Віддалено,Чоловік,23,Вища,Інший виш,Pre-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Front-end,JavaScript,Не використовую,Vue.js,Web,,,,,,,,,,,,,,,,,,,E-commerce,Продуктова,до 200,3 роки,Пів року,5-7,1800,900,"Ні, не отримую",
07/12/2020 11:10,"Так, працюю full-time",Івано-Франківськ,В офісі,Чоловік,24,Вища,Інший виш,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Full-stack,Python,"Go, JavaScript, Python","Django, jQuery, React.js",Web,,,,,,,,,,,,,,,,,,,"E-commerce, Edtech, Media",Аутстафінгова,до 200,3 роки,3 роки,1,1800,600,"Ні, не отримую",
07/12/2020 14:48,"Так, працюю full-time",Київ,"Частково віддалено, частково в офісі",Чоловік,31,Вища,ЖДТУ,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Front-end,JavaScript,"C#/.NET, TypeScript","Angular/Angular.js, Node.js, React.js",Web,,,,,,,,,,,,,,,,,,,"Legal, Media",Продуктова,до 50,10 і більше років,5 років,3-4,4040,330,"Ні, не отримую",
07/12/2020 10:18,"Так, працюю full-time",Харків,Віддалено,Чоловік,28,Вища,НТУ «ХПІ»,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Back-end,JavaScript,TypeScript,"Node.js, React.js",Web,,,,,,,,,,,,,,,,,,,"Automotive, Edtech",Аутстафінгова,до 200,6 років,1 рік,5-7,4000,1000,"Ні, не отримую",
07/12/2020 10:23,"Так, працюю part-time",Київ,Віддалено,Чоловік,35,Кандидат наук,КНУ ім. Шевченка,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Back-end,Python,Не використовую,Flask,Web,,,,,,,,,,,,,,,,,,,"Automotive, Cloud Computing",Продуктова,до 50,5 років,Пів року,3-4,4000,-500,"Ні, не отримую",
07/12/2020 11:11,"Так, працюю full-time",Львів,Віддалено,Жінка,27,Вища,НУ «Львівська політехніка»,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Mobile,Swift,Objective-C,,Mobile iOS,,,,,,,,,,,,,,,,,,,"E-commerce, Media, Mobile",Аутсорсингова,понад 1000,2 роки,3 місяці,2,1800,800,"Ні, не отримую",
07/12/2020 10:37,"Так, працюю full-time",Одеса,Віддалено,Чоловік,40,Вища,ОНПУ,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Back-end,PHP,"Go, JavaScript, TypeScript","Symfony, Vue.js",Web,,,,,,,,,,,,,,,,,,,E-commerce,Продуктова,до 200,7 років,4 роки,3-4,4000,500,"Отримую бонус за гарні показники роботи, але нерегулярно",
07/12/2020 10:37,"Так, працюю full-time",Київ,В офісі,Чоловік,27,Вища,НТУУ «КПІ»,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Back-end,Java,SQL,"Hibernate, Spring",Web,,,,,,,,,,,,,,,,,,,Blockchain,Інша,до 50,5 років,2 роки,2,4000,1000,"Ні, не отримую",
