"X","Должность","Язык.программирования","Специализация","Общий.опыт.работы","Опыт.работы.на.текущем.месте","Зарплата.в.месяц","Изменение.зарплаты","Город","Размер.компании","Пол","Возраст","Образование","Уровень.английского","Дата.заполнения","User.Agent","exp","current_job_exp","loc","salary","Валюта","cls"
"909",NA,"Software Engineer","JavaScript","","7","0.75",2185,485,"Киев","свыше 1000 человек","мужской",30,"Высшее","выше среднего","20/05/2013 18:58:14","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",7,0.75,"Киев",2185,NA,"DEV"
"911",NA,"Software Engineer","PHP","","4","0.25",1500,1000,"Киев","до 10 человек","мужской",27,"Два высших","средний","20/05/2013 19:01:02","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",4,0.25,"Киев",1500,NA,"DEV"
"912",NA,"Team lead","","","1.5","1.5",400,200,"Симферополь","до 50 человек","мужской",25,"Высшее","ниже среднего","20/05/2013 19:03:54","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",1.5,1.5,"other",400,NA,"PM"
"913",NA,"Senior Software Engineer","C#/.NET","","5","2.5",3100,0,"Киев","до 50 человек","мужской",25,"Высшее","выше среднего","20/05/2013 19:04:57","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",5,2.5,"Киев",3100,NA,"DEV"
"914",NA,"Software Engineer","Python","","2.5","2.5",1000,250,"Киев","до 200 человек","мужской",24,"Высшее","продвинутый","20/05/2013 19:06:24","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:21.0) Gecko/20100101 Firefox/21.0",2.5,2.5,"Киев",1000,NA,"DEV"
"915",NA,"Верстальщик","","","7","5",2400,100,"Киев","до 50 человек","мужской",29,"Среднее","элементарный","20/05/2013 19:09:16","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",7,5,"Киев",2400,NA,""
"916",NA,"Senior Software Engineer","C#/.NET","","5","2",2250,200,"Киев","свыше 1000 человек","мужской",24,"Высшее","выше среднего","20/05/2013 19:09:28","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",5,2,"Киев",2250,NA,"DEV"
"917",NA,"Project manager","","","1.5","1.5",1500,0,"Киев","до 10 человек","мужской",22,"Незаконченное высшее","средний","20/05/2013 19:13:44","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/536.29.13 (KHTML, like Gecko) Version/6.0.4 Safari/536.29.13",1.5,1.5,"Киев",1500,NA,"PM"
"918",NA,"Software Engineer","JavaScript","","1.5","0.5",800,500,"Винница","до 200 человек","мужской",22,"Высшее","ниже среднего","20/05/2013 19:16:19","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",1.5,0.5,"other",800,NA,"DEV"
"919",NA,"Software Engineer","PHP","","6","0.75",1500,400,"Киев","до 10 человек","мужской",26,"Высшее","ниже среднего","20/05/2013 19:16:44","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",6,0.75,"Киев",1500,NA,"DEV"
"920",NA,"Technical Lead","Objective-C","","6","0.5",3500,300,"Харьков","до 10 человек","мужской",27,"Высшее","средний","20/05/2013 19:16:56","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:20.0) Gecko/20100101 Firefox/20.0",6,0.5,"Харьков",3500,NA,"SDEV"
"921",NA,"Software Engineer","JavaScript","","2.5","2.5",2000,500,"Харьков","до 10 человек","мужской",25,"Высшее","выше среднего","20/05/2013 19:22:50","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.65 Safari/537.31",2.5,2.5,"Харьков",2000,NA,"DEV"
"922",NA,"Software Engineer","JavaScript","","3","0.75",1500,500,"Харьков","до 50 человек","мужской",27,"Высшее","ниже среднего","20/05/2013 19:23:25","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:21.0) Gecko/20100101 Firefox/21.0",3,0.75,"Харьков",1500,NA,"DEV"
"923",NA,"QA engineer","","Automation QA","3.5","3.5",3200,600,"Киев","до 50 человек","мужской",28,"Высшее","ниже среднего","20/05/2013 19:24:13","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",3.5,3.5,"Киев",3200,NA,"QA"
"924",NA,"Junior Software Engineer","PHP","","8","0.5",750,50,"Мариуполь","до 50 человек","мужской",27,"Незаконченное высшее","ниже среднего","20/05/2013 19:24:25","Mozilla/5.0 (Windows NT 6.1; rv:22.0) Gecko/20100101 Firefox/22.0",8,0.5,"other",750,NA,"DEV"
"925",NA,"Senior Software Engineer","PHP","","9","0.5",3300,500,"Харьков","до 50 человек","мужской",31,"Высшее","средний","20/05/2013 19:25:02","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.22 (KHTML, like Gecko) Ubuntu Chromium/25.0.1364.160 Chrome/25.0.1364.160 Safari/537.22",9,0.5,"Харьков",3300,NA,"DEV"
"926",NA,"QA engineer","","General QA","1.5","1.5",1100,150,"Ровно","до 200 человек","мужской",27,"Высшее","средний","20/05/2013 19:32:28","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",1.5,1.5,"other",1100,NA,"QA"
"927",NA,"Software Engineer","PHP","","4","0.5",1900,0,"Харьков","до 50 человек","мужской",28,"Высшее","выше среднего","20/05/2013 19:35:19","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",4,0.5,"Харьков",1900,NA,"DEV"
"928",NA,"Системный администратор","","","5","3",500,-250,"Ровно","до 10 человек","мужской",29,"Незаконченное высшее","выше среднего","20/05/2013 19:38:20","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",5,3,"other",500,NA,"ADM"
"929",NA,"Software Engineer","C#/.NET","","5","0.5",2000,700,"Харьков","до 200 человек","мужской",30,"Высшее","выше среднего","20/05/2013 19:42:04","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",5,0.5,"Харьков",2000,NA,"DEV"
"930",NA,"Junior Software Engineer","C","","3","0.75",650,650,"Львов","до 200 человек","мужской",21,"Незаконченное высшее","ниже среднего","20/05/2013 19:42:22","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",3,0.75,"Львов",650,NA,"DEV"
"931",NA,"Junior Software Engineer","C#/.NET","","0.5","0.5",800,800,"Днепр.","до 50 человек","мужской",23,"Высшее","ниже среднего","20/05/2013 19:42:38","Mozilla/5.0 (Windows NT 6.2; WOW64; rv:21.0) Gecko/20100101 Firefox/21.0",0.5,0.5,"Днепр.",800,NA,"DEV"
"932",NA,"Senior Software Engineer","C#/.NET","","8","4.5",2850,475,"Киев","до 10 человек","мужской",26,"Незаконченное высшее","средний","20/05/2013 19:45:39","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",8,4.5,"Киев",2850,NA,"DEV"
"933",NA,"Software Engineer","C#/.NET","","2","0.5",1425,0,"Севастополь","до 200 человек","мужской",24,"Высшее","выше среднего","20/05/2013 19:45:58","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",2,0.5,"other",1425,NA,"DEV"
"934",NA,"Software Engineer","C#/.NET","","3","1",1400,525,"Киев","до 1000 человек","мужской",25,"Высшее","средний","20/05/2013 19:47:22","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1512.0 Safari/537.36",3,1,"Киев",1400,NA,"DEV"
"935",NA,"Senior Software Engineer","C#/.NET","","6","1",3000,0,"Киев","свыше 1000 человек","мужской",33,"Высшее","выше среднего","20/05/2013 19:49:14","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",6,1,"Киев",3000,NA,"DEV"
"936",NA,"Junior Software Engineer","C#/.NET","","1","1.25",660,440,"Днепр.","до 50 человек","мужской",23,"Высшее","средний","20/05/2013 19:49:28","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",1,1.25,"Днепр.",660,NA,"DEV"
"937",NA,"Senior Software Engineer","JavaScript","","6","0.5",2900,500,"Киев","свыше 1000 человек","мужской",24,"Высшее","средний","20/05/2013 19:51:02","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",6,0.5,"Киев",2900,NA,"DEV"
"938",NA,"Software Engineer","PHP","","3","0.5",1250,750,"Киев","до 10 человек","мужской",25,"Высшее","выше среднего","20/05/2013 19:51:37","Opera/9.80 (X11; Linux zbov) Presto/2.11.355 Version/12.10",3,0.5,"Киев",1250,NA,"DEV"
"939",NA,"Senior Software Engineer","Delphi","","10 и более лет","10 и более лет",1800,100,"Киев","до 10 человек","мужской",28,"Высшее","средний","20/05/2013 19:53:05","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:21.0) Gecko/20100101 Firefox/21.0 AlexaToolbar/alxf-2.18",10,10,"Киев",1800,NA,"DEV"
"940",NA,"Junior QA engineer","","Manual QA","0.25","0.25",400,112,"Киев","до 1000 человек","женский",24,"Высшее","выше среднего","20/05/2013 19:54:25","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:20.0) Gecko/20100101 Firefox/20.0",0.25,0.25,"Киев",400,NA,"QA"
"941",NA,"Software Engineer","Delphi","","4.5","4.5",1340,120,"Киев","до 200 человек","мужской",26,"Высшее","средний","20/05/2013 19:55:05","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",4.5,4.5,"Киев",1340,NA,"DEV"
"942",NA,"Junior Software Engineer","Java","","0.25","0.25",750,0,"Киев","свыше 1000 человек","мужской",22,"Незаконченное высшее","средний","20/05/2013 19:56:24","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",0.25,0.25,"Киев",750,NA,"DEV"
"943",NA,"Senior Project Manager / Program Manager","","","5","0.5",5000,2000,"Киев","свыше 1000 человек","мужской",27,"Высшее","продвинутый","20/05/2013 19:58:39","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",5,0.5,"Киев",5000,NA,"SPM"
"944",NA,"Senior QA engineer","","Manual QA","3.5","3.5",1300,300,"Харьков","до 1000 человек","мужской",28,"Высшее","выше среднего","20/05/2013 19:59:40","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",3.5,3.5,"Харьков",1300,NA,"QA"
"945",NA,"Software Engineer","Java","","1.25","меньше 3 месяцев",2850,1600,"Киев","свыше 1000 человек","мужской",28,"Высшее","средний","20/05/2013 20:00:13","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:21.0) Gecko/20100101 Firefox/21.0",1.25,0,"Киев",2850,NA,"DEV"
"946",NA,"Senior Software Engineer","C#/.NET","","6","2.5",2900,1000,"Киев","свыше 1000 человек","мужской",25,"Высшее","средний","20/05/2013 20:00:20","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:21.0) Gecko/20100101 Firefox/21.0",6,2.5,"Киев",2900,NA,"DEV"
"947",NA,"Team lead","","","10 и более лет","2",3078,0,"Винница","до 50 человек","мужской",32,"Высшее","выше среднего","20/05/2013 20:00:37","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.11 Safari/537.36",10,2,"other",3078,NA,"PM"
"948",NA,"QA engineer","","General QA","2.5","меньше 3 месяцев",2300,800,"Киев","свыше 1000 человек","мужской",27,"Высшее","средний","20/05/2013 20:00:50","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:21.0) Gecko/20100101 Firefox/21.0",2.5,0,"Киев",2300,NA,"QA"
"949",NA,"Системный администратор","","","10 и более лет","1",1500,0,"Харьков","до 50 человек","мужской",38,"Высшее","выше среднего","20/05/2013 20:01:05","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",10,1,"Харьков",1500,NA,"ADM"
"950",NA,"Software Engineer","PHP","","3","1",2500,200,"Киев","до 50 человек","мужской",28,"Высшее","выше среднего","20/05/2013 20:02:05","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",3,1,"Киев",2500,NA,"DEV"
"951",NA,"Гейм-дизайнер","","","1.5","1.5",430,60,"Днепр.","до 200 человек","мужской",24,"Высшее","ниже среднего","20/05/2013 20:02:25","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",1.5,1.5,"Днепр.",430,NA,""
"952",NA,"Junior Software Engineer","Java (Android)","","2","1.5",1000,400,"Киев","до 1000 человек","мужской",25,"Высшее","средний","20/05/2013 20:03:55","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",2,1.5,"Киев",1000,NA,"DEV"
"953",NA,"Системный администратор","","","3","3",600,50,"Черновцы","свыше 1000 человек","мужской",32,"Высшее","средний","20/05/2013 20:04:29","Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.15",3,3,"other",600,NA,"ADM"
"954",NA,"Senior Software Engineer","Python","","4","2",2500,300,"Харьков","до 200 человек","мужской",28,"Высшее","продвинутый","20/05/2013 20:04:44","Opera/9.80 (X11; Linux i686) Presto/2.12.388 Version/12.15",4,2,"Харьков",2500,NA,"DEV"
"955",NA,"Software Engineer","Delphi","","5","2",2000,1,"Киев","до 10 человек","мужской",33,"Высшее","ниже среднего","20/05/2013 20:05:59","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",5,2,"Киев",2000,NA,"DEV"
"956",NA,"Software Engineer","C#/.NET","","2.5","1.5",1000,250,"Киев","до 50 человек","мужской",24,"Высшее","средний","20/05/2013 20:06:24","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",2.5,1.5,"Киев",1000,NA,"DEV"
"957",NA,"Project manager","","","6","0.25",3000,1200,"Харьков","до 10 человек","мужской",28,"Кандидат","выше среднего","20/05/2013 20:06:27","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",6,0.25,"Харьков",3000,NA,"PM"
"958",NA,"Software Engineer","PHP","","2","0.5",1000,300,"Киев","до 10 человек","мужской",26,"Среднее","элементарный","20/05/2013 20:06:50","Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.15",2,0.5,"Киев",1000,NA,"DEV"
"959",NA,"Senior Software Engineer","Java","","10 и более лет","0.5",6500,500,"Киев","до 50 человек","мужской",30,"Высшее","выше среднего","20/05/2013 20:07:07","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",10,0.5,"Киев",6500,NA,"DEV"
"960",NA,"Senior Software Engineer","C++","","3","меньше 3 месяцев",3000,1200,"Киев","свыше 1000 человек","мужской",25,"Высшее","выше среднего","20/05/2013 20:07:20","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:21.0) Gecko/20100101 Firefox/21.0",3,0,"Киев",3000,NA,"DEV"
"961",NA,"Software Engineer","Objective-C","","6","4.5",3200,400,"Одесса","до 50 человек","мужской",25,"Высшее","ниже среднего","20/05/2013 20:07:41","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.65 Safari/537.31",6,4.5,"other",3200,NA,"DEV"
"962",NA,"Senior QA engineer","","Automation QA","5","0.75",2650,150,"Киев","свыше 1000 человек","мужской",25,"Высшее","продвинутый","20/05/2013 20:08:20","Mozilla/5.0 (Windows NT 6.2; WOW64; rv:20.0) Gecko/20100101 Firefox/20.0",5,0.75,"Киев",2650,NA,"QA"
"963",NA,"Senior Software Engineer","Java","","5","1",3000,100,"Киев","свыше 1000 человек","мужской",30,"Высшее","средний","20/05/2013 20:08:32","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:20.0) Gecko/20100101 Firefox/20.0",5,1,"Киев",3000,NA,"DEV"
