,Должность,Язык программирования,Специализация,Общий опыт работы,Опыт работы на текущем месте,Зарплата в месяц,Изменение зарплаты,Город,Размер компании,Пол,Возраст,Образование,Уровень английского,Дата заполнения,User-Agent
,Software Engineer,Delphi,,7,6,1300,0,Луганск,до 10 человек,m,28,Два высших,ниже среднего,21/05/2013 10:44:44,"Mozilla/5.0 (Windows NT 5.2) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Software Engineer,PHP,,2,0.25,1500,500,Киев,до 200 человек,m,23,Высшее,элементарный,21/05/2013 10:44:56,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.22 (KHTML, like Gecko) Ubuntu Chromium/25.0.1364.160 Chrome/25.0.1364.160 Safari/537.22"
,Системный администратор,,,8,6,2000,500,Киев,до 10 человек,m,30,Незаконченное высшее,ниже среднего,21/05/2013 10:45:21,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Senior Software Engineer,PHP,,7,0.5,3400,900,Киев,до 10 человек,m,28,Высшее,элементарный,21/05/2013 10:46:00,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:21.0) Gecko/20100101 Firefox/21.0
,Системный администратор,,,6,3,550,0,Львов,до 50 человек,m,26,Высшее,средний,21/05/2013 10:46:06,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Junior Software Engineer,Java,,1.5,1.5,750,250,Донецк,до 200 человек,m,23,Среднее,ниже среднего,21/05/2013 10:46:16,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Верстальщик,,,4,2,1000,200,Днепропетровск,до 200 человек,m,25,Высшее,средний,21/05/2013 10:47:00,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Software Engineer,PHP,,3,3,900,200,Хмельницкий,до 10 человек,m,27,Два высших,средний,21/05/2013 10:48:26,Opera/9.80 (X11; Linux x86_64) Presto/2.12.388 Version/12.15
,Software Engineer,C++,,1,1,1400,1400,Киев,до 200 человек,m,22,Незаконченное высшее,ниже среднего,21/05/2013 10:49:02,Opera/9.80 (Windows NT 6.1; Edition Ukraine Local) Presto/2.12.388 Version/12.14
,Director of Engineering / Program Director,,,10 и более лет,7,3300,0,Киев,до 10 человек,m,36,Высшее,средний,21/05/2013 10:49:03,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/536.29.13 (KHTML, like Gecko) Version/6.0.4 Safari/536.29.13"
,Junior Software Engineer,PHP,,1.25,0.5,700,0,Киев,до 10 человек,m,22,Среднее,ниже среднего,21/05/2013 10:49:17,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Software Engineer,C++,,10 и более лет,1.5,1500,300,Киев,до 50 человек,m,33,Высшее,ниже среднего,21/05/2013 10:50:00,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Software Engineer,C#/.NET,,3,1.75,1800,800,Харьков,до 50 человек,m,30,Высшее,элементарный,21/05/2013 10:50:20,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Software Engineer,PHP,,2,1,320,0,Харьков,до 10 человек,m,26,Высшее,элементарный,21/05/2013 10:50:49,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:20.0) Gecko/20100101 Firefox/20.0
,Junior Software Engineer,C++,,меньше 3 месяцев,меньше 3 месяцев,400,0,Харьков,до 10 человек,m,21,Незаконченное высшее,средний,21/05/2013 10:50:51,Mozilla/5.0 (Windows NT 6.1; rv:21.0) Gecko/20100101 Firefox/21.0
,Software Engineer,Java (Android),,2.5,0.5,1600,0,Днепропетровск,до 50 человек,m,23,Высшее,средний,21/05/2013 10:51:34,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.63 Safari/537.31"
,Junior Software Engineer,Java (Android),,1,1,800,0,Харьков,до 50 человек,m,21,Незаконченное высшее,выше среднего,21/05/2013 10:51:46,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Junior Software Engineer,C#/.NET,,1.25,1.25,400,0,Харьков,до 10 человек,m,21,Незаконченное высшее,ниже среднего,21/05/2013 10:51:50,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Senior QA engineer,,General QA,4,2,1100,300,Житомир,до 200 человек,m,27,Высшее,выше среднего,21/05/2013 10:51:58,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.63 Safari/537.31"
,Software Engineer,C#/.NET,,3,0.75,1600,600,Киев,свыше 1000 человек,m,21,Высшее,выше среднего,21/05/2013 10:52:08,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:20.0) Gecko/20100101 Firefox/20.0
,Software Engineer,PHP,,3,1,2000,0,Киев,до 10 человек,m,22,Незаконченное высшее,выше среднего,21/05/2013 10:52:30,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.65 Safari/537.31"
,Software Engineer,C,,2.5,2,1200,200,Харьков,до 50 человек,m,24,Высшее,средний,21/05/2013 10:53:20,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Junior Software Engineer,C#/.NET,,1.25,1.25,750,250,Киев,до 200 человек,m,22,Незаконченное высшее,ниже среднего,21/05/2013 10:53:40,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Junior QA engineer,,General QA,0.5,0.5,500,0,Львов,до 1000 человек,m,26,Высшее,продвинутый,21/05/2013 10:53:50,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Project manager,,,4,1.75,1500,0,Киев,до 50 человек,m,28,Высшее,выше среднего,21/05/2013 10:54:05,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Team lead,,,5.5,2,3200,400,Харьков,до 50 человек,m,28,Высшее,ниже среднего,21/05/2013 10:54:28,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:20.0) Gecko/20100101 Firefox/20.0
,Junior Software Engineer,JavaScript,,0.25,0.25,600,600,Донецк,до 10 человек,m,23,Незаконченное высшее,элементарный,21/05/2013 10:55:14,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Technical Lead,C,,4,0.25,2300,1200,Харьков,до 1000 человек,m,31,Высшее,средний,21/05/2013 10:56:14,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Верстальщик,,,6,2,2000,0,Киев,до 200 человек,m,31,Высшее,продвинутый,21/05/2013 10:57:16,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Software Engineer,Perl,,5,1.5,2500,300,Киев,до 10 человек,m,27,Высшее,средний,21/05/2013 10:57:18,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:21.0) Gecko/20100101 Firefox/21.0
,Software Engineer,C++,,3,1.25,1900,900,Одесса,до 200 человек,m,23,Незаконченное высшее,ниже среднего,21/05/2013 10:57:21,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Системный администратор,,,6,2,600,40,Киев,до 10 человек,m,27,Незаконченное высшее,элементарный,21/05/2013 10:57:33,Opera/9.80 (Windows NT 5.1; MRA 8.0 (build 6003)) Presto/2.12.388 Version/12.15
,Дизайнер,,,5,меньше 3 месяцев,1300,150,Симферополь,до 10 человек,m,31,Высшее,выше среднего,21/05/2013 10:57:47,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.65 Safari/537.31"
,Technical Lead,Java,,5,3,4300,700,Киев,до 1000 человек,m,24,Высшее,выше среднего,21/05/2013 10:57:55,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Software Engineer,PHP,,3,2,1700,200,Харьков,до 200 человек,m,24,Высшее,элементарный,21/05/2013 10:58:01,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.22 (KHTML, like Gecko) Ubuntu Chromium/25.0.1364.160 Chrome/25.0.1364.160 Safari/537.22"
,Senior Software Engineer,PHP,,9,меньше 3 месяцев,2000,2200,Львов,свыше 1000 человек,m,23,Среднее,ниже среднего,21/05/2013 10:58:02,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Software Engineer,Python,,4,1.5,800,300,Донецк,до 50 человек,m,25,Незаконченное высшее,ниже среднего,21/05/2013 10:58:52,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1512.0 Safari/537.36"
,Junior Software Engineer,PHP,,0.5,0.5,500,200,Запорожье,до 50 человек,m,24,Высшее,элементарный,21/05/2013 10:58:57,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Senior Software Engineer,Flex/Flash/AIR,,4,2.5,1300,300,Винница,до 50 человек,m,26,Высшее,выше среднего,21/05/2013 10:59:08,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Senior Project Manager / Program Manager,,,5,2,2500,1000,Донецк,до 50 человек,m,24,Высшее,средний,21/05/2013 10:59:11,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,QA Tech Lead,,General QA,3.5,1,3000,1100,Киев,до 50 человек,f,30,Кандидат,средний,21/05/2013 10:59:26,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:15.0) Gecko/20100101 Firefox/15.0.1
,Software Engineer,JavaScript,,2.5,0.75,2600,1000,Киев,до 1000 человек,m,27,Высшее,средний,21/05/2013 11:00:05,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/23.0.1251.0 Safari/537.8"
,Senior Software Engineer,C#/.NET,,10 и более лет,2,4000,0,Симферополь,до 10 человек,m,33,Высшее,продвинутый,21/05/2013 11:00:39,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.11 Safari/537.36"
,Senior Software Engineer,PHP,,10 и более лет,5.5,3000,300,Одесса,до 10 человек,m,35,Высшее,средний,21/05/2013 11:00:41,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Senior Software Engineer,PHP,,6,0.75,2500,0,Харьков,до 50 человек,m,29,Высшее,выше среднего,21/05/2013 11:00:46,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Software Engineer,C#/.NET,,6,2.5,1300,300,Херсон,до 50 человек,m,27,Незаконченное высшее,средний,21/05/2013 11:00:56,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Software Engineer,Flex/Flash/AIR,,1.5,1.5,1650,800,Львов,до 200 человек,m,21,Незаконченное высшее,средний,21/05/2013 11:01:09,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Software Engineer,PHP,,3,0.5,1500,500,Донецк,до 10 человек,m,27,Высшее,ниже среднего,21/05/2013 11:01:56,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:20.0) Gecko/20100101 Firefox/20.0
,Project manager,,,1.5,1.5,1000,200,Киев,до 10 человек,f,27,Два высших,средний,21/05/2013 11:02:03,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.22 (KHTML, like Gecko) Chrome/25.0.1364.172 Safari/537.22"
,Junior Software Engineer,Java (Android),,0.75,меньше 3 месяцев,500,300,Харьков,до 50 человек,m,20,Незаконченное высшее,средний,21/05/2013 11:02:06,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.63 Safari/537.31"
,Support,,,3,меньше 3 месяцев,1800,700,Киев,до 50 человек,m,25,Высшее,средний,21/05/2013 11:02:11,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:21.0) Gecko/20100101 Firefox/21.0
,Системный администратор,,,7,4,400,0,Луганск,до 10 человек,m,31,Незаконченное высшее,ниже среднего,21/05/2013 11:02:12,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Project manager,,,2,0.5,1000,0,Киев,до 10 человек,m,24,Высшее,средний,21/05/2013 11:02:19,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Software Engineer,PHP,,1,0.5,600,0,Киев,до 10 человек,m,23,Высшее,ниже среднего,21/05/2013 11:02:34,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:21.0) Gecko/20100101 Firefox/21.0
,Senior Software Engineer,C#/.NET,,7,2,1400,100,Киев,до 10 человек,m,34,Высшее,средний,21/05/2013 11:02:35,Mozilla/5.0 (Windows NT 5.1; rv:16.0) Gecko/20100101 Firefox/16.0
,Software Engineer,PHP,,5,1.5,2000,0,Киев,до 200 человек,m,29,Высшее,средний,21/05/2013 11:03:01,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Software Engineer,PHP,,7,1.25,1800,0,Киев,свыше 1000 человек,m,30,Высшее,средний,21/05/2013 11:03:04,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Дизайнер,,,4.5,1,1200,200,Донецк,до 10 человек,f,25,Незаконченное высшее,ниже среднего,21/05/2013 11:03:33,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Team lead,,,7,2,4000,1000,Киев,до 1000 человек,m,27,Среднее,средний,21/05/2013 11:04:16,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:21.0) Gecko/20100101 Firefox/21.0
,Senior Software Engineer,C#/.NET,,8,1,2900,0,Днепропетровск,до 1000 человек,m,31,Высшее,выше среднего,21/05/2013 11:05:17,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Senior Software Engineer,C#/.NET,,9,8,3000,0,Киев,до 10 человек,m,36,Среднее,ниже среднего,21/05/2013 11:05:22,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Software Engineer,PHP,,7,1.25,1130,0,Винница,до 10 человек,m,26,Незаконченное высшее,выше среднего,21/05/2013 11:05:41,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.65 Safari/537.31"
,Senior Software Engineer,PHP,,3,0.25,2200,1000,Харьков,до 50 человек,m,23,Высшее,ниже среднего,21/05/2013 11:06:30,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.63 Safari/537.31"
,QA engineer,,General QA,4,1.5,1700,200,Днепропетровск,до 200 человек,f,25,Высшее,средний,21/05/2013 11:07:18,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:20.0) Gecko/20100101 Firefox/20.0
,Senior Software Engineer,C#/.NET,,6,6,1800,300,Житомир,до 10 человек,m,26,Высшее,средний,21/05/2013 11:07:34,Mozilla/5.0 (Windows NT 6.1; rv:14.0) Gecko/20100101 Firefox/14.0.1
,Senior QA engineer,,General QA,5,3.5,2200,500,Харьков,до 50 человек,m,26,Высшее,средний,21/05/2013 11:07:39,Opera/9.80 (Windows NT 6.2; Win64; x64) Presto/2.12.388 Version/12.15
,Software Engineer,C,,3.5,2,1500,500,Харьков,до 50 человек,m,26,Высшее,средний,21/05/2013 11:08:10,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Support,,,7,5,500,0,Киев,до 50 человек,m,30,Высшее,элементарный,21/05/2013 11:08:13,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.43 Safari/537.31"
,Technical Lead,C#/.NET,,10 и более лет,5,3400,400,Харьков,до 1000 человек,m,35,Высшее,выше среднего,21/05/2013 11:08:37,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Technical Lead,C#/.NET,,4,1.5,3000,400,Харьков,до 200 человек,m,26,Высшее,выше среднего,21/05/2013 11:08:53,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Системный администратор,,,3,4,450,50,Николаев,до 10 человек,m,22,Среднее,ниже среднего,21/05/2013 11:09:07,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:21.0) Gecko/20100101 Firefox/21.0
,QA engineer,,General QA,2.5,0.75,1500,0,Днепропетровск,до 1000 человек,m,26,Два высших,выше среднего,21/05/2013 11:09:07,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Technical Lead,PHP,,5,2,1750,250,Киев,до 50 человек,m,31,Высшее,ниже среднего,21/05/2013 11:09:34,Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.15
,Support,,,5,5,1100,100,Киев,до 1000 человек,m,28,Высшее,средний,21/05/2013 11:09:57,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.11 Safari/537.36"
,Software Engineer,Java,,2.5,0.25,1600,600,Харьков,до 10 человек,m,22,Высшее,выше среднего,21/05/2013 11:10:20,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
