Должность,Язык программирования,Специализация,Общий опыт работы,Опыт работы на текущем месте,Зарплата в месяц,Изменение зарплаты за 12 месяцев,Город,Размер компании,Тип компании,Пол,Возраст,Образование,Университет,Еще студент,Уровень английского,Предметная область,Дата заполнения,User-Agent
Software Engineer,PHP,,4,1,1000,50,Черновцы,до 200 человек,Аутсорсинговая,m,24,Высшее,Другой вуз,False,средний,Веб-разработка,13/06/2017 10:02:37,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/58.0.3029.110 Chrome/58.0.3029.110 Safari/537.36"
Senior Software Engineer,Java,,5,5,2500,300,Другой,до 50 человек,Аутсорсинговая,m,27,Высшее,ДонНУ,False,ниже среднего,Android,13/06/2017 10:02:50,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36"
Junior QA engineer,,Manual QA,0.5,0.5,305,0,Харьков,до 200 человек,Аутсорсинговая,m,23,Высшее,Другой вуз,False,средний,Веб-разработка,13/06/2017 10:03:54,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36"
Designer,,,10 и более лет,3,2500,0,Киев,свыше 1000 человек,Аутсорсинговая,m,32,Высшее,НГУ [Днепропетровск],False,ниже среднего,"iOS,Веб-разработка",13/06/2017 10:05:11,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4"
Junior Software Engineer,JavaScript,,меньше 3 месяцев,меньше 3 месяцев,500,0,Киев,свыше 1000 человек,Аутсорсинговая,m,26,Высшее,ГУТ,False,ниже среднего,iOS,13/06/2017 10:05:50,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
Junior Software Engineer,JavaScript,,1.5,1.5,400,0,Киев,до 10 человек,Стартап,m,23,Высшее,КНУТД,False,средний,Веб-разработка,13/06/2017 10:05:57,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
Senior QA engineer,,Manual QA,3,3,1800,600,Киев,свыше 1000 человек,Аутсорсинговая,f,27,Высшее,Другой вуз,False,средний,Веб-разработка,13/06/2017 10:07:00,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
Junior Software Engineer,PHP,,1,0.5,500,200,Харьков,свыше 1000 человек,Аутстаффинговая,m,22,Высшее,ХНУРЭ,False,средний,"Веб-разработка,eCommerce",13/06/2017 10:08:16,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/58.0.3029.110 Chrome/58.0.3029.110 Safari/537.36"
Director of Engineering / Program Director,,,8,4,4000,500,Львов,до 1000 человек,Аутстаффинговая,m,30,Высшее,Другой вуз,False,выше среднего,Gamedev,13/06/2017 10:08:21,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36"
Junior Software Engineer,Java,,1,меньше 3 месяцев,450,0,Киев,свыше 1000 человек,Продуктовая,m,22,Высшее,НТУУ «КПИ»,True,ниже среднего,"Телекоммуникации,Корпоративные системы",13/06/2017 10:10:39,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
Software Engineer,C#/.NET,,1.5,1.5,1000,200,Удаленно,до 200 человек,Аутсорсинговая,m,23,Высшее,ХНУРЭ,False,элементарный,"Финансы и банки,Другое",13/06/2017 10:10:49,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
Junior Software Engineer,Java,,1,0.5,450,100,Харьков,до 50 человек,Аутсорсинговая,m,20,Незаконченное высшее,ХНУРЭ,True,средний,Веб-разработка,13/06/2017 10:11:50,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
Software Engineer,JavaScript,,3,1,2500,230,Киев,до 50 человек,Стартап,m,25,Высшее,НТУУ «КПИ»,False,средний,Веб-разработка,13/06/2017 10:11:55,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
Technical Lead,C#/.NET,,10 и более лет,1.5,4700,400,Харьков,до 200 человек,Продуктовая,m,34,Высшее,НТУ «ХПИ»,False,средний,"Веб-разработка,eCommerce",13/06/2017 10:12:05,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
Junior Software Engineer,Java,,1,1,700,600,Харьков,до 200 человек,Продуктовая,m,27,Высшее,ХНЭУ,False,выше среднего,"Веб-разработка,Другое",13/06/2017 10:12:20,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36"
Junior Software Engineer,PHP,,1,1,440,0,Киев,до 10 человек,Аутсорсинговая,m,30,Высшее,Другой вуз,False,средний,Веб-разработка,13/06/2017 10:13:03,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36"
Software Engineer,C#/.NET,,1.5,1,850,300,Киев,до 50 человек,Аутсорсинговая,m,20,Незаконченное высшее,НТУУ «КПИ»,True,выше среднего,Веб-разработка,13/06/2017 10:13:45,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
Software Engineer,Java,,1.5,0.25,1500,1100,Львов,свыше 1000 человек,Аутсорсинговая,m,20,Незаконченное высшее,Львовская Политехника,True,средний,Веб-разработка,13/06/2017 10:14:04,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
Software Engineer,C#/.NET,,2,1,2000,1000,Львов,до 50 человек,Аутстаффинговая,m,30,Кандидат,Другой вуз,False,выше среднего,Веб-разработка,13/06/2017 10:15:19,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
Software Engineer,Java,,5,0.5,1700,300,Харьков,до 200 человек,Аутстаффинговая,m,29,Высшее,НТУ «ХПИ»,False,средний,"Android,Другое",13/06/2017 10:16:45,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
QA engineer,,General QA,4,2,1600,100,Харьков,до 200 человек,Аутсорсинговая,m,28,Высшее,ХНУРЭ,False,средний,eCommerce,13/06/2017 10:17:07,"Mozilla/5.0 (Linux; Android 7.1.2; Nexus 6P Build/N2G47W) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36"
QA engineer,,General QA,2,1,1200,300,Киев,до 1000 человек,Продуктовая,m,26,Высшее,КНУ им. Шевченко,False,выше среднего,Веб-разработка,13/06/2017 10:17:51,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36"
Software Engineer,Java,,3,1,1800,200,Харьков,до 200 человек,Аутстаффинговая,m,28,Высшее,ЗНТУ,False,средний,"Веб-разработка,Корпоративные системы",13/06/2017 10:20:18,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
QA engineer,,Automation QA,10 и более лет,2,1170,300,Одесса,до 1000 человек,Аутсорсинговая,m,36,Два высших,ОНПУ,False,средний,Корпоративные системы,13/06/2017 10:21:13,"Mozilla/5.0 (Linux; Android 6.0.1; Redmi 3S Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36"
QA engineer,,General QA,1.5,1.5,1050,450,Киев,свыше 1000 человек,Аутстаффинговая,m,26,Высшее,НаУКМА,False,продвинутый,Веб-разработка,13/06/2017 10:21:21,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/603.3.3 (KHTML, like Gecko) Version/10.1.2 Safari/603.3.3"
Junior Software Engineer,Java,,1,1,600,400,Другой,до 10 человек,Аутсорсинговая,m,23,Два высших,Львовская Политехника,False,средний,Другое,13/06/2017 10:21:30,"Mozilla/5.0 (Linux; Android 5.1.1; D2305 Build/18.6.A.0.182) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36"
DevOps,,,0.5,меньше 3 месяцев,1200,900,Киев,до 50 человек,Продуктовая,m,27,Незаконченное высшее,КНУТД,False,ниже среднего,Веб-разработка,13/06/2017 10:21:41,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
Software Engineer,JavaScript,,4,1,2000,700,Киев,до 1000 человек,Аутстаффинговая,m,25,Высшее,НТУУ «КПИ»,False,средний,"Веб-разработка,Gamedev",13/06/2017 10:22:14,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
Senior Software Engineer,JavaScript,,3,меньше 3 месяцев,3000,1500,Киев,до 1000 человек,Аутсорсинговая,m,23,Высшее,ДНУ им. Гончара,False,средний,"Веб-разработка,Телекоммуникации",13/06/2017 10:22:21,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.81 Safari/537.36"
QA engineer,,Automation QA,2,1,1400,200,Удаленно,до 200 человек,Стартап,m,23,Высшее,ОНПУ,False,выше среднего,eCommerce,13/06/2017 10:22:33,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36"
Software Engineer,PHP,,3,1,2400,800,Одесса,до 1000 человек,Продуктовая,m,21,Незаконченное высшее,ДонНТУ,False,средний,"Веб-разработка,Корпоративные системы",13/06/2017 10:22:55,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36"
Software Engineer,PHP,,1,1,450,250,Винница,до 10 человек,Стартап,m,26,Высшее,ВНТУ,False,средний,"Веб-разработка,eCommerce",13/06/2017 10:23:46,"Mozilla/5.0 (Linux; Android 4.4.2; Lenovo A328 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.122 Mobile Safari/537.36"
Software Engineer,Java,,3,3,1500,500,Харьков,до 200 человек,Аутсорсинговая,m,27,Высшее,Другой вуз,False,выше среднего,Android,13/06/2017 10:24:39,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
QA engineer,,Manual QA,3,1,1600,600,Киев,до 1000 человек,Аутсорсинговая,m,25,Высшее,НТУУ «КПИ»,False,выше среднего,"Веб-разработка,Gamedev",13/06/2017 10:24:59,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0
Junior Software Engineer,Python,,0.5,0.5,100,0,Запорожье,до 50 человек,Аутсорсинговая,m,32,Высшее,ЗНТУ,False,средний,Веб-разработка,13/06/2017 10:25:39,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0
Software Engineer,Delphi,,4,3,750,135,Черновцы,до 200 человек,Аутсорсинговая,m,25,Высшее,Другой вуз,False,средний,"Desktop Applications,Финансы и банки",13/06/2017 10:25:55,"Mozilla/5.0 (Linux; Android 6.0.1; Redmi 4 Prime Build/MOB31T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36"
Senior Software Engineer,Java,,5,меньше 3 месяцев,3500,1900,Киев,до 10 человек,Продуктовая,m,28,Высшее,ВНТУ,False,выше среднего,"Веб-разработка,Другое",13/06/2017 10:27:59,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
HR,,,4,0.5,1200,600,Киев,свыше 1000 человек,Аутстаффинговая,m,26,Высшее,КНЭУ,False,продвинутый,"Финансы и банки,Корпоративные системы",13/06/2017 10:28:06,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
Software Engineer,Objective-C,,3,0.5,1700,600,Львов,до 50 человек,Аутсорсинговая,m,24,Высшее,ЛНУ им. Франко,False,выше среднего,iOS,13/06/2017 10:28:35,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
QA engineer,,General QA,2,0.5,1300,500,Харьков,до 1000 человек,Продуктовая,m,26,Высшее,ХНУРЭ,False,средний,"Веб-разработка,Корпоративные системы",13/06/2017 10:28:35,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 OPR/45.0.2552.888"
Senior QA engineer,,Automation QA,8,3,3000,0,Киев,свыше 1000 человек,Аутсорсинговая,m,31,Высшее,НТУУ «КПИ»,False,продвинутый,"Desktop Applications,Веб-разработка",13/06/2017 10:29:18,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0
Scrum Master,,,10 и более лет,6,4000,200,Киев,свыше 1000 человек,Аутстаффинговая,m,29,Высшее,КНЭУ,False,продвинутый,Корпоративные системы,13/06/2017 10:30:18,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
Business analyst,,,2,меньше 3 месяцев,1660,1160,Киев,до 1000 человек,Продуктовая,m,24,Высшее,НТУУ «КПИ»,False,продвинутый,"Android,Веб-разработка",13/06/2017 10:30:33,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
Software Engineer,JavaScript,,2,2,900,0,Киев,до 200 человек,Аутсорсинговая,m,23,Высшее,НТУУ «КПИ»,False,средний,"Веб-разработка,Телекоммуникации",13/06/2017 10:30:41,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36"
Senior Software Engineer,JavaScript,,8,8,3000,500,Львов,до 200 человек,Аутсорсинговая,m,41,Высшее,Львовская Политехника,False,выше среднего,Веб-разработка,13/06/2017 10:31:40,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36"
Senior Software Engineer,JavaScript,,4,3,3550,0,Киев,до 1000 человек,Аутстаффинговая,m,31,Незаконченное высшее,ХНУРЭ,False,средний,"Веб-разработка,Gamedev",13/06/2017 10:32:07,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
Business analyst,,,4,0.5,700,300,Киев,до 50 человек,Продуктовая,f,27,Высшее,НТУУ «КПИ»,False,средний,"Веб-разработка,Корпоративные системы",13/06/2017 10:32:58,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
Technical Lead,Java,,10 и более лет,0.5,3300,300,Другой,свыше 1000 человек,Продуктовая,m,34,Высшее,Другой вуз,False,продвинутый,"Веб-разработка,Корпоративные системы",13/06/2017 10:33:20,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
Junior Software Engineer,JavaScript,,1.5,меньше 3 месяцев,500,150,Харьков,до 50 человек,Аутсорсинговая,m,25,Высшее,ХНУ им. Каразина,False,средний,"Веб-разработка,eCommerce",13/06/2017 10:33:31,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
