Submitted at,Ваша основна зайнятість в ІТ зараз...,"ЗАРПЛАТА / СУМАРНИЙ ДОХІД в IT у $$$ за місяць, лише ставка 
ЧИСТИМИ - після сплати податків",Всі бонуси (на місяць),Тайтл,Категорія,Почніть вводити і оберіть вашу ОСНОВНУ посаду зі списку,"У якій сфері проєкт, в якому ви зараз працюєте?",Вкажіть вашу основну спеціалізацію,Чи використовуєте ви у своїй роботі мови програмування (одну чи декілька)?,Основна мова програмування,"Основний напрям роботи компанії, в якій працюєте",Кількість спеціалістів у вашій компанії в Україні,Загальний стаж роботи за нинішньою ІТ-спеціальністю,Знання англійської мови,Де ви зараз живете?,За яким напрямом ви навчалися / навчаєтеся у виші?,Ваш вік
2025-05-26 17:41:33,Працюю в IT-компанії / ІТ-департаменті,360,0,Intern/Trainee,SE,"Software Engineer / Developer (frontend, backend, mobile, gamedev, embedded etc )",Security,Back-end розробка,,Python,Сервісна (аутсорсингова),понад 1000,0.1,Upper-Intermediate,В Україні,"Комп'ютерні науки/інженерія, інженерія ПЗ, кібербезпека",21
2025-05-26 17:46:12,Працюю в IT-компанії / ІТ-департаменті,1000,0,Middle,Analyst,Web Analyst,Fintech / Banking / Capital Management,,"Ні, не використовую",,"ІТ-відділ в НЕ ІТ-компанії (банк, телеком, ритейл тощо)",понад 1000,1.5,Intermediate,В Україні,"Суспільно-економічні науки (економіка, соціологія)",34
2025-05-26 17:46:26,Працюю в IT-компанії / ІТ-департаменті,5500,0,Senior,SE,"Software Engineer / Developer (frontend, backend, mobile, gamedev, embedded etc )","Mobile, E-commerce",Mobile розробка,,Kotlin,Продуктова,понад 1000,8,Upper-Intermediate,В Україні,"Комп'ютерні науки/інженерія, інженерія ПЗ, кібербезпека",28
2025-05-26 17:47:10,Працюю в IT-компанії / ІТ-департаменті,610,0,Junior,Analyst,Data Analyst,Gambling,,"Так, використовую",SQL,Продуктова,до 200,0.1,Intermediate,В Україні,"Суспільно-економічні науки (економіка, соціологія)",34
2025-05-26 17:48:12,Працюю в IT-компанії / ІТ-департаменті,2700,0,Senior,QA,Automation QA / AQA,SaaS,,"Так, використовую",Java,Аутстафінгова,до 200,5,Upper-Intermediate,В Україні,"Природничі науки (фізика, хімія, біологія)",37
2025-05-26 17:50:16,Я контрактор(-ка) в IT (прямий контракт з іноземним замовником),6070,0,Senior,SE,"Software Engineer / Developer (frontend, backend, mobile, gamedev, embedded etc )",Security,Desktop,,Swift,Продуктова,"працюю на іноземного роботодавця, в Україні він не має сформованої команди",10,Upper-Intermediate,В Україні,"Точні науки (математика, інформатика)",32
2025-05-26 17:51:03,Працюю в IT-компанії / ІТ-департаменті,3000,0,Junior,Product Mgmt,Product Manager,"GameDev, Mobile, Edtech / Education",,"Ні, не використовую",,Продуктова,до 50,0.5,Advanced,"За кордоном, але планую повернутися","Суспільно-економічні науки (економіка, соціологія)",28
2025-05-26 17:54:18,Працюю в IT-компанії / ІТ-департаменті,1100,0,Middle,SE,"Software Engineer / Developer (frontend, backend, mobile, gamedev, embedded etc )","Різнопланові проєкти, немає одного основного (HR etc)",,"Так, використовую",PowerShell,Продуктова,до 50,3,Intermediate,В Україні,"Інші технічні науки та інженерія (радіотехніка, електроніка, космонавтика, електротехніка і т.п.)",27
2025-05-26 17:57:06,Працюю в IT-компанії / ІТ-департаменті,2500,37.5,Middle,Analyst,Business Analyst (BA),Logistics / Supply Chain,,"Ні, не використовую",,Сервісна (аутсорсингова),до 1000,5,Upper-Intermediate,В Україні,"Комп'ютерні науки/інженерія, інженерія ПЗ, кібербезпека",26
2025-05-26 17:57:37,Я контрактор(-ка) в IT (прямий контракт з іноземним замовником),4400,733.333333333333,Senior,SE,"Software Engineer / Developer (frontend, backend, mobile, gamedev, embedded etc )",Security,Desktop,,Pascal/Delphi,Продуктова,"працюю на іноземного роботодавця, в Україні він не має сформованої команди",20,Upper-Intermediate,В Україні,"Комп'ютерні науки/інженерія, інженерія ПЗ, кібербезпека",49
2025-05-26 17:58:00,Працюю в IT-компанії / ІТ-департаменті,5200,250,Tech Lead,SE,"Software Engineer / Developer (frontend, backend, mobile, gamedev, embedded etc )","Media / Entertainment, Medtech / Healthcare",Back-end розробка,,PHP,Сервісна (аутсорсингова),понад 1000,10,Upper-Intermediate,В Україні,Інші гуманітарні та суспільні науки,40
2025-05-26 17:59:39,Працюю в IT-компанії / ІТ-департаменті,3500,0,Middle,Analyst,System Analyst,Fintech / Banking / Capital Management,,"Так, використовую",SQL,"ІТ-відділ в НЕ ІТ-компанії (банк, телеком, ритейл тощо)",понад 1000,12,Intermediate,В Україні,"Інші технічні науки та інженерія (радіотехніка, електроніка, космонавтика, електротехніка і т.п.)",35
2025-05-26 17:59:56,Працюю в IT-компанії / ІТ-департаменті,1000,0,Junior,SysAdmin,SysAdmin,Public services / Government,,"Так, використовую",Bash / Shell,Державне підприємство / установа,до 50,0.25,Elementary,В Україні,Інші гуманітарні та суспільні науки,39
2025-05-26 18:00:20,Працюю в IT-компанії / ІТ-департаменті,5500,0,Senior,SE,"Software Engineer / Developer (frontend, backend, mobile, gamedev, embedded etc )",Edtech / Education,Full Stack розробка,,TypeScript,Сервісна (аутсорсингова),до 50,12,Upper-Intermediate,В Україні,"Комп'ютерні науки/інженерія, інженерія ПЗ, кібербезпека",35
2025-05-26 18:00:32,Працюю в IT-компанії / ІТ-департаменті,2750,0,Middle,SE,"Software Engineer / Developer (frontend, backend, mobile, gamedev, embedded etc )",Medtech / Healthcare,Full Stack розробка,,TypeScript,Аутстафінгова,до 200,4,Upper-Intermediate,В Україні,Інші гуманітарні та суспільні науки,31
2025-05-26 18:01:45,Працюю в IT-компанії / ІТ-департаменті,1000,0,Senior,SE,Database Developer,Fintech / Banking / Capital Management,,"Так, використовую",SQL,Продуктова,до 50,20,Elementary,В Україні,"Інші технічні науки та інженерія (радіотехніка, електроніка, космонавтика, електротехніка і т.п.)",60
2025-05-26 18:02:02,Працюю в IT-компанії / ІТ-департаменті,6300,291.666666666667,Lead / Team Lead,Other mgmt,Application Manager,Medtech / Healthcare,,"Так, використовую",TypeScript,Продуктова,до 200,8,Upper-Intermediate,В Україні,"Комп'ютерні науки/інженерія, інженерія ПЗ, кібербезпека",38
2025-05-26 18:04:21,Працюю в IT-компанії / ІТ-департаменті,4300,0,Senior,QA,Automation QA / AQA,E-commerce,,"Так, використовую",Java,Сервісна (аутсорсингова),до 1000,7,Upper-Intermediate,В Україні,"Інші технічні науки та інженерія (радіотехніка, електроніка, космонавтика, електротехніка і т.п.)",36
2025-05-26 18:04:32,Працюю в IT-компанії / ІТ-департаменті,3100,0,Senior,SE,"Software Engineer / Developer (frontend, backend, mobile, gamedev, embedded etc )",E-commerce,Back-end розробка,,PHP,Сервісна (аутсорсингова),до 50,8,Intermediate,В Україні,"Комп'ютерні науки/інженерія, інженерія ПЗ, кібербезпека",26
2025-05-26 18:05:35,Я контрактор(-ка) в IT (прямий контракт з іноземним замовником),1800,1000,Немає тайтлу,Sales,Sales manager / Sales Executive / Sales Operations,"AI / ML, ERP, SaaS",,"Ні, не використовую",,Продуктова,до 1000,10,Upper-Intermediate,В Україні,"Суспільно-економічні науки (економіка, соціологія)",40
