,Должность,Язык программирования,Специализация,Общий опыт работы,Опыт работы на текущем месте,Зарплата в месяц,Изменение зарплаты,Город,Размер компании,Пол,Возраст,Образование,Уровень английского,Дата заполнения,User-Agent
,Junior Software Engineer,C++,,1,0.5,1000,200,Львов,до 10 человек,m,25,Высшее,выше среднего,18/12/2012 13:50:00,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,QA engineer,,Manual QA,1.75,0.75,1150,400,Харьков,до 50 человек,m,29,Высшее,выше среднего,18/12/2012 13:50:09,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Senior Software Engineer,Flex/Flash/AIR,,5,4,3000,200,Киев,свыше 1000 человек,m,26,Высшее,выше среднего,18/12/2012 13:50:34,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Senior Software Engineer,C#/.NET,,6,4,2800,800,Харьков,до 50 человек,m,42,Два высших,выше среднего,18/12/2012 13:50:42,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.40 Safari/537.17"
,Senior Software Engineer,JavaScript,,7,0.5,3300,30000,Одесса,до 1000 человек,m,26,Незаконченное высшее,выше среднего,18/12/2012 13:50:56,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Senior Software Engineer,C#/.NET,,4,0.25,2400,0,Львов,до 1000 человек,m,23,Высшее,выше среднего,18/12/2012 13:51:25,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Системный администратор,,,5,2,850,200,Киев,до 10 человек,m,31,Высшее,выше среднего,18/12/2012 13:51:45,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Software Engineer,C#/.NET,,1.5,1.5,1500,1000,Харьков,до 50 человек,m,21,Незаконченное высшее,средний,18/12/2012 13:51:51,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0
,Team lead,,,4.5,0.75,56,56,Винница,до 50 человек,m,45,Незаконченное высшее,ниже среднего,18/12/2012 13:51:55,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0
,Senior Software Engineer,Python,,меньше 3 месяцев,меньше 3 месяцев,2000,10,Киев,до 50 человек,m,25,Высшее,средний,18/12/2012 13:51:58,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:17.0) Gecko/20100101 Firefox/17.0
,Senior Software Engineer,PHP,,10 и более лет,1.25,3300,300,Львов,до 200 человек,m,31,Незаконченное высшее,средний,18/12/2012 13:52:00,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1"
,Software Engineer,Other,,3,3,1100,1,Киев,до 10 человек,m,25,Два высших,выше среднего,18/12/2012 13:52:12,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.57.2 (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2"
,Software Engineer,Ruby/Rails,,8,2,2300,900,Севастополь,до 10 человек,m,28,Высшее,ниже среднего,18/12/2012 13:52:13,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Software Engineer,Objective-C,,2,меньше 3 месяцев,2500,1600,Киев,до 10 человек,m,24,Высшее,ниже среднего,18/12/2012 13:52:44,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,QA Tech Lead,,Manual QA,8.5,5.5,3200,300,Львов,свыше 1000 человек,m,32,Высшее,выше среднего,18/12/2012 13:53:48,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Software Engineer,JavaScript,,2,1.75,500,100,Киев,до 10 человек,m,21,Незаконченное высшее,средний,18/12/2012 13:53:56,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Senior Software Engineer,JavaScript,,5,1.25,2500,700,Днепропетровск,до 1000 человек,m,24,Высшее,выше среднего,18/12/2012 13:54:09,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Software Engineer,C#/.NET,,0.75,0.75,2000,500,Киев,до 1000 человек,m,22,Высшее,средний,18/12/2012 13:54:18,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)
,Software Engineer,Python,,3.5,1.75,1700,400,Житомир,до 50 человек,m,21,Незаконченное высшее,средний,18/12/2012 13:54:25,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.4 (KHTML, like Gecko) Ubuntu/12.10 Chromium/22.0.1229.94 Chrome/22.0.1229.94 Safari/537.4"
,Senior Software Engineer,Other,,3,3,1800,300,Киев,свыше 1000 человек,m,26,Два высших,выше среднего,18/12/2012 13:54:40,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Senior Software Engineer,PHP,,7,1.75,2300,350,Днепропетровск,до 50 человек,m,28,Кандидат,выше среднего,18/12/2012 13:54:50,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.101 Safari/537.11"
,Software Engineer,C#/.NET,,4.5,2,2000,200,Киев,до 10 человек,m,25,Высшее,средний,18/12/2012 13:55:09,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4"
,Software Engineer,PHP,,3,3,2100,600,Киев,до 200 человек,m,24,Высшее,средний,18/12/2012 13:55:45,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0
,Software Engineer,JavaScript,,3,1.25,2000,0,Львов,до 50 человек,m,24,Высшее,выше среднего,18/12/2012 13:55:48,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0
,Senior Software Engineer,PHP,,5,1.5,1800,900,Донецк,до 50 человек,m,23,Высшее,средний,18/12/2012 13:55:52,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Software Engineer,Ruby/Rails,,8,6,2100,400,Харьков,до 50 человек,m,30,Высшее,средний,18/12/2012 13:56:11,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Senior Software Engineer,PHP,,4.5,2,2113,400,Киев,до 50 человек,m,27,Высшее,средний,18/12/2012 13:56:26,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Senior Software Engineer,C#/.NET,,7.5,0.5,2375,700,Киев,свыше 1000 человек,m,26,Незаконченное высшее,средний,18/12/2012 13:57:45,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Senior Software Engineer,PHP,,5,3,2500,350,Киев,до 200 человек,m,25,Высшее,выше среднего,18/12/2012 13:57:46,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Системный администратор,,,10 и более лет,1.25,2800,300,Днепропетровск,до 200 человек,m,34,Два высших,продвинутый,18/12/2012 13:57:50,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Senior QA engineer,,Automation QA,2,2,2500,500,Киев,до 200 человек,m,32,Высшее,ниже среднего,18/12/2012 13:58:30,Mozilla/5.0 (Windows NT 5.1; rv:17.0) Gecko/20100101 Firefox/17.0
,Senior Software Engineer,C#/.NET,,5,0.5,2500,0,Харьков,до 50 человек,m,24,Высшее,средний,18/12/2012 13:58:32,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0
,Software Engineer,PHP,,5.5,0.5,3800,2000,Одесса,до 10 человек,m,25,Незаконченное высшее,средний,18/12/2012 13:58:55,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.101 Safari/537.11"
,Junior Software Engineer,C#/.NET,,меньше 3 месяцев,меньше 3 месяцев,800,800,Днепропетровск,до 50 человек,m,25,Высшее,ниже среднего,18/12/2012 13:58:55,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0
,Senior Software Engineer,JavaScript,,7,3.5,2400,1000,Киев,до 10 человек,m,24,Незаконченное высшее,выше среднего,18/12/2012 13:59:12,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Technical Lead,PHP,,10 и более лет,10 и более лет,2400,200,Львов,до 1000 человек,m,35,Высшее,выше среднего,18/12/2012 13:59:14,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,QA engineer,,General QA,3.5,1,1600,400,Киев,до 1000 человек,f,25,Высшее,выше среднего,18/12/2012 13:59:40,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,QA engineer,,Manual QA,2,0.5,1200,700,Киев,до 1000 человек,m,28,Высшее,выше среднего,18/12/2012 13:59:48,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0
,Team lead,,,6.5,1.5,3300,400,Львов,до 1000 человек,m,26,Высшее,выше среднего,18/12/2012 13:59:55,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.91 Safari/537.11"
,Системный администратор,,,3,меньше 3 месяцев,1500,0,Киев,до 50 человек,m,24,Высшее,средний,18/12/2012 14:00:05,Mozilla/5.0 (X11; Linux x86_64; rv:16.0) Gecko/20100101 Firefox/16.0
,Software Engineer,Java,,1.5,0.5,1300,600,Киев,до 10 человек,m,21,Высшее,ниже среднего,18/12/2012 14:01:13,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)
,Team lead,,,7,0.75,2500,0,Одесса,свыше 1000 человек,m,31,Высшее,ниже среднего,18/12/2012 14:01:32,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Senior Software Engineer,PHP,,6,0.25,2800,800,Донецк,свыше 1000 человек,m,27,Незаконченное высшее,средний,18/12/2012 14:01:39,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Technical Lead,Java,,5,3,2200,200,Днепропетровск,до 50 человек,m,25,Высшее,средний,18/12/2012 14:01:52,"Mozilla/5.0 (Windows NT 5.2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Project manager,,,4.5,2.5,1900,0,Киев,до 10 человек,m,27,Высшее,выше среднего,18/12/2012 14:01:53,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Senior Software Engineer,JavaScript,,2,0.5,1500,900,Киев,свыше 1000 человек,m,22,Незаконченное высшее,выше среднего,18/12/2012 14:02:01,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.95 Safari/537.11"
,Technical Lead,Java,,6,5,4200,200,Киев,до 200 человек,m,28,Высшее,выше среднего,18/12/2012 14:02:03,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:17.0) Gecko/17.0 Firefox/17.0 WebMoney Advisor
,Senior Software Engineer,C++,,3,2,1100,212,Харьков,до 200 человек,m,26,Высшее,ниже среднего,18/12/2012 14:02:31,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Software Engineer,Java,,5,0.5,1600,400,Львов,до 50 человек,m,26,Высшее,средний,18/12/2012 14:02:52,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.95 Safari/537.11"
,Junior Software Engineer,Ruby/Rails,,1.5,0.25,1000,400,Львов,свыше 1000 человек,m,19,Незаконченное высшее,ниже среднего,18/12/2012 14:02:53,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/25.0.1359.3 Safari/537.21"
,Junior Software Engineer,Java,,0.5,0.5,500,0,Львов,до 10 человек,m,31,Высшее,средний,18/12/2012 14:03:09,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Software Engineer,PHP,,1,0.5,1250,0,Киев,до 10 человек,m,24,Высшее,средний,18/12/2012 14:03:13,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.162 Safari/535.19"
,Senior Project Manager / Program Manager,,,8,1.5,2500,600,Харьков,до 1000 человек,m,31,Высшее,продвинутый,18/12/2012 14:04:28,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Senior Software Engineer,C++,,3.5,3.5,850,100,Житомир,до 50 человек,m,24,Высшее,средний,18/12/2012 14:04:43,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0
,Технический писатель,,,3,1.5,1200,200,Днепропетровск,до 1000 человек,f,24,Высшее,продвинутый,18/12/2012 14:04:58,Opera/9.80 (Windows NT 6.1; WOW64; Edition Campaign 09) Presto/2.12.388 Version/12.12
,Software Engineer,Java,,3,3,2000,200,Львов,свыше 1000 человек,m,25,Высшее,средний,18/12/2012 14:05:15,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Senior Software Engineer,PHP,,5,3,1500,300,Николаев,до 200 человек,m,27,Высшее,средний,18/12/2012 14:05:16,Mozilla/5.0 (X11; Linux x86_64; rv:12.0) Gecko/20100101 Firefox/12.0
,Team lead,,,7,2,2150,400,Львов,свыше 1000 человек,m,27,Незаконченное высшее,выше среднего,18/12/2012 14:05:20,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Junior Software Engineer,Objective-C,,1.5,1,1300,100,Одесса,до 10 человек,f,20,Незаконченное высшее,средний,18/12/2012 14:05:29,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.101 Safari/537.11"
,QA engineer,,Manual QA,1.5,1.5,896,300,Днепропетровск,до 50 человек,f,27,Высшее,средний,18/12/2012 14:06:11,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Дизайнер,,,4,1.5,1250,250,Харьков,до 200 человек,m,32,Высшее,средний,18/12/2012 14:06:25,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Дизайнер,,,3,1,1500,500,Киев,до 10 человек,m,23,Незаконченное высшее,выше среднего,18/12/2012 14:07:10,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Junior Software Engineer,Java,,3,0.75,740,0,Днепропетровск,до 50 человек,m,21,Незаконченное высшее,ниже среднего,18/12/2012 14:07:16,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
,Junior Software Engineer,PHP,,1.75,0.5,1234,250,Днепропетровск,свыше 1000 человек,m,26,Высшее,выше среднего,18/12/2012 14:08:03,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.4 (KHTML, like Gecko) Ubuntu/12.10 Chromium/22.0.1229.94 Chrome/22.0.1229.94 Safari/537.4"
,Senior Software Engineer,PHP,,4.5,2,1120,130,Киев,до 200 человек,m,23,Высшее,продвинутый,18/12/2012 14:08:19,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Junior Software Engineer,Java,,0.5,0.5,600,600,Харьков,до 200 человек,m,19,Незаконченное высшее,средний,18/12/2012 14:08:24,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.4 (KHTML, like Gecko) Ubuntu/12.10 Chromium/22.0.1229.94 Chrome/22.0.1229.94 Safari/537.4"
,Software Engineer,PHP,,4,2,800,100,Донецк,до 200 человек,m,27,Незаконченное высшее,элементарный,18/12/2012 14:08:30,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Software Engineer,PHP,,3.5,2.5,3000,1500,Киев,до 50 человек,m,27,Высшее,продвинутый,18/12/2012 14:08:43,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Senior QA engineer,,General QA,2,1.5,1200,600,Днепропетровск,до 50 человек,f,24,Высшее,выше среднего,18/12/2012 14:09:01,Mozilla/5.0 (Windows NT 5.1; rv:17.0) Gecko/20100101 (605E84B0-7AB8-E37A-BC16-5B630A5B920D) Firefox/17.0
,Software Engineer,PHP,,2,1.75,550,200,Винница,до 10 человек,m,22,Высшее,ниже среднего,18/12/2012 14:09:18,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Technical Lead,C#/.NET,,6,меньше 3 месяцев,3400,0,Киев,свыше 1000 человек,m,26,Незаконченное высшее,выше среднего,18/12/2012 14:09:29,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.8; rv:18.0) Gecko/20100101 Firefox/18.0
,Senior QA engineer,,Automation QA,9,2.5,2200,300,Киев,свыше 1000 человек,m,31,Высшее,средний,18/12/2012 14:09:32,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0
,Junior Software Engineer,JavaScript,,1,1,1200,1200,Одесса,до 50 человек,m,30,Среднее,элементарный,18/12/2012 14:09:40,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Software Engineer,C#/.NET,,1.75,0.75,1500,1000,Харьков,до 200 человек,m,22,Незаконченное высшее,средний,18/12/2012 14:10:14,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Project manager,,,10 и более лет,9,3200,400,Киев,до 200 человек,m,34,Высшее,средний,18/12/2012 14:10:14,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0
