"Должность","Язык.программирования","Специализация","Общий.опыт.работы","Опыт.работы.на.текущем.месте","Зарплата.в.месяц","Изменение.зарплаты","Город","Размер.компании","Тип.компании","Пол","Возраст","Образование","Еще.студент","Уровень.английского","Предметная.область","Дата.заполнения","User.Agent","exp","current_job_exp","loc","salary","Валюта","cls"
"991","Senior Software Engineer","PHP","","7","1.5",2000,1000,"Киев","до 50 человек","Другая","мужской",25,"Высшее","False","средний","Веб-разработка","19/05/2014 16:40:44","Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",7,1.5,"Киев",2000,NA,"DEV"
"992","QA engineer","","Manual QA","4","1",2000,200,"Киев","до 200 человек","Аутсорсинговая","мужской",24,"Высшее","False","средний","Desktop Applications,Финансы и банки","19/05/2014 16:41:04","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36",4,1,"Киев",2000,NA,"QA"
"993","Project manager","","","4.5","0.5",2800,1000,"Киев","до 1000 человек","Аутсорсинговая","мужской",26,"Высшее","False","выше среднего","Веб-разработка,Корпоративные системы","19/05/2014 16:41:25","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",4.5,0.5,"Киев",2800,NA,"PM"
"994","Junior QA engineer","","Manual QA","1","1",600,600,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",23,"Высшее","False","средний","Финансы и банки,Корпоративные системы","19/05/2014 16:41:53","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",1,1,"Киев",600,NA,"QA"
"995","DBA / Администратор баз данных","","","1.75","1.75",1000,0,"Киев","до 10 человек","Другая","мужской",23,"Высшее","False","средний","Финансы и банки,Корпоративные системы","19/05/2014 16:41:54","Mozilla/5.0 (Windows NT 5.1; rv:29.0) Gecko/20100101 Firefox/29.0",1.75,1.75,"Киев",1000,NA,"ADM"
"996","Software Engineer","PHP","","6","5",1750,100,"Харьков","до 200 человек","Аутсорсинговая","женский",28,"Высшее","False","продвинутый","Веб-разработка,eCommerce","19/05/2014 16:42:46","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:29.0) Gecko/20100101 Firefox/29.0",6,5,"Харьков",1750,NA,"DEV"
"997","Software Engineer","C","","3.5","1",1950,950,"Харьков","свыше 1000 человек","Другая","мужской",25,"Высшее","False","выше среднего","Системное программирование","19/05/2014 16:44:52","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",3.5,1,"Харьков",1950,NA,"DEV"
"998","Technical Lead","PHP","","6","1",3500,500,"Киев","до 200 человек","Аутстаффинговая","мужской",22,"Незаконченное высшее","True","выше среднего","Веб-разработка","19/05/2014 16:45:05","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36",6,1,"Киев",3500,NA,"SDEV"
"999","Project manager","","","10 и более лет","0.25",4750,500,"Киев","до 200 человек","Аутсорсинговая","мужской",38,"Высшее","False","продвинутый","Финансы и банки,Корпоративные системы","19/05/2014 16:45:14","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",10,0.25,"Киев",4750,NA,"PM"
"1000","Software Engineer","Java","","3","1",1800,600,"Киев","до 10 человек","Стартап","мужской",21,"Незаконченное высшее","True","выше среднего","Финансы и банки,eCommerce","19/05/2014 16:45:16","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",3,1,"Киев",1800,NA,"DEV"
"1001","Technical Lead","Objective-C","","3.5","0.25",4500,2100,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",30,"Высшее","False","выше среднего","iOS,Финансы и банки","19/05/2014 16:45:20","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14",3.5,0.25,"Киев",4500,NA,"SDEV"
"1002","Software Engineer","PHP","","7","0.5",1800,500,"Харьков","до 200 человек","Аутстаффинговая","мужской",29,"Высшее","False","средний","Веб-разработка","19/05/2014 16:45:44","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.77 Safari/537.36",7,0.5,"Харьков",1800,NA,"DEV"
"1003","QA engineer","","Manual QA","4","2",2000,300,"Киев","до 200 человек","Аутстаффинговая","женский",26,"Высшее","False","выше среднего","Веб-разработка,eCommerce","19/05/2014 16:46:17","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",4,2,"Киев",2000,NA,"QA"
"1004","Senior Software Engineer","PHP","","10 и более лет","1.75",3100,300,"Киев","до 50 человек","Аутсорсинговая","мужской",33,"Незаконченное высшее","False","выше среднего","Веб-разработка","19/05/2014 16:48:27","Mozilla/5.0 (X11; Linux x86_64; rv:24.0) Gecko/20140319 Firefox/24.0 Iceweasel/24.4.0",10,1.75,"Киев",3100,NA,"DEV"
"1005","Software Engineer","Flex/Flash/AIR","","7","6",1600,0,"Харьков","до 200 человек","Аутсорсинговая","мужской",31,"Незаконченное высшее","False","ниже среднего","Веб-разработка","19/05/2014 16:49:10","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",7,6,"Харьков",1600,NA,"DEV"
"1006","Бизнес-аналитик","","","0.5","0.5",700,0,"Киев","до 50 человек","Продуктовая","женский",24,"Высшее","False","выше среднего","Корпоративные системы","19/05/2014 16:50:34","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",0.5,0.5,"Киев",700,NA,""
"1007","Software Engineer","Delphi","","10 и более лет","3",1800,100,"Львов","до 200 человек","Аутсорсинговая","мужской",40,"Два высших","False","средний","Desktop Applications,Корпоративные системы","19/05/2014 16:51:01","Opera/9.80 (Windows NT 6.2; WOW64; YB/4.2.5) Presto/2.12.388 Version/12.16",10,3,"Львов",1800,NA,"DEV"
"1008","Junior QA engineer","","General QA","2","меньше 3 месяцев",950,500,"Киев","до 1000 человек","Аутсорсинговая","мужской",25,"Высшее","False","средний","Desktop Applications,Мультимедиа","19/05/2014 16:51:33","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36",2,0,"Киев",950,NA,"QA"
"1009","QA engineer","","Manual QA","3","1",1500,200,"Харьков","до 1000 человек","Аутсорсинговая","мужской",31,"Высшее","False","средний","Телекоммуникации","19/05/2014 16:52:18","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0",3,1,"Харьков",1500,NA,"QA"
"1010","Junior Software Engineer","C#/.NET","","меньше 3 месяцев","меньше 3 месяцев",666,0,"Киев","до 10 человек","Другая","мужской",28,"Техникум / Колледж","False","средний","Desktop Applications,Корпоративные системы","19/05/2014 16:52:39","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",0,0,"Киев",666,NA,"DEV"
"1011","Software Engineer","PHP","","3","1",1000,100,"Харьков","до 200 человек","Аутсорсинговая","мужской",22,"Высшее","False","средний","Веб-разработка","19/05/2014 16:53:03","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.45 Safari/537.36",3,1,"Харьков",1000,NA,"DEV"
"1012","Software Engineer","Python","Automation QA","2","2",1280,850,"Днепр.","свыше 1000 человек","Аутсорсинговая","мужской",28,"Два высших","False","средний","Системное программирование,Другое","19/05/2014 16:54:21","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",2,2,"Днепр.",1280,NA,"DEV"
"1013","QA engineer","","General QA","1","1",400,100,"Харьков","до 50 человек","Продуктовая","мужской",24,"Высшее","False","средний","eCommerce","19/05/2014 16:54:28","Mozilla/5.0 (Windows NT 6.1; rv:29.0) Gecko/20100101 Firefox/29.0",1,1,"Харьков",400,NA,"QA"
"1014","Дизайнер","","","10 и более лет","3",1000,0,"Киев","до 10 человек","Продуктовая","мужской",37,"Высшее","False","средний","Финансы и банки","19/05/2014 16:55:08","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0",10,3,"Киев",1000,NA,""
"1015","Software Engineer","C#/.NET","","2","2",1300,400,"Киев","свыше 1000 человек","Аутстаффинговая","мужской",21,"Высшее","False","продвинутый","Финансы и банки,Корпоративные системы","19/05/2014 16:56:31","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",2,2,"Киев",1300,NA,"DEV"
"1016","Junior Software Engineer","Objective-C","","1.25","1.25",1500,600,"Киев","до 10 человек","Аутсорсинговая","мужской",27,"Высшее","False","средний","Android,iOS","19/05/2014 16:57:56","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14",1.25,1.25,"Киев",1500,NA,"DEV"
"1017","Software Engineer","C#/.NET","","10 и более лет","меньше 3 месяцев",2500,200,"Днепр.","до 200 человек","Аутстаффинговая","мужской",35,"Высшее","False","средний","Веб-разработка,Корпоративные системы","19/05/2014 16:58:14","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",10,0,"Днепр.",2500,NA,"DEV"
"1018","Software Engineer","Java","","8","1.25",3200,0,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",34,"Два высших","False","средний","Финансы и банки","19/05/2014 16:58:23","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36",8,1.25,"Киев",3200,NA,"DEV"
"1019","Software Engineer","Flex/Flash/AIR","","3","1.25",1000,300,"Луганск","до 50 человек","Аутстаффинговая","мужской",23,"Незаконченное высшее","False","ниже среднего","Gamedev","19/05/2014 16:59:11","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",3,1.25,"other",1000,NA,"DEV"
"1020","Senior Software Engineer","C++","","8","0.5",3000,250,"Киев","свыше 1000 человек","Аутстаффинговая","мужской",31,"Высшее","False","выше среднего","Корпоративные системы","19/05/2014 16:59:46","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",8,0.5,"Киев",3000,NA,"DEV"
"1021","Software Engineer","C#/.NET","","3","1",2300,0,"Киев","до 50 человек","Аутсорсинговая","мужской",32,"Высшее","False","выше среднего","Веб-разработка","19/05/2014 17:00:11","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.132 Safari/537.36 OPR/21.0.1432.67",3,1,"Киев",2300,NA,"DEV"
"1022","Software Engineer","Java","","5.5","1",1300,200,"Донецк","до 200 человек","Аутстаффинговая","мужской",28,"Высшее","False","ниже среднего","Веб-разработка,Корпоративные системы","19/05/2014 17:01:10","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:28.0) Gecko/20100101 Firefox/28.0",5.5,1,"other",1300,NA,"DEV"
"1023","Team lead","","","5.5","3",2800,400,"Киев","до 50 человек","Продуктовая","мужской",24,"Высшее","False","ниже среднего","Desktop Applications,Веб-разработка","19/05/2014 17:01:12","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.76 Safari/537.36",5.5,3,"Киев",2800,NA,"PM"
"1024","Системный администратор","","","6","1.5",500,500,"Одесса","до 10 человек","Другая","мужской",27,"Высшее","False","ниже среднего","Системное программирование,Телекоммуникации","19/05/2014 17:02:54","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0",6,1.5,"Одесса",500,NA,"ADM"
"1025","Senior QA engineer","","Manual QA","5","1",2500,300,"Киев","до 50 человек","Аутсорсинговая","женский",28,"Высшее","False","выше среднего","","19/05/2014 17:02:56","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",5,1,"Киев",2500,NA,"QA"
"1026","Software Engineer","JavaScript","","6","1",1600,0,"Харьков","до 200 человек","Аутсорсинговая","мужской",35,"Высшее","False","ниже среднего","Веб-разработка","19/05/2014 17:05:06","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",6,1,"Харьков",1600,NA,"DEV"
"1027","QA engineer","","Manual QA","1.5","меньше 3 месяцев",1600,800,"Одесса","до 200 человек","Аутсорсинговая","мужской",21,"Незаконченное высшее","False","средний","","19/05/2014 17:05:35","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",1.5,0,"Одесса",1600,NA,"QA"
"1028","Senior Software Engineer","Java","","3.5","1.5",3940,0,"Киев","до 200 человек","Аутстаффинговая","мужской",25,"Высшее","False","средний","Корпоративные системы","19/05/2014 17:05:52","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.132 Safari/537.36",3.5,1.5,"Киев",3940,NA,"DEV"
