Должность,Язык программирования,Специализация,Общий опыт работы,Опыт работы на текущем месте,Зарплата в месяц,Изменение зарплаты,Город,Размер компании,Тип компании,Пол,Возраст,Образование,Еще студент,Уровень английского,Предметная область,Дата заполнения,User-Agent
Senior QA engineer,,General QA,6,5,2300,200,Харьков,до 1000 человек,Аутсорсинговая,m,28,Высшее,False,средний,"Веб-разработка,Другое",19/05/2014 13:04:09,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Senior Software Engineer,Java,,10 и более лет,5,2400,600,Донецк,до 1000 человек,Аутсорсинговая,m,33,Два высших,False,выше среднего,Веб-разработка,19/05/2014 13:04:40,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:28.0) Gecko/20100101 Firefox/28.0
Системный администратор,,,10 и более лет,3,500,50,Киев,до 10 человек,Другая,m,32,Высшее,False,средний,"Корпоративные системы,Другое",19/05/2014 13:04:55,Mozilla/5.0 (Windows NT 6.1; rv:9.0.1) Gecko/20100101 Firefox/9.0.1
Project manager,,,1.5,2,2500,0,Другой,до 10 человек,Продуктовая,m,32,Среднее,False,продвинутый,"Веб-разработка,eCommerce",19/05/2014 13:04:59,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0
Software Engineer,C#/.NET,,2,0.5,1300,0,Ужгород,до 50 человек,Продуктовая,m,33,Высшее,False,ниже среднего,"Веб-разработка,Корпоративные системы",19/05/2014 13:04:59,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36"
HR,,,0.5,0.5,350,0,Харьков,до 10 человек,Аутсорсинговая,f,23,Высшее,False,ниже среднего,Другое,19/05/2014 13:05:13,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Software Engineer,PHP,,2.5,2.5,840,160,Харьков,свыше 1000 человек,Аутсорсинговая,m,23,Высшее,False,средний,Веб-разработка,19/05/2014 13:05:25,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
Software Engineer,Ruby/Rails,,3,1,1350,300,Запорожье,до 50 человек,Продуктовая,m,26,Высшее,False,средний,Веб-разработка,19/05/2014 13:05:31,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/34.0.1847.116 Chrome/34.0.1847.116 Safari/537.36"
Software Engineer,Objective-C,,1.5,меньше 3 месяцев,2500,700,Киев,свыше 1000 человек,Аутстаффинговая,m,30,Техникум / Колледж,False,средний,iOS,19/05/2014 13:05:31,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Software Engineer,Java,,6,1,3200,0,Киев,свыше 1000 человек,Аутсорсинговая,m,28,Высшее,False,выше среднего,eCommerce,19/05/2014 13:05:49,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:22.0) Gecko/20100101 Firefox/22.0
Junior Software Engineer,Java,,0.5,0.5,1150,1250,Харьков,до 200 человек,Аутсорсинговая,m,27,Высшее,False,ниже среднего,Корпоративные системы,19/05/2014 13:05:54,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Junior Software Engineer,Ruby/Rails,,1.25,1.25,1000,900,Киев,до 10 человек,Аутсорсинговая,m,22,Незаконченное высшее,False,ниже среднего,"Веб-разработка,eCommerce",19/05/2014 13:06:23,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:27.0) Gecko/20100101 Firefox/27.0
Junior Software Engineer,Java,,1,1,1400,100,Харьков,свыше 1000 человек,Аутстаффинговая,m,34,Высшее,False,средний,"Веб-разработка,Другое",19/05/2014 13:06:33,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Director of Engineering / Program Director,,,10 и более лет,10 и более лет,6500,0,Львов,свыше 1000 человек,Аутсорсинговая,m,32,Высшее,False,выше среднего,Другое,19/05/2014 13:06:42,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Junior Software Engineer,Java,,1,1,1170,370,Киев,свыше 1000 человек,Продуктовая,m,23,Высшее,False,средний,"Android,Телекоммуникации",19/05/2014 13:06:54,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0
QA engineer,,General QA,2,2,1300,0,Одесса,до 200 человек,Аутсорсинговая,m,30,Высшее,False,выше среднего,"Desktop Applications,Веб-разработка",19/05/2014 13:07:04,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0
QA engineer,,Manual QA,2.5,1.75,650,20,Львов,до 50 человек,Аутсорсинговая,m,25,Высшее,False,средний,Веб-разработка,19/05/2014 13:07:07,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0
Team lead,,,8,3.5,2700,0,Львов,до 200 человек,Аутсорсинговая,m,30,Высшее,False,выше среднего,Веб-разработка,19/05/2014 13:07:33,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Senior Software Engineer,PHP,,7,1.25,2500,300,Днепропетровск,свыше 1000 человек,Аутсорсинговая,m,25,Высшее,False,средний,"Веб-разработка,Корпоративные системы",19/05/2014 13:07:46,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
QA engineer,,Automation QA,2,1,2200,400,Киев,до 1000 человек,Аутстаффинговая,m,23,Кандидат,False,средний,,19/05/2014 13:08:08,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Technical Lead,JavaScript,,9,2.5,2750,500,Харьков,до 50 человек,Продуктовая,m,27,Высшее,False,средний,Веб-разработка,19/05/2014 13:08:19,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36"
QA engineer,,General QA,1.5,1,800,200,Харьков,до 50 человек,Аутсорсинговая,f,29,Высшее,False,выше среднего,Корпоративные системы,19/05/2014 13:08:34,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Project manager,,,2,2,2500,200,Львов,свыше 1000 человек,Аутсорсинговая,m,38,Два высших,False,средний,Другое,19/05/2014 13:08:44,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Software Engineer,PHP,,4,1,800,200,Николаев,до 10 человек,Другая,m,26,Среднее,False,средний,Веб-разработка,19/05/2014 13:09:26,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/34.0.1847.116 Chrome/34.0.1847.116 Safari/537.36"
Software Engineer,Java,,3,4,2600,100,Киев,свыше 1000 человек,Аутсорсинговая,m,32,Высшее,False,выше среднего,Финансы и банки,19/05/2014 13:09:31,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Support,,,меньше 3 месяцев,меньше 3 месяцев,350,0,Киев,до 10 человек,Другая,f,24,Незаконченное высшее,True,элементарный,Корпоративные системы,19/05/2014 13:09:39,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36"
Junior Software Engineer,PHP,,2,0.75,420,200,Харьков,до 10 человек,Стартап,m,19,Незаконченное высшее,True,ниже среднего,Веб-разработка,19/05/2014 13:10:00,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Junior QA engineer,,General QA,0.75,0.5,600,200,Донецк,до 50 человек,Аутсорсинговая,m,22,Высшее,False,средний,"Веб-разработка,Embedded",19/05/2014 13:10:08,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Системный администратор,,,2,2,975,180,Киев,до 200 человек,Аутсорсинговая,m,26,Среднее,False,выше среднего,"Корпоративные системы,Другое",19/05/2014 13:10:12,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Junior QA engineer,,General QA,2,2,1400,100,Киев,до 1000 человек,Продуктовая,f,25,Высшее,False,выше среднего,Веб-разработка,19/05/2014 13:10:25,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0
Senior QA engineer,,Manual QA,3.5,3,2300,300,Киев,до 200 человек,Продуктовая,f,24,Высшее,False,выше среднего,"Веб-разработка,eCommerce",19/05/2014 13:11:04,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36"
Support,,,0.5,0.5,400,0,Киев,до 200 человек,Стартап,m,23,Высшее,False,средний,Веб-разработка,19/05/2014 13:11:06,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:23.0) Gecko/20100101 Firefox/23.0
Software Engineer,Java,,3,1.5,2500,150,Одесса,до 1000 человек,Аутсорсинговая,m,29,Высшее,False,выше среднего,Веб-разработка,19/05/2014 13:12:22,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Senior Software Engineer,C#/.NET,,10 и более лет,0.75,3078,-1000,Винница,до 10 человек,Аутстаффинговая,m,33,Высшее,False,выше среднего,Веб-разработка,19/05/2014 13:12:31,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Junior Software Engineer,Python,,3,меньше 3 месяцев,1000,0,Харьков,свыше 1000 человек,Продуктовая,m,26,Незаконченное высшее,False,ниже среднего,Веб-разработка,19/05/2014 13:12:51,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Software Engineer,C#/.NET,,3,0.25,1400,200,Харьков,свыше 1000 человек,Аутсорсинговая,m,28,Два высших,False,ниже среднего,Веб-разработка,19/05/2014 13:12:55,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36"
Senior Project Manager / Program Manager,,,9,2.5,4100,100,Донецк,до 1000 человек,Другая,m,31,Два высших,False,продвинутый,"Веб-разработка,Корпоративные системы",19/05/2014 13:13:08,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36"
QA Tech Lead,,Automation QA,6,меньше 3 месяцев,3560,360,Киев,свыше 1000 человек,Аутсорсинговая,m,27,Высшее,False,выше среднего,Веб-разработка,19/05/2014 13:13:18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.74.9 (KHTML, like Gecko) Version/7.0.2 Safari/537.74.9"
Системный администратор,,,1.5,1.5,300,5,Хмельницкий,до 10 человек,Продуктовая,m,27,Высшее,False,средний,Телекоммуникации,19/05/2014 13:13:27,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0
Software Engineer,C#/.NET,,3,2,1520,200,Днепропетровск,свыше 1000 человек,Аутстаффинговая,m,23,Высшее,False,средний,Веб-разработка,19/05/2014 13:13:51,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Project manager,,,5.5,4.5,2400,1800,Харьков,до 1000 человек,Аутсорсинговая,f,28,Два высших,False,выше среднего,"Android,Веб-разработка",19/05/2014 13:13:56,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0
Senior QA engineer,,General QA,6,0.25,2200,0,Киев,свыше 1000 человек,Аутсорсинговая,m,29,Высшее,False,средний,"Финансы и банки,Корпоративные системы",19/05/2014 13:14:22,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Software Engineer,JavaScript,,7,0.25,2600,1600,Одесса,до 200 человек,Продуктовая,m,27,Высшее,False,элементарный,"Веб-разработка,Корпоративные системы",19/05/2014 13:14:24,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36"
Junior QA engineer,,Automation QA,1.5,0.5,800,100,Киев,до 1000 человек,Аутсорсинговая,m,22,Незаконченное высшее,True,выше среднего,Веб-разработка,19/05/2014 13:14:47,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Project manager,,,5,3,2000,200,Харьков,до 10 человек,Продуктовая,m,24,Высшее,False,средний,"Веб-разработка,Другое",19/05/2014 13:14:56,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Software Engineer,PHP,,6,0.75,1600,500,Запорожье,до 50 человек,Аутстаффинговая,m,24,Высшее,False,выше среднего,Веб-разработка,19/05/2014 13:14:59,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:26.0) Gecko/20100101 Firefox/26.0
Team lead,,,8,2,3000,300,Киев,свыше 1000 человек,Аутсорсинговая,f,33,Два высших,False,выше среднего,Финансы и банки,19/05/2014 13:15:00,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Junior Software Engineer,JavaScript,,3.5,1.5,1000,100,Харьков,до 200 человек,Аутсорсинговая,f,28,Высшее,False,выше среднего,Веб-разработка,19/05/2014 13:16:15,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:28.0) Gecko/20100101 Firefox/28.0
Software Engineer,C#/.NET,,2.5,2.5,1420,800,Ивано-Франковск,свыше 1000 человек,Аутсорсинговая,m,23,Высшее,False,средний,"Desktop Applications,Корпоративные системы",19/05/2014 13:16:34,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Junior Software Engineer,Java,,1,0.25,1200,600,Киев,до 200 человек,Продуктовая,m,23,Высшее,False,выше среднего,Веб-разработка,19/05/2014 13:16:41,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Technical Lead,SQL,,10 и более лет,2.5,3400,320,Киев,до 50 человек,Аутсорсинговая,m,35,Высшее,False,продвинутый,Веб-разработка,19/05/2014 13:16:51,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17"
Software Engineer,JavaScript,,4,1.5,1250,250,Киев,до 50 человек,Продуктовая,m,25,Высшее,False,средний,Веб-разработка,19/05/2014 13:16:55,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36"
