"N","Должность","Язык.программирования","Специализация","Общий.опыт.работы","Опыт.работы.на.текущем.месте","Зарплата.в.месяц","Изменение.зарплаты.за.12.месяцев","Город","Размер.компании","Тип.компании","Пол","Возраст","Образование","Университет","Еще.студент","Уровень.английского","Предметная.область","Дата.заполнения","User.Agent","exp","current_job_exp","salary","Валюта","cls"
"1750","Senior Software Engineer","Java","","5","0.5",2800,400,"Киев","до 1000 человек","Продуктовая","мужской",27,"Высшее","НТУУ «КПИ»","False","средний","Android","12/06/2017 23:05:26","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:53.0) Gecko/20100101 Firefox/53.0",5,0.5,2800,NA,"DEV"
"1751","ERP / CRM","","","10 и более лет","2",1100,300,"Одесса","до 10 человек","Другая","мужской",38,"Два высших","ХНУ [г. Хмельницкий]","False","ниже среднего","Корпоративные системы","12/06/2017 23:05:29","Mozilla/5.0 (Linux; Android 6.0; LG-H734 Build/MRA58K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",10,2,1100,NA,""
"1752","Software Engineer","C#/.NET","","2","меньше 3 месяцев",1777,500,"Харьков","свыше 1000 человек","Аутсорсинговая","мужской",27,"Незаконченное высшее","ХАИ","False","ниже среднего","Веб-разработка","12/06/2017 23:05:36","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:53.0) Gecko/20100101 Firefox/53.0",2,0,1777,NA,"DEV"
"1753","Software Engineer","JavaScript","","2","0.25",1000,500,"Киев","до 50 человек","Аутстаффинговая","мужской",25,"Высшее","НТУУ «КПИ»","False","выше среднего","Веб-разработка","12/06/2017 23:05:45","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",2,0.25,1000,NA,"DEV"
"1754","Designer","","","10 и более лет","4",3200,0,"Киев","до 200 человек","Аутсорсинговая","мужской",30,"Высшее","КНУСА","False","ниже среднего","Android,iOS","12/06/2017 23:06:01","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4",10,4,3200,NA,""
"1755","Software Engineer","C++","","4","1",2000,0,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",31,"Высшее","НТУУ «КПИ»","False","средний","Desktop Applications,Мультимедиа","12/06/2017 23:06:14","Mozilla/5.0 (Windows NT 6.3; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0",4,1,2000,NA,"DEV"
"1756","Project manager","","","6","2",5500,1000,"Киев","до 200 человек","Продуктовая","мужской",31,"Высшее","НАУ","False","продвинутый","eCommerce,Корпоративные системы","12/06/2017 23:06:57","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",6,2,5500,NA,"PM"
"1757","Senior Software Engineer","Java","","10 и более лет","1",4000,1700,"Киев","до 200 человек","Продуктовая","мужской",30,"Высшее","Другой вуз","False","средний","Другое","12/06/2017 23:06:59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4",10,1,4000,NA,"DEV"
"1758","Junior QA engineer","","Manual QA","1","1",700,500,"Одесса","до 200 человек","Аутсорсинговая","женский",28,"Высшее","Другой вуз","False","средний","Веб-разработка","12/06/2017 23:07:37","Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1",1,1,700,NA,"QA"
"1759","Team lead","","","4","4",1500,0,"Другой","до 200 человек","Продуктовая","мужской",25,"Высшее","Другой вуз","False","ниже среднего","Веб-разработка","12/06/2017 23:07:55","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",4,4,1500,NA,"PM"
"1760","Technical Lead","Java","","10 и более лет","1.5",3700,100,"Харьков","свыше 1000 человек","Аутсорсинговая","мужской",32,"Высшее","ХНУРЭ","False","выше среднего","Корпоративные системы","12/06/2017 23:08:10","Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Mobile/14F89 [FBAN/FBIOS;FBAV/96.0.0.45.70;FBBV/60548545;FBDV/iPhone9,3;FBMD/iPhone;FBSN/iOS;FBSV/10.3.2;FBSS/2;FBCR/Carrier;FBID/phone;FBLC/en_US;FBOP/5;FBRV/0]",10,1.5,3700,NA,"SDEV"
"1761","Project manager","","","3","1",1700,0,"Тернополь","до 50 человек","Другая","мужской",33,"Высшее","ДонНУ","False","продвинутый","Корпоративные системы","12/06/2017 23:08:24","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3,1,1700,NA,"PM"
"1762","QA engineer","","General QA","2","2",1500,500,"Киев","до 1000 человек","Аутсорсинговая","мужской",28,"Высшее","НАУ","False","выше среднего","iOS","12/06/2017 23:08:42","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4",2,2,1500,NA,"QA"
"1763","Software Engineer","JavaScript","","3","1",1500,700,"Киев","до 10 человек","Аутстаффинговая","мужской",22,"Высшее","НТУУ «КПИ»","True","средний","Веб-разработка","12/06/2017 23:08:55","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 OPR/45.0.2552.888",3,1,1500,NA,"DEV"
"1764","HTML coder","","","2","2",525,400,"Херсон","до 200 человек","Другая","мужской",25,"Высшее","Другой вуз","False","ниже среднего","Веб-разработка","12/06/2017 23:09:06","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2,2,525,NA,""
"1765","Sysadmin","","","4","2",400,100,"Житомир","до 50 человек","Другая","мужской",28,"Высшее","ХНУ [г. Хмельницкий]","False","ниже среднего","Веб-разработка","12/06/2017 23:09:23","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0",4,2,400,NA,""
"1766","Software Engineer","Ruby/Rails","","3","меньше 3 месяцев",2500,900,"Киев","до 10 человек","Продуктовая","мужской",25,"Высшее","Другой вуз","False","ниже среднего","Веб-разработка,Финансы и банки","12/06/2017 23:14:36","Mozilla/5.0 (Linux; Android 5.1; MX5 Build/LMY47I) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",3,0,2500,NA,"DEV"
"1767","Senior Software Engineer","C#/.NET","","10 и более лет","1.5",4000,0,"Киев","до 50 человек","Продуктовая","мужской",34,"Высшее","НТУУ «КПИ»","False","средний","Веб-разработка","12/06/2017 23:17:00","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",10,1.5,4000,NA,"DEV"
"1768","Designer","","","2","0.5",1500,0,"Киев","до 50 человек","Продуктовая","мужской",32,"Незаконченное высшее","НТУУ «КПИ»","False","средний","Android,Веб-разработка","12/06/2017 23:18:06","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",2,0.5,1500,NA,""
"1769","QA engineer","","Manual QA","2","1.5",1250,150,"Киев","до 1000 человек","Аутсорсинговая","мужской",31,"Высшее","Другой вуз","False","средний","Веб-разработка,eCommerce","12/06/2017 23:18:14","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2,1.5,1250,NA,"QA"
"1770","Software Engineer","Erlang","","2","0.5",2000,1000,"Днепр","до 10 человек","Продуктовая","мужской",35,"Высшее","ДонНТУ","False","средний","Системное программирование,Корпоративные системы","12/06/2017 23:18:57","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.81 Safari/537.36",2,0.5,2000,NA,"DEV"
"1771","Software Engineer","C#/.NET","","4","2",2000,200,"Днепр","свыше 1000 человек","Аутсорсинговая","мужской",26,"Высшее","ДНУ им. Гончара","False","средний","Веб-разработка","12/06/2017 23:19:16","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",4,2,2000,NA,"DEV"
"1772","Software Engineer","PHP","","2","1.5",1100,300,"Львов","до 50 человек","Аутсорсинговая","мужской",29,"Высшее","ЛНУ им. Франко","False","средний","Веб-разработка","12/06/2017 23:19:30","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2,1.5,1100,NA,"DEV"
"1773","QA engineer","","Manual QA","2","1",500,100,"Тернополь","до 200 человек","Аутсорсинговая","мужской",31,"Высшее","Другой вуз","False","средний","Веб-разработка,Корпоративные системы","12/06/2017 23:19:52","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2,1,500,NA,"QA"
"1774","Software Engineer","PHP","","3","1.5",1500,400,"Харьков","до 50 человек","Аутсорсинговая","мужской",30,"Высшее","НТУ «ХПИ»","False","ниже среднего","Веб-разработка","12/06/2017 23:23:42","Mozilla/5.0 (Linux; Android 5.0; Lenovo TAB 2 A8-50F Build/LRX21M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Safari/537.36",3,1.5,1500,NA,"DEV"
"1775","QA engineer","","Manual QA","3","0.5",1100,400,"Киев","до 200 человек","Продуктовая","мужской",30,"Высшее","Другой вуз","False","средний","Веб-разработка","12/06/2017 23:24:14","Mozilla/5.0 (Linux; Android 5.0.2; ASUS_Z00UD Build/LRX22G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",3,0.5,1100,NA,"QA"
"1776","Software Engineer","JavaScript","","4","0.25",2500,1000,"Львов","свыше 1000 человек","Аутсорсинговая","мужской",31,"Кандидат","Другой вуз","False","средний","Веб-разработка,Финансы и банки","12/06/2017 23:25:03","Mozilla/5.0 (X11; Linux x86_64; rv:50.0) Gecko/20100101 Firefox/50.0",4,0.25,2500,NA,"DEV"
"1777","Junior Software Engineer","Java","","1","1",1000,1000,"Харьков","свыше 1000 человек","Аутсорсинговая","мужской",24,"Высшее","Другой вуз","False","выше среднего","Другое","12/06/2017 23:25:20","Mozilla/5.0 (Linux; Android 7.0; SM-G955F Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",1,1,1000,NA,"DEV"
"1778","Software Engineer","PHP","","4","4",500,100,"Полтава","до 50 человек","Аутсорсинговая","мужской",24,"Высшее","Другой вуз","False","средний","Веб-разработка,eCommerce","12/06/2017 23:25:41","Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",4,4,500,NA,"DEV"
"1779","Software Engineer","Swift","","0.5","меньше 3 месяцев",2000,400,"Киев","до 200 человек","Продуктовая","мужской",23,"Незаконченное высшее","КНУ им. Шевченко","True","выше среднего","iOS","12/06/2017 23:26:10","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",0.5,0,2000,NA,"DEV"
"1780","Project manager","","","1","2",1000,200,"Киев","до 50 человек","Аутстаффинговая","мужской",26,"Высшее","КНУ им. Шевченко","False","выше среднего","Веб-разработка","12/06/2017 23:26:29","Mozilla/5.0 (Linux; Android 7.0; E5823 Build/32.3.A.2.33; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/58.0.3029.83 Mobile Safari/537.36",1,2,1000,NA,"PM"
"1781","Junior Software Engineer","JavaScript","","1","0.5",650,300,"Львов","до 200 человек","Аутстаффинговая","мужской",25,"Незаконченное высшее","Другой вуз","False","средний","Веб-разработка","12/06/2017 23:26:47","Mozilla/5.0 (Linux; Android 5.1; m3 note Build/LMY47I; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/44.0.2403.140 Mobile Safari/537.36",1,0.5,650,NA,"DEV"
"1782","Data Scientist / Data Analyst","","","0.5","0.5",850,600,"Киев","до 200 человек","Продуктовая","мужской",27,"Высшее","Другой вуз","False","выше среднего","eCommerce","12/06/2017 23:27:06","Mozilla/5.0 (Linux; Android 5.1.1; SM-G361H Build/LMY48B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",0.5,0.5,850,NA,""
"1783","Software Engineer","Java","","8","1",2100,400,"Киев","до 200 человек","Аутсорсинговая","мужской",33,"Высшее","НТУУ «КПИ»","False","средний","Корпоративные системы","12/06/2017 23:27:07","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",8,1,2100,NA,"DEV"
"1784","QA engineer","","Manual QA","2","0.5",1200,400,"Харьков","до 50 человек","Аутсорсинговая","мужской",23,"Высшее","ХНУРЭ","False","средний","Android,iOS","12/06/2017 23:28:51","Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Mobile/14F89 [FBAN/FBIOS;FBAV/96.0.0.45.70;FBBV/60548545;FBDV/iPhone7,2;FBMD/iPhone;FBSN/iOS;FBSV/10.3.2;FBSS/2;FBCR/Carrier;FBID/phone;FBLC/en_US;FBOP/5;FBRV/0]",2,0.5,1200,NA,"QA"
"1785","Senior Software Engineer","C#/.NET","","7","1",3450,0,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",30,"Высшее","НТУУ «КПИ»","False","средний","Веб-разработка,eCommerce","12/06/2017 23:29:00","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",7,1,3450,NA,"DEV"
"1786","Senior Software Engineer","JavaScript","","10 и более лет","4",2800,200,"Винница","до 1000 человек","Аутстаффинговая","мужской",30,"Высшее","ДонНУ","False","выше среднего","Веб-разработка","12/06/2017 23:29:03","Mozilla/5.0 (Linux; U; Android 4.4.4; ru-ru; MI 4LTE Build/KTU84P) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/46.0.2490.85 Mobile Safari/537.36 XiaoMi/MiuiBrowser/8.1.6",10,4,2800,NA,"DEV"
"1787","Junior Software Engineer","Java","","1.5","0.5",460,0,"Харьков","до 1000 человек","Аутсорсинговая","мужской",44,"Высшее","ХАИ","False","ниже среднего","Gamedev,Корпоративные системы","12/06/2017 23:29:18","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.94 Safari/537.36 OPR/37.0.2192.105088",1.5,0.5,460,NA,"DEV"
