,Должность,Язык программирования,Специализация,Общий опыт работы,Опыт работы на текущем месте,Зарплата в месяц,Изменение зарплаты за 12 месяцев,Город,Размер компании,Тип компании,Пол,Возраст,Образование,Университет,Еще студент,Уровень английского,Предметная область,Дата заполнения,User-Agent
,Junior Software Engineer,PHP,,1.5,1,500,150,Киев,до 200 человек,Аутсорсинговая,m,24,Высшее,НАУ,False,ниже среднего,"Веб-разработка,Корпоративные системы",20/12/2016 12:19:13,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36"
,QA engineer,,Manual QA,3,2,450,90,Львов,до 50 человек,Продуктовая,f,24,Высшее,ОНПУ,False,ниже среднего,"Веб-разработка,Другое",20/12/2016 12:19:15,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,HR,,,0.5,0.5,150,0,Харьков,до 50 человек,Аутстаффинговая,f,20,Высшее,НТУ «ХПИ»,True,выше среднего,"Android,iOS",20/12/2016 12:19:16,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Junior Software Engineer,C#/.NET,,1.5,1.5,1200,300,Днепр,до 1000 человек,Продуктовая,m,25,Высшее,Другой вуз,False,выше среднего,Desktop Applications,20/12/2016 12:19:17,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Junior QA engineer,,Manual QA,2,1,550,0,Харьков,до 200 человек,Аутсорсинговая,m,30,Высшее,Другой вуз,False,средний,"Веб-разработка,Gamedev",20/12/2016 12:19:21,"Mozilla/5.0 (Linux; Android 5.1.1; Nexus 10 Build/LMY49J) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.124 Safari/537.36"
,Junior QA engineer,,Manual QA,0.25,0.25,300,400,Киев,до 50 человек,Продуктовая,m,28,Высшее,Другой вуз,False,средний,Веб-разработка,20/12/2016 12:19:22,"Mozilla/5.0 (Linux; Android 4.4.2; Lenovo S660 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.85 Mobile Safari/537.36"
,Marketing,,,6,1,1000,200,Львов,до 50 человек,Аутсорсинговая,f,28,Высшее,ЛНУ им. Франко,False,продвинутый,Другое,20/12/2016 12:19:22,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36"
,Support,,,2,0.5,270,100,Киев,до 50 человек,Другая,m,25,Высшее,НУПТ,False,элементарный,"Корпоративные системы,Другое",20/12/2016 12:19:24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Designer,,,1.5,1.5,800,300,Киев,до 50 человек,Продуктовая,f,28,Высшее,Другой вуз,False,выше среднего,Desktop Applications,20/12/2016 12:19:25,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_2) AppleWebKit/602.3.12 (KHTML, like Gecko) Version/10.0.2 Safari/602.3.12"
,Software Engineer,JavaScript,,2,0.25,2550,1350,Одесса,до 1000 человек,Аутсорсинговая,m,25,Высшее,Другой вуз,False,выше среднего,Веб-разработка,20/12/2016 12:19:30,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36"
,Junior Software Engineer,JavaScript,,1,0.5,550,0,Харьков,свыше 1000 человек,Аутсорсинговая,f,24,Высшее,ХНЭУ,False,средний,Веб-разработка,20/12/2016 12:19:30,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36"
,Senior Project Manager / Program Manager,,,10 и более лет,2,4000,1000,Киев,до 200 человек,Продуктовая,m,34,Незаконченное высшее,КНЭУ,False,выше среднего,"Desktop Applications,Gamedev",20/12/2016 12:19:31,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Software Engineer,PHP,,4,1,700,400,Львов,до 10 человек,Другая,m,21,Незаконченное высшее,ЛНУ им. Франко,True,средний,"Финансы и банки,eCommerce",20/12/2016 12:19:32,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0
,Software Engineer,JavaScript,,3,1,2000,1000,Киев,свыше 1000 человек,Аутсорсинговая,m,25,Высшее,Другой вуз,False,выше среднего,Веб-разработка,20/12/2016 12:19:37,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36"
,Senior QA engineer,,Automation QA,4,1,2700,500,Киев,свыше 1000 человек,Аутсорсинговая,f,25,Высшее,НаУКМА,False,продвинутый,"Веб-разработка,Финансы и банки",20/12/2016 12:19:37,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:48.0) Gecko/20100101 Firefox/48.0
,Software Engineer,Java,,1.5,1.5,1200,1200,Удаленно,до 50 человек,Аутсорсинговая,m,23,Высшее,Другой вуз,False,средний,Android,20/12/2016 12:19:40,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5 Build/M4B30X) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36"
,Team lead,,,7,0.5,3850,1850,Киев,до 10 человек,Стартап,m,28,Высшее,Другой вуз,False,ниже среднего,Веб-разработка,20/12/2016 12:19:45,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5 Build/M4B30X) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36"
,Senior Software Engineer,Java,,9,2,4300,500,Киев,до 50 человек,Продуктовая,m,32,Высшее,НТУУ «КПИ»,False,выше среднего,Веб-разработка,20/12/2016 12:19:46,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:50.0) Gecko/20100101 Firefox/50.0
,Project manager,,,1.5,меньше 3 месяцев,650,300,Львов,до 200 человек,Аутсорсинговая,m,24,Высшее,ЛНУ им. Франко,False,выше среднего,"Android,Веб-разработка",20/12/2016 12:19:46,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_1_1 like Mac OS X) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0 Mobile/14B100 Safari/602.1"
,Senior Software Engineer,C#/.NET,,10 и более лет,меньше 3 месяцев,3300,300,Львов,до 1000 человек,Аутсорсинговая,m,30,Высшее,ВНТУ,False,продвинутый,"Desktop Applications,Веб-разработка",20/12/2016 12:19:46,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0
,Support,,,1,1,400,200,Киев,до 50 человек,Продуктовая,m,23,Высшее,Другой вуз,False,средний,Desktop Applications,20/12/2016 12:19:47,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Junior Software Engineer,JavaScript,,0.5,0.5,500,0,Тернополь,до 50 человек,Аутсорсинговая,m,24,Техникум / Колледж,,False,средний,Веб-разработка,20/12/2016 12:19:48,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Software Engineer,C#/.NET,,3,0.5,1400,0,Львов,до 200 человек,Продуктовая,m,24,Высшее,ЧГУ им. Петра Могилы,False,средний,Desktop Applications,20/12/2016 12:19:50,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0
,HR,,,5,1,1500,300,Киев,до 1000 человек,Продуктовая,m,27,Высшее,Другой вуз,False,продвинутый,,20/12/2016 12:19:51,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,HTML coder,,,2,0.5,600,200,Запорожье,до 50 человек,Аутсорсинговая,m,32,Высшее,ХАИ,False,ниже среднего,Веб-разработка,20/12/2016 12:19:51,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,QA engineer,,Manual QA,0.5,0.5,200,0,Хмельницкий,до 200 человек,Другая,m,19,Незаконченное высшее,Львовская Политехника,True,средний,Веб-разработка,20/12/2016 12:19:56,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.75 Safari/537.36"
,QA engineer,,General QA,3,0.5,1700,800,Львов,свыше 1000 человек,Аутсорсинговая,m,27,Высшее,Львовская Политехника,False,выше среднего,"Веб-разработка,Корпоративные системы",20/12/2016 12:19:56,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Junior Software Engineer,Swift,,1,1,1200,950,Львов,до 50 человек,Аутстаффинговая,m,21,Незаконченное высшее,Львовская Политехника,True,выше среднего,iOS,20/12/2016 12:19:56,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.98 Safari/537.36"
,HR,,,3,меньше 3 месяцев,800,300,Киев,до 200 человек,Аутсорсинговая,f,28,Кандидат,КНЭУ,False,средний,,20/12/2016 12:19:56,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36"
,Software Engineer,C#/.NET,,6,0.5,2500,1000,Киев,до 200 человек,Аутсорсинговая,m,25,Высшее,НТУУ «КПИ»,False,средний,"Веб-разработка,Корпоративные системы",20/12/2016 12:19:58,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Technical Lead,PHP,,6,0.25,3000,500,Киев,свыше 1000 человек,Аутстаффинговая,m,27,Высшее,КНЭУ,False,продвинутый,"Веб-разработка,eCommerce",20/12/2016 12:20:00,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Security Specialist,,,10 и более лет,5,3000,500,Удаленно,до 200 человек,Продуктовая,m,31,Высшее,ДНУ им. Гончара,False,выше среднего,"Веб-разработка,Финансы и банки",20/12/2016 12:20:04,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:50.0) Gecko/20100101 Firefox/50.0
,Business analyst,,,10 и более лет,меньше 3 месяцев,3000,-300,Киев,свыше 1000 человек,Аутсорсинговая,m,33,Высшее,Другой вуз,False,выше среднего,Финансы и банки,20/12/2016 12:20:04,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36"
,Junior QA engineer,,General QA,1,1,350,0,Запорожье,до 50 человек,Продуктовая,m,24,Высшее,Другой вуз,False,ниже среднего,Desktop Applications,20/12/2016 12:20:05,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36"
,Technical Lead,PHP,,9,4,5000,1000,Киев,до 200 человек,Продуктовая,m,28,Высшее,Другой вуз,False,выше среднего,"Android,Веб-разработка",20/12/2016 12:20:07,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.98 Safari/537.36"
,QA engineer,,General QA,3,3,1900,200,Харьков,до 1000 человек,Аутсорсинговая,f,24,Высшее,ХНЭУ,False,выше среднего,"Android,iOS",20/12/2016 12:20:09,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Software Engineer,Java,,3,1.5,1710,380,Львов,свыше 1000 человек,Аутсорсинговая,m,31,Высшее,Львовская Политехника,False,средний,"Веб-разработка,Другое",20/12/2016 12:20:11,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Software Engineer,PHP,,3,0.25,2000,900,Киев,свыше 1000 человек,Аутстаффинговая,m,26,Высшее,КНЭУ,False,выше среднего,Корпоративные системы,20/12/2016 12:20:12,"Mozilla/5.0 (Linux; Android 6.0; MZ-PRO 6 Build/MRA58K) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/45.0.2454.94 Mobile Safari/537.36"
,QA engineer,,Manual QA,2,1,850,350,Киев,до 200 человек,Аутсорсинговая,m,26,Высшее,КНУСА,False,выше среднего,"Desktop Applications,Embedded",20/12/2016 12:20:16,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Senior Software Engineer,PHP,,7,3,2400,200,Другой,до 50 человек,Аутсорсинговая,m,29,Высшее,Другой вуз,False,средний,Веб-разработка,20/12/2016 12:20:16,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/55.0.2883.87 Chrome/55.0.2883.87 Safari/537.36"
,Sales manager,,,0.25,0.25,1000,200,Киев,до 50 человек,Аутсорсинговая,m,30,Высшее,Другой вуз,False,элементарный,"Desktop Applications,Системное программирование",20/12/2016 12:20:20,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/52.0.2743.116 Chrome/52.0.2743.116 Safari/537.36"
,Junior Software Engineer,Java,,1,1,600,600,Днепр,до 1000 человек,Продуктовая,m,30,Высшее,Другой вуз,False,ниже среднего,"Веб-разработка,Финансы и банки",20/12/2016 12:20:20,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36"
,Software Engineer,JavaScript,,2,0.25,1900,500,Харьков,свыше 1000 человек,Аутсорсинговая,m,32,Высшее,Другой вуз,False,средний,Веб-разработка,20/12/2016 12:20:30,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36"
,Software Engineer,JavaScript,,2,2,1700,800,Харьков,до 50 человек,Аутсорсинговая,m,24,Техникум / Колледж,,False,выше среднего,Веб-разработка,20/12/2016 12:20:33,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Junior Software Engineer,PHP,,2,2,750,400,Харьков,до 200 человек,Аутсорсинговая,m,25,Высшее,ВНУ им. Даля,False,ниже среднего,Веб-разработка,20/12/2016 12:20:34,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36"
,Senior Project Manager / Program Manager,,,8,3,3500,500,Киев,до 1000 человек,Аутсорсинговая,m,37,Высшее,Другой вуз,False,продвинутый,Embedded,20/12/2016 12:20:37,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0
,DevOps,,,1,1,500,150,Черновцы,до 50 человек,Аутсорсинговая,m,23,Высшее,Другой вуз,False,выше среднего,"Веб-разработка,Системное программирование",20/12/2016 12:20:42,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Junior Software Engineer,JavaScript,,0.5,0.5,300,0,Львов,до 200 человек,Аутстаффинговая,m,26,Незаконченное высшее,Другой вуз,False,выше среднего,Веб-разработка,20/12/2016 12:20:42,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36"
,QA engineer,,Manual QA,3,1,1100,500,Киев,до 50 человек,Продуктовая,m,27,Высшее,НТУУ «КПИ»,False,средний,"Desktop Applications,Мультимедиа",20/12/2016 12:20:45,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36"
