"Город","Зарплата.в.месяц","Изменение.зарплаты","Должность","exp","current_job_exp","Язык.программирования","Специализация","Возраст","Пол","Образование","Уровень.английского","Размер.компании"
"543","Львов",1250,199,"Дизайнер",3.5,1,"","",23,"мужской","Высшее","средний","свыше 1000 человек"
"544","Одесса",1300,500,"Software Engineer",1.75,1.25,"Java","",23,"мужской","Высшее","ниже среднего","до 200 человек"
"545","Киев",3200,300,"Software Engineer",6.5,1.75,"Flex/Flash/AIR","",30,"мужской","Высшее","средний","свыше 1000 человек"
"546","Киев",500,100,"Junior Software Engineer",0.5,0.5,"Java","",22,"мужской","Высшее","средний","свыше 1000 человек"
"547","Киев",1200,500,"Team lead",10,3.5,"","",27,"мужской","Высшее","средний","до 10 человек"
"548","Киев",4190,190,"Technical Lead",10,5,"Java","",37,"мужской","Высшее","выше среднего","до 50 человек"
"549","Киев",3200,300,"Software Engineer",6.5,1.75,"Flex/Flash/AIR","",29,"мужской","Высшее","средний","свыше 1000 человек"
"550","Львов",2000,0,"Senior Software Engineer",3,1,"Objective-C","",34,"мужской","Высшее","ниже среднего","до 10 человек"
"551","Харьков",1700,300,"Software Engineer",2,2,"C#/.NET","",22,"мужской","Незаконченное высшее","средний","до 50 человек"
"552","Житомир",850,0,"Senior Software Engineer",4,4,"C++","",25,"мужской","Высшее","средний","до 50 человек"
"553","Севастополь",900,200,"Software Engineer",3,0.5,"Java","",27,"мужской","Высшее","ниже среднего","до 10 человек"
"554","Харьков",2800,500,"Team lead",5,2.5,"","",23,"мужской","Высшее","выше среднего","до 200 человек"
"555","Харьков",3050,400,"Technical Lead",8,4,"C#/.NET","",28,"мужской","Высшее","выше среднего","до 1000 человек"
"556","Днепр.",2000,1000,"Software Engineer",6,1,"PHP","",24,"мужской","Высшее","ниже среднего","до 10 человек"
"557","Харьков",1045,600,"Software Engineer",1.25,0.5,"Java","",27,"мужской","Высшее","ниже среднего","свыше 1000 человек"
"558","Харьков",850,150,"Junior Software Engineer",1.5,1.5,"Java","",22,"мужской","Незаконченное высшее","выше среднего","до 1000 человек"
"559","Запорожье",1000,300,"Junior Software Engineer",0.75,0.5,"Ruby/Rails","",23,"мужской","Незаконченное высшее","ниже среднего","до 50 человек"
"560","Киев",1500,300,"Software Engineer",2.5,1.75,"PHP","",23,"мужской","Высшее","выше среднего","до 200 человек"
"561","Днепр.",1700,0,"Software Engineer",6,3.5,"C#/.NET","",28,"мужской","Высшее","ниже среднего","до 200 человек"
"562","Одесса",2000,500,"Software Engineer",3,3,"Java","",27,"женский","Высшее","ниже среднего","до 50 человек"
"563","Киев",2500,200,"Senior QA engineer",5,4,"","Manual QA",28,"мужской","Высшее","продвинутый","до 50 человек"
"564","Севастополь",2500,0,"Senior Software Engineer",9,4,"Ruby/Rails","",36,"мужской","Высшее","продвинутый","до 10 человек"
"565","Киев",3500,100,"Director of Engineering / Program Director",10,10,"","",39,"мужской","Высшее","средний","до 50 человек"
"566","Киев",1200,200,"Technical Lead",5,1.5,"PHP","",24,"мужской","Высшее","ниже среднего","до 10 человек"
"567","Киев",900,100,"Junior Software Engineer",0.75,0.75,"C#/.NET","",31,"мужской","Высшее","продвинутый","до 50 человек"
"568","Одесса",600,200,"Junior QA engineer",0.25,0.25,"","Automation QA",24,"мужской","Высшее","средний","до 10 человек"
"569","Донецк",2000,50,"Software Engineer",3,1.5,"C#/.NET","",23,"мужской","Высшее","выше среднего","до 10 человек"
"570","Киев",3500,1999,"Senior Software Engineer",5,2,"Java","",23,"мужской","Незаконченное высшее","продвинутый","свыше 1000 человек"
"571","Днепр.",900,250,"Junior Software Engineer",0.75,0.75,"Java","",24,"мужской","Высшее","средний","до 1000 человек"
"572","Киев",500,0,"Project manager",3,0.25,"","",22,"мужской","Незаконченное высшее","средний","до 10 человек"
"573","Киев",3500,500,"Software Engineer",5,1.25,"Flex/Flash/AIR","",27,"мужской","Высшее","ниже среднего","свыше 1000 человек"
"574","Киев",700,200,"Software Engineer",1,0.5,"PHP","",23,"мужской","Высшее","средний","до 10 человек"
"575","Киев",3000,1200,"Software Engineer",2.5,0.25,"Objective-C","",22,"мужской","Высшее","выше среднего","до 10 человек"
"576","Донецк",400,10,"DBA / Администратор баз данных",10,10,"","",41,"мужской","Два высших","ниже среднего","до 50 человек"
"577","Киев",2850,0,"Senior Software Engineer",6.5,1.75,"C++","",26,"мужской","Высшее","выше среднего","до 200 человек"
"578","Харьков",3850,350,"Team lead",8,2.5,"","",28,"мужской","Высшее","выше среднего","до 200 человек"
"579","Львов",3200,0,"Senior Software Engineer",8.5,1.25,"Java","",30,"мужской","Высшее","выше среднего","до 200 человек"
"580","Ивано-Франковск",300,0,"Junior Software Engineer",2,0.5,"Java","",26,"мужской","Высшее","ниже среднего","свыше 1000 человек"
"581","Киев",1500,500,"Senior Project Manager / Program Manager",4,4,"","",23,"мужской","Два высших","ниже среднего","до 10 человек"
"582","Киев",1200,700,"QA engineer",4,1,"","Automation QA",26,"мужской","Высшее","выше среднего","до 50 человек"
"583","Харьков",800,0,"Software Engineer",0.5,0.5,"C#/.NET","",20,"мужской","Незаконченное высшее","ниже среднего","до 200 человек"
"584","Винница",1500,0,"QA Tech Lead",7,2,"","General QA",32,"мужской","Высшее","ниже среднего","до 10 человек"
"585","Киев",850,350,"Software Engineer",1.75,1.75,"C#/.NET","",23,"мужской","Высшее","средний","до 200 человек"
"586","Днепр.",1900,300,"Software Engineer",3,0.5,"PHP","",26,"мужской","Высшее","ниже среднего","до 50 человек"
"587","Харьков",900,-200,"Project manager",0.75,4.5,"","",25,"мужской","Высшее","ниже среднего","до 50 человек"
"588","Днепр.",1500,500,"Software Engineer",4,0.5,"PHP","",27,"мужской","Незаконченное высшее","ниже среднего","до 10 человек"
"589","Харьков",2000,1000,"Software Engineer",2,0,"C++","",22,"мужской","Высшее","продвинутый","свыше 1000 человек"
"590","Киев",800,400,"Software Engineer",1.75,1.75,"Python","",21,"мужской","Незаконченное высшее","выше среднего","до 10 человек"
"591","Киев",1000,100,"QA engineer",1.5,1,"","General QA",27,"мужской","Высшее","продвинутый","до 50 человек"
"592","Одесса",3300,400,"Technical Lead",10,3,"Java","",35,"мужской","Высшее","средний","до 200 человек"
"593","Одесса",1500,200,"Software Engineer",2,0.25,"Java (Android)","",31,"мужской","Высшее","средний","до 200 человек"
"594","Ивано-Франковск",300,0,"Junior Software Engineer",0.25,0.25,"PHP","",23,"мужской","Высшее","ниже среднего","до 200 человек"
"595","Днепр.",2800,0,"Senior Software Engineer",5,2,"C#/.NET","",27,"мужской","Кандидат","выше среднего","до 50 человек"
