"X","Должность","Язык.программирования","Специализация","Общий.опыт.работы","Опыт.работы.на.текущем.месте","Зарплата.в.месяц","Изменение.зарплаты","Город","Размер.компании","Тип.компании","Пол","Возраст","Образование","Еще.студент","Уровень.английского","Предметная.область","Дата.заполнения","User.Agent","exp","current_job_exp","loc","salary","Валюта","cls"
"596",NA,"Senior Software Engineer","Ruby/Rails","","7","5",3500,0,"Киев","до 50 человек","Другая","мужской",26,"Высшее","False","выше среднего","Веб-разработка","20/12/2013 14:39:53","Mozilla/5.0 (Android; Mobile; rv:26.0) Gecko/26.0 Firefox/26.0",7,5,"Киев",3500,NA,"DEV"
"597",NA,"Software Engineer","Perl","","7","6.5",1000,100,"Чернигов","до 200 человек","Продуктовая","мужской",28,"Высшее","False","выше среднего","Другое","20/12/2013 14:40:05","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:26.0) Gecko/20100101 Firefox/26.0",7,6.5,"other",1000,NA,"DEV"
"598",NA,"Software Engineer","C++","","2","0.5",1200,400,"Харьков","свыше 1000 человек","Продуктовая","мужской",31,"Высшее","False","выше среднего","Embedded","20/12/2013 14:40:23","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.22 (KHTML, like Gecko) Chrome/25.0.1364.172 YaBrowser/1.7.1364.22076 Safari/537.22",2,0.5,"Харьков",1200,NA,"DEV"
"599",NA,"Software Engineer","PHP","","7","2",2000,0,"Киев","до 10 человек","Продуктовая","мужской",28,"Высшее","False","выше среднего","Веб-разработка","20/12/2013 14:41:45","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/17.0 Firefox/17.0",7,2,"Киев",2000,NA,"DEV"
"600",NA,"Senior Software Engineer","C#/.NET","","6","2",3500,1400,"Харьков","свыше 1000 человек","Аутстаффинговая","мужской",25,"Высшее","False","средний","Веб-разработка,Корпоративные системы","20/12/2013 14:42:57","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",6,2,"Харьков",3500,NA,"DEV"
"601",NA,"Junior Software Engineer","Java","","1.25","1.25",900,400,"Киев","до 10 человек","Аутсорсинговая","мужской",23,"Высшее","False","средний","Desktop Applications,Мультимедиа","20/12/2013 14:43:55","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",1.25,1.25,"Киев",900,NA,"DEV"
"602",NA,"Software Engineer","PHP","","3","1.25",1000,200,"Киев","до 10 человек","Другая","мужской",28,"Незаконченное высшее","False","элементарный","eCommerce","20/12/2013 14:43:56","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.22 (KHTML, like Gecko) Chrome/25.0.1364.172 Safari/537.22",3,1.25,"Киев",1000,NA,"DEV"
"603",NA,"Project manager","","","2.5","0.5",1500,1000,"Днепр.","до 200 человек","Аутсорсинговая","мужской",23,"Высшее","False","средний","Gamedev","20/12/2013 14:44:32","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",2.5,0.5,"Днепр.",1500,NA,"PM"
"604",NA,"Project manager","","","0.75","0.25",400,0,"Киев","до 10 человек","Другая","женский",25,"Высшее","False","ниже среднего","Другое","20/12/2013 14:44:45","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.57.2 (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2",0.75,0.25,"Киев",400,NA,"PM"
"605",NA,"Software Engineer","Java","","4","0.5",2600,600,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",26,"Высшее","False","средний","Android","20/12/2013 14:44:49","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",4,0.5,"Киев",2600,NA,"DEV"
"606",NA,"Senior Software Engineer","JavaScript","","2.5","0.75",2500,1500,"Днепр.","свыше 1000 человек","Аутсорсинговая","мужской",29,"Высшее","False","выше среднего","Веб-разработка,Другое","20/12/2013 14:45:04","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",2.5,0.75,"Днепр.",2500,NA,"DEV"
"607",NA,"Системный администратор","","","меньше 3 месяцев","меньше 3 месяцев",1000,0,"Чернигов","до 200 человек","Продуктовая","мужской",30,"Незаконченное высшее","False","ниже среднего","Другое","20/12/2013 14:45:31","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",0,0,"other",1000,NA,"ADM"
"608",NA,"DBA / Администратор баз данных","","","1.25","1.25",1000,500,"Киев","до 10 человек","Другая","мужской",23,"Высшее","False","средний","Финансы и банки","20/12/2013 14:45:43","Opera/9.80 (Windows NT 5.1) Presto/2.12.388 Version/12.16",1.25,1.25,"Киев",1000,NA,"ADM"
"609",NA,"Software Engineer","C#/.NET","","2","2",2000,0,"Львов","до 200 человек","Аутсорсинговая","мужской",28,"Высшее","False","средний","Веб-разработка","20/12/2013 14:45:49","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.57 Safari/537.36",2,2,"Львов",2000,NA,"DEV"
"610",NA,"Junior Software Engineer","Python","","1.75","0.5",1350,0,"Киев","до 50 человек","Аутсорсинговая","мужской",19,"Незаконченное высшее","False","выше среднего","Веб-разработка","20/12/2013 14:46:00","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:25.0) Gecko/20100101 Firefox/25.0",1.75,0.5,"Киев",1350,NA,"DEV"
"611",NA,"QA engineer","","General QA","2","2",1500,700,"Харьков","до 50 человек","Аутсорсинговая","мужской",29,"Высшее","False","средний","Другое","20/12/2013 14:46:01","Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.16",2,2,"Харьков",1500,NA,"QA"
"612",NA,"Software Engineer","Ruby/Rails","","3","меньше 3 месяцев",2500,900,"Киев","до 1000 человек","Продуктовая","мужской",24,"Высшее","False","средний","Веб-разработка,Мультимедиа","20/12/2013 14:46:10","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/536.30.1 (KHTML, like Gecko) Version/6.0.5 Safari/536.30.1",3,0,"Киев",2500,NA,"DEV"
"613",NA,"QA Tech Lead","","General QA","8","1",3000,500,"Киев","до 50 человек","Продуктовая","мужской",34,"Высшее","False","выше среднего","Веб-разработка,Телекоммуникации","20/12/2013 14:46:19","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",8,1,"Киев",3000,NA,"QA"
"614",NA,"Team lead","","","7","3",5000,500,"Киев","до 200 человек","Аутсорсинговая","мужской",26,"Высшее","False","средний","Desktop Applications,Системное программирование","20/12/2013 14:46:24","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",7,3,"Киев",5000,NA,"PM"
"615",NA,"Дизайнер","","","7","1.25",2000,500,"Киев","до 10 человек","Продуктовая","мужской",30,"Два высших","False","средний","iOS","20/12/2013 14:47:01","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:25.0) Gecko/20100101 Firefox/25.0",7,1.25,"Киев",2000,NA,""
"616",NA,"Software Engineer","C#/.NET","","1.5","1.5",1700,400,"Киев","до 200 человек","Аутсорсинговая","мужской",25,"Высшее","False","средний","Корпоративные системы","20/12/2013 14:47:22","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:26.0) Gecko/20100101 Firefox/26.0",1.5,1.5,"Киев",1700,NA,"DEV"
"617",NA,"QA engineer","","General QA","1.5","0.75",1200,600,"Киев","до 1000 человек","Аутсорсинговая","мужской",24,"Высшее","False","средний","Desktop Applications,Веб-разработка","20/12/2013 14:47:26","Opera/9.80 (Windows NT 5.1) Presto/2.12.388 Version/12.16",1.5,0.75,"Киев",1200,NA,"QA"
"618",NA,"Junior QA engineer","","Manual QA","1","0.25",760,100,"Киев","до 1000 человек","Аутсорсинговая","женский",25,"Высшее","False","продвинутый","Embedded,Телекоммуникации","20/12/2013 14:47:52","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36",1,0.25,"Киев",760,NA,"QA"
"619",NA,"Software Engineer","Objective-C","","4","1.5",2600,1000,"Днепр.","до 200 человек","Продуктовая","мужской",31,"Высшее","False","средний","iOS","20/12/2013 14:47:59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",4,1.5,"Днепр.",2600,NA,"DEV"
"620",NA,"Senior Software Engineer","C++","","5","0.5",2700,700,"Киев","до 10 человек","Продуктовая","мужской",26,"Незаконченное высшее","False","выше среднего","Desktop Applications","20/12/2013 14:48:52","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",5,0.5,"Киев",2700,NA,"DEV"
"621",NA,"Technical Lead","C#/.NET","","3.5","2",4000,0,"Киев","до 1000 человек","Аутстаффинговая","мужской",25,"Два высших","False","выше среднего","Веб-разработка","20/12/2013 14:49:09","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",3.5,2,"Киев",4000,NA,"SDEV"
"622",NA,"Team lead","","","7.5","1.75",3000,700,"Киев","свыше 1000 человек","Аутсорсинговая","женский",32,"Два высших","False","выше среднего","Финансы и банки","20/12/2013 14:49:23","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.57 Safari/537.36",7.5,1.75,"Киев",3000,NA,"PM"
"623",NA,"Senior Software Engineer","Ruby/Rails","","1.5","1.5",2300,0,"Днепр.","до 200 человек","Аутсорсинговая","мужской",27,"Высшее","False","выше среднего","Веб-разработка","20/12/2013 14:49:24","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/26.0",1.5,1.5,"Днепр.",2300,NA,"DEV"
"624",NA,"Software Engineer","Java","","3","1.25",2200,200,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",23,"Высшее","False","выше среднего","Корпоративные системы","20/12/2013 14:49:31","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:26.0) Gecko/20100101 Firefox/26.0",3,1.25,"Киев",2200,NA,"DEV"
"625",NA,"Project manager","","","8","3.5",3000,1000,"Одесса","до 200 человек","Продуктовая","мужской",30,"Высшее","False","продвинутый","Веб-разработка,Телекоммуникации","20/12/2013 14:49:35","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:25.0) Gecko/20100101 Firefox/25.0",8,3.5,"Одесса",3000,NA,"PM"
"626",NA,"Technical Lead","PHP","","8","1.5",1900,200,"Киев","до 10 человек","Продуктовая","мужской",27,"Незаконченное высшее","False","ниже среднего","Веб-разработка","20/12/2013 14:50:02","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/31.0.1650.63 Chrome/31.0.1650.63 Safari/537.36",8,1.5,"Киев",1900,NA,"SDEV"
"627",NA,"Senior Software Engineer","C#/.NET","","8.5","1.5",3000,0,"Киев","до 1000 человек","Аутсорсинговая","мужской",29,"Незаконченное высшее","False","выше среднего","Веб-разработка,Корпоративные системы","20/12/2013 14:50:18","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:26.0) Gecko/20100101 Firefox/26.0",8.5,1.5,"Киев",3000,NA,"DEV"
"628",NA,"Верстальщик","","","2.5","1.75",920,625,"Киев","до 10 человек","Аутсорсинговая","мужской",22,"Высшее","False","средний","Веб-разработка","20/12/2013 14:50:22","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1707.0 Safari/537.36",2.5,1.75,"Киев",920,NA,""
"629",NA,"Junior QA engineer","","Manual QA","0.25","0.25",250,-100,"Львов","до 50 человек","Продуктовая","мужской",24,"Высшее","False","ниже среднего","eCommerce,Другое","20/12/2013 14:50:45","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",0.25,0.25,"Львов",250,NA,"QA"
"630",NA,"Junior Software Engineer","C#/.NET","","0.5","0.5",500,0,"Киев","до 200 человек","Аутсорсинговая","женский",21,"Незаконченное высшее","True","продвинутый","Desktop Applications","20/12/2013 14:51:26","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Maxthon/4.1.0.3000 Chrome/26.0.1410.43 Safari/537.1",0.5,0.5,"Киев",500,NA,"DEV"
"631",NA,"QA engineer","","Manual QA","2.5","2.5",750,100,"Луганск","свыше 1000 человек","Аутсорсинговая","мужской",25,"Высшее","False","средний","Финансы и банки,Корпоративные системы","20/12/2013 14:51:35","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:25.0) Gecko/20100101 Firefox/25.0",2.5,2.5,"other",750,NA,"QA"
"632",NA,"Software Engineer","Java","","3","меньше 3 месяцев",3000,1000,"Киев","до 1000 человек","Аутстаффинговая","мужской",24,"Высшее","False","средний","Корпоративные системы,Другое","20/12/2013 14:51:48","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",3,0,"Киев",3000,NA,"DEV"
"633",NA,"HR","","","1.25","1.25",1000,0,"Севастополь","до 50 человек","Аутсорсинговая","женский",29,"Высшее","False","выше среднего","Веб-разработка,Телекоммуникации","20/12/2013 14:52:19","Mozilla/5.0 (Linux; U; Android 4.1.2; en-us; GT-S7710 Build/JZO54K) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30",1.25,1.25,"other",1000,NA,""
"634",NA,"Software Engineer","C#/.NET","","3","1",2300,300,"Киев","до 200 человек","Аутсорсинговая","мужской",24,"Среднее","False","средний","Веб-разработка,Системное программирование","20/12/2013 14:52:27","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",3,1,"Киев",2300,NA,"DEV"
"635",NA,"QA engineer","","General QA","3","0.75",1400,400,"Днепр.","свыше 1000 человек","Аутсорсинговая","мужской",30,"Высшее","False","выше среднего","Финансы и банки","20/12/2013 14:52:50","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:26.0) Gecko/20100101 Firefox/26.0",3,0.75,"Днепр.",1400,NA,"QA"
