"N","Должность","Язык.программирования","Специализация","Общий.опыт.работы","Опыт.работы.на.текущем.месте","Зарплата.в.месяц","Изменение.зарплаты.за.12.месяцев","Город","Размер.компании","Тип.компании","Пол","Возраст","Образование","Университет","Еще.студент","Уровень.английского","Предметная.область","Дата.заполнения","User.Agent","exp","current_job_exp","loc","salary","Валюта","cls"
"245",NA,"Junior Software Engineer","JavaScript","","0.5","0.5",352,90,"Тернополь","до 50 человек","Аутсорсинговая","мужской",19,"Незаконченное высшее","Другой вуз","True","ниже среднего","Веб-разработка","20/12/2016 10:42:10","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36",0.5,0.5,"other",352,NA,"DEV"
"246",NA,"QA engineer","","Manual QA","1.5","0.5",700,620,"Луцк","до 50 человек","Аутсорсинговая","мужской",26,"Высшее","Другой вуз","False","средний","Веб-разработка","20/12/2016 10:42:13","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",1.5,0.5,"other",700,NA,"QA"
"247",NA,"Senior Software Engineer","JavaScript","","5","0.25",3600,1600,"Киев","до 50 человек","Продуктовая","мужской",28,"Высшее","ДонНТУ","False","выше среднего","Веб-разработка","20/12/2016 10:42:22","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36",5,0.25,"Киев",3600,NA,"DEV"
"248",NA,"Software Engineer","Java","","3","меньше 3 месяцев",2500,900,"Львов","до 200 человек","Аутсорсинговая","мужской",22,"Незаконченное высшее","Львовская Политехника","False","средний","Android","20/12/2016 10:42:31","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36",3,0,"Львов",2500,NA,"DEV"
"249",NA,"Project manager","","","5","1",2100,100,"Одесса","до 10 человек","Продуктовая","мужской",28,"Высшее","ОНАС","False","продвинутый","Desktop Applications,Веб-разработка","20/12/2016 10:42:41","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36 OPR/41.0.2353.69",5,1,"Одесса",2100,NA,"PM"
"250",NA,"Software Engineer","JavaScript","","2","0.5",1000,400,"Киев","до 1000 человек","Продуктовая","мужской",29,"Высшее","КНУСА","False","ниже среднего","Веб-разработка","20/12/2016 10:42:46","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",2,0.5,"Киев",1000,NA,"DEV"
"251",NA,"Senior Software Engineer","Java","","9","меньше 3 месяцев",5000,0,"Киев","до 10 человек","Продуктовая","мужской",27,"Высшее","Другой вуз","False","выше среднего","Веб-разработка","20/12/2016 10:43:00","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.98 Safari/537.36",9,0,"Киев",5000,NA,"DEV"
"252",NA,"QA engineer","","Manual QA","2","2",1600,600,"Киев","свыше 1000 человек","Аутсорсинговая","женский",26,"Высшее","НАУ","False","выше среднего","Android,iOS","20/12/2016 10:43:07","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",2,2,"Киев",1600,NA,"QA"
"253",NA,"Junior Software Engineer","JavaScript","","0.5","0.5",300,0,"Львов","до 50 человек","Аутсорсинговая","мужской",23,"Незаконченное высшее","ЛНУ им. Франко","False","средний","Веб-разработка","20/12/2016 10:43:18","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36",0.5,0.5,"Львов",300,NA,"DEV"
"254",NA,"Technical Lead","Python","","10 и более лет","1.5",5000,0,"Киев","до 10 человек","Стартап","мужской",28,"Высшее","НТУУ «КПИ»","False","продвинутый","Веб-разработка","20/12/2016 10:43:26","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:50.0) Gecko/20100101 Firefox/50.0",10,1.5,"Киев",5000,NA,"SDEV"
"255",NA,"Junior Software Engineer","JavaScript","","1.5","1.5",900,300,"Одесса","до 200 человек","Аутстаффинговая","мужской",23,"Высшее","ОНПУ","False","выше среднего","Веб-разработка","20/12/2016 10:44:05","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.92 Safari/537.36 Vivaldi/1.6.689.34",1.5,1.5,"Одесса",900,NA,"DEV"
"256",NA,"Sysadmin","","","10 и более лет","3",1200,200,"Житомир","до 50 человек","Продуктовая","мужской",32,"Высшее","ВНУ им. Даля","False","выше среднего","Gamedev,eCommerce","20/12/2016 10:44:19","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0.1 Safari/602.2.14",10,3,"other",1200,NA,""
"257",NA,"DevOps","","","1.5","1.5",500,250,"Черновцы","до 200 человек","Аутсорсинговая","мужской",22,"Высшее","Другой вуз","True","ниже среднего","Веб-разработка,Системное программирование","20/12/2016 10:44:28","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",1.5,1.5,"other",500,NA,"ADM"
"258",NA,"Junior QA engineer","","Manual QA","0.25","0.25",1000,0,"Другой","свыше 1000 человек","Аутсорсинговая","мужской",23,"Высшее","Другой вуз","True","продвинутый","Embedded,Другое","20/12/2016 10:44:35","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",0.25,0.25,"other",1000,NA,"QA"
"259",NA,"QA Tech Lead","","General QA","4","0.5",2500,200,"Одесса","до 10 человек","Стартап","мужской",27,"Высшее","ОНАС","False","средний","Desktop Applications,Веб-разработка","20/12/2016 10:44:50","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",4,0.5,"Одесса",2500,NA,"QA"
"260",NA,"Junior QA engineer","","Manual QA","1.5","0.5",750,300,"Одесса","до 200 человек","Аутсорсинговая","мужской",27,"Высшее","ОНПУ","False","средний","","20/12/2016 10:44:53","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",1.5,0.5,"Одесса",750,NA,"QA"
"261",NA,"Software Engineer","Java","","5","5",1870,200,"Ивано-Франковск","до 1000 человек","Аутсорсинговая","мужской",34,"Высшее","Другой вуз","False","средний","Веб-разработка","20/12/2016 10:44:54","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",5,5,"other",1870,NA,"DEV"
"262",NA,"Junior QA engineer","","Manual QA","меньше 3 месяцев","меньше 3 месяцев",575,0,"Киев","свыше 1000 человек","Аутстаффинговая","мужской",23,"Высшее","Другой вуз","False","средний","Мультимедиа","20/12/2016 10:45:00","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",0,0,"Киев",575,NA,"QA"
"263",NA,"Software Engineer","JavaScript","","1","0.5",600,350,"Харьков","до 10 человек","Аутсорсинговая","мужской",22,"Высшее","НТУ «ХПИ»","True","выше среднего","Веб-разработка","20/12/2016 10:45:12","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",1,0.5,"Харьков",600,NA,"DEV"
"264",NA,"Sales manager","","","0.25","меньше 3 месяцев",1000,300,"Киев","до 50 человек","Аутсорсинговая","мужской",27,"Два высших","ВНУ им. Даля","False","выше среднего","iOS,Веб-разработка","20/12/2016 10:45:23","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0",0.25,0,"Киев",1000,NA,""
"265",NA,"Junior Software Engineer","Python","","0.25","0.25",320,0,"Киев","до 10 человек","Продуктовая","мужской",19,"Высшее","НТУУ «КПИ»","True","средний","Веб-разработка,Корпоративные системы","20/12/2016 10:45:46","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/53.0.2785.143 Chrome/53.0.2785.143 Safari/537.36",0.25,0.25,"Киев",320,NA,"DEV"
"266",NA,"QA engineer","","Automation QA","1.5","1.5",1200,600,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",22,"Высшее","НТУУ «КПИ»","False","выше среднего","Веб-разработка,Финансы и банки","20/12/2016 10:45:53","Mozilla/5.0 (Linux; Android 5.1; JY-S3 Build/LMY47D) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36",1.5,1.5,"Киев",1200,NA,"QA"
"267",NA,"Software Engineer","Java","","2","меньше 3 месяцев",1200,0,"Одесса","до 200 человек","Аутсорсинговая","мужской",26,"Высшее","Другой вуз","False","средний","Android","20/12/2016 10:46:16","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",2,0,"Одесса",1200,NA,"DEV"
"268",NA,"Junior Software Engineer","JavaScript","","1.5","1.5",1400,1000,"Киев","до 200 человек","Аутсорсинговая","мужской",22,"Незаконченное высшее","НТУУ «КПИ»","True","ниже среднего","Веб-разработка","20/12/2016 10:46:19","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",1.5,1.5,"Киев",1400,NA,"DEV"
"269",NA,"Junior QA engineer","","Manual QA","0.25","0.25",200,0,"Днепр","до 200 человек","Продуктовая","мужской",20,"Незаконченное высшее","НГУ [Днепропетровск]","True","средний","Финансы и банки","20/12/2016 10:46:57","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",0.25,0.25,"other",200,NA,"QA"
"270",NA,"Software Engineer","PHP","","2","2",1500,400,"Киев","до 1000 человек","Аутсорсинговая","мужской",23,"Высшее","НУК","False","выше среднего","Веб-разработка","20/12/2016 10:47:08","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",2,2,"Киев",1500,NA,"DEV"
"271",NA,"Senior Software Engineer","C#/.NET","","7","1",3801,301,"Киев","свыше 1000 человек","Аутстаффинговая","мужской",29,"Высшее","НТУУ «КПИ»","False","продвинутый","Веб-разработка","20/12/2016 10:47:31","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36",7,1,"Киев",3801,NA,"DEV"
"272",NA,"DevOps","","","2","2",3200,0,"Киев","до 200 человек","Другая","мужской",31,"Высшее","ВНУ им. Даля","False","продвинутый","Android,iOS","20/12/2016 10:47:32","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0",2,2,"Киев",3200,NA,"ADM"
"273",NA,"Senior Software Engineer","Objective-C","","3","0.25",2850,350,"Киев","до 1000 человек","Аутсорсинговая","мужской",28,"Высшее","Другой вуз","False","выше среднего","iOS","20/12/2016 10:47:42","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0.1 Safari/602.2.14",3,0.25,"Киев",2850,NA,"DEV"
"274",NA,"Technical writer","","","1","1",600,200,"Запорожье","до 10 человек","Продуктовая","женский",24,"Высшее","Другой вуз","False","продвинутый","","20/12/2016 10:47:55","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:49.0) Gecko/20100101 Firefox/49.0",1,1,"other",600,NA,""
"275",NA,"Senior Software Engineer","C#/.NET","","7","7",3500,0,"Другой","до 50 человек","Продуктовая","мужской",28,"Кандидат","ВНТУ","False","выше среднего","Desktop Applications,Веб-разработка","20/12/2016 10:47:57","Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko",7,7,"other",3500,NA,"DEV"
"276",NA,"Junior QA engineer","","Manual QA","1.5","1",350,50,"Днепр","до 200 человек","Продуктовая","мужской",24,"Высшее","НГУ [Днепропетровск]","False","ниже среднего","Веб-разработка,Финансы и банки","20/12/2016 10:48:03","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:49.0) Gecko/20100101 Firefox/49.0",1.5,1,"other",350,NA,"QA"
"277",NA,"DevOps","","","10 и более лет","0.5",4000,500,"Киев","до 200 человек","Продуктовая","мужской",31,"Высшее","ВНУ им. Даля","False","средний","Веб-разработка,Корпоративные системы","20/12/2016 10:48:06","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.2 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.2",10,0.5,"Киев",4000,NA,"ADM"
"278",NA,"Software Engineer","Java","","2","1",1000,500,"Киев","до 10 человек","Продуктовая","женский",23,"Высшее","НТУУ «КПИ»","False","средний","Android","20/12/2016 10:48:10","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.98 Safari/537.36",2,1,"Киев",1000,NA,"DEV"
"279",NA,"Senior Software Engineer","PHP","","7","0.5",2400,500,"Удаленно","до 10 человек","Продуктовая","мужской",28,"Высшее","Другой вуз","False","средний","Веб-разработка","20/12/2016 10:48:10","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",7,0.5,"other",2400,NA,"DEV"
"280",NA,"Software Engineer","Java","","10 и более лет","10 и более лет",2500,-100,"Хмельницкий","до 10 человек","Продуктовая","мужской",31,"Высшее","ХНУ [г. Хмельницкий]","False","средний","Веб-разработка,Корпоративные системы","20/12/2016 10:48:22","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0",10,10,"other",2500,NA,"DEV"
"281",NA,"Senior Software Engineer","PHP","","10 и более лет","5",3500,500,"Киев","до 10 человек","Аутсорсинговая","мужской",29,"Незаконченное высшее","Другой вуз","False","средний","Веб-разработка","20/12/2016 10:48:27","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.98 Safari/537.36",10,5,"Киев",3500,NA,"DEV"
"282",NA,"Software Engineer","PHP","","4","4",1000,200,"Днепр","до 10 человек","Аутсорсинговая","мужской",22,"Незаконченное высшее","ДНУ им. Гончара","True","средний","Веб-разработка","20/12/2016 10:48:28","Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0",4,4,"other",1000,NA,"DEV"
