,Должность,Язык программирования,Специализация,Общий опыт работы,Опыт работы на текущем месте,Зарплата в месяц,Изменение зарплаты,Город,Размер компании,Тип компании,Пол,Возраст,Образование,Еще студент,Уровень английского,Предметная область,Дата заполнения,User-Agent
,Software Engineer,C#/.NET,,4,3,2200,700,Днепропетровск,до 50 человек,Аутсорсинговая,m,24,Высшее,False,средний,Веб-разработка,20/12/2013 23:49:40,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Junior QA engineer,,Manual QA,0.25,0.25,500,0,Киев,до 200 человек,Аутсорсинговая,m,22,Высшее,False,выше среднего,Веб-разработка,20/12/2013 23:50:49,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Senior Project Manager / Program Manager,,,5,6,3300,100,Киев,до 200 человек,Продуктовая,m,29,Высшее,False,выше среднего,Корпоративные системы,20/12/2013 23:57:39,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Senior Software Engineer,Other,,9.5,0.25,3200,600,Киев,свыше 1000 человек,Аутстаффинговая,m,34,Высшее,False,выше среднего,Корпоративные системы,20/12/2013 23:57:57,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Системный администратор,,,1.5,0.75,800,0,Киев,до 50 человек,Аутсорсинговая,m,23,Незаконченное высшее,True,средний,"Веб-разработка,Корпоративные системы",20/12/2013 23:58:14,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Junior Software Engineer,C#/.NET,,0.5,0.5,500,200,Львов,свыше 1000 человек,Аутсорсинговая,m,20,Незаконченное высшее,True,выше среднего,Веб-разработка,20/12/2013 23:58:43,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Junior Software Engineer,Python,,меньше 3 месяцев,0.25,450,150,Харьков,свыше 1000 человек,Продуктовая,m,25,Высшее,False,выше среднего,"Gamedev,eCommerce",21/12/2013 00:02:38,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,QA engineer,,Manual QA,2.5,0.5,1200,400,Харьков,свыше 1000 человек,Аутсорсинговая,m,32,Высшее,False,средний,Веб-разработка,21/12/2013 00:05:49,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Software Engineer,Other,,3,3,1800,600,Харьков,до 50 человек,Аутсорсинговая,m,26,Высшее,False,выше среднего,Веб-разработка,21/12/2013 00:06:30,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:25.0) Gecko/20100101 Firefox/25.0
,Junior Software Engineer,Java,,0.25,0.25,625,0,Донецк,до 50 человек,Продуктовая,m,29,Высшее,False,средний,"Веб-разработка,eCommerce",21/12/2013 00:07:52,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Senior Software Engineer,PHP,,5,0.25,2300,500,Киев,до 200 человек,Аутсорсинговая,m,26,Высшее,False,средний,Веб-разработка,21/12/2013 00:11:24,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/31.0.1650.63 Chrome/31.0.1650.63 Safari/537.36"
,Senior Software Engineer,C#/.NET,,7,3.5,3000,200,Киев,свыше 1000 человек,Аутсорсинговая,m,28,Высшее,False,выше среднего,"Desktop Applications,Корпоративные системы",21/12/2013 00:13:37,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Technical Lead,Java,,10 и более лет,3,5000,500,Львов,до 50 человек,Аутстаффинговая,m,33,Высшее,False,выше среднего,"Веб-разработка,Корпоративные системы",21/12/2013 00:15:50,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.70 Safari/537.17"
,Junior Software Engineer,Ruby/Rails,,1,1,700,200,Львов,до 50 человек,Аутсорсинговая,m,24,Высшее,False,выше среднего,Веб-разработка,21/12/2013 00:20:12,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.76 Safari/537.36"
,Бизнес-аналитик,,,3.5,0.75,2400,0,Киев,свыше 1000 человек,Аутсорсинговая,m,28,Высшее,False,средний,Корпоративные системы,21/12/2013 00:21:15,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.73.11 (KHTML, like Gecko) Version/7.0.1 Safari/537.73.11"
,QA engineer,,General QA,2.5,2.5,1200,250,Днепропетровск,до 1000 человек,Продуктовая,m,32,Высшее,False,средний,Desktop Applications,21/12/2013 00:29:01,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Senior Software Engineer,C++,,5,2,3000,500,Киев,до 200 человек,Продуктовая,m,22,Незаконченное высшее,False,средний,"Desktop Applications,Корпоративные системы",21/12/2013 00:32:49,Mozilla/5.0 (Windows NT 6.1; rv:26.0) Gecko/20100101 Firefox/26.0
,Junior Software Engineer,C++,,меньше 3 месяцев,1.5,800,0,Днепропетровск,до 200 человек,Аутсорсинговая,m,23,Высшее,False,ниже среднего,Системное программирование,21/12/2013 00:33:33,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.41 Safari/537.36"
,Software Engineer,Flex/Flash/AIR,,3.5,0.5,1600,1000,Львов,до 200 человек,Аутсорсинговая,m,24,Высшее,False,выше среднего,iOS,21/12/2013 00:36:24,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Системный администратор,,,1.5,1.5,550,200,Киев,до 10 человек,Другая,m,23,Высшее,False,ниже среднего,"Финансы и банки,Корпоративные системы",21/12/2013 00:37:35,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Software Engineer,C#/.NET,,2.5,0.75,2000,1400,Днепропетровск,до 10 человек,Продуктовая,m,22,Высшее,False,средний,"Веб-разработка,Корпоративные системы",21/12/2013 00:38:42,Mozilla/5.0 (Windows NT 6.3; Trident/7.0; Touch; ASU2JS; rv:11.0) like Gecko
,Software Engineer,PHP,,2,2,1000,200,Донецк,до 10 человек,Аутсорсинговая,m,23,Высшее,False,средний,"Веб-разработка,Корпоративные системы",21/12/2013 00:39:07,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Technical Lead,C#/.NET,,4.5,1.5,2500,0,Днепропетровск,до 1000 человек,Аутстаффинговая,m,26,Высшее,False,выше среднего,"Android,Windows Phone",21/12/2013 00:41:09,Mozilla/5.0 (compatible; MSIE 10.0; Windows Phone 8.0; Trident/6.0; IEMobile/10.0; ARM; Touch; HTC; Windows Phone 8X by HTC)
,Software Engineer,Java,,2.5,3.5,2500,100,Киев,свыше 1000 человек,Аутсорсинговая,m,31,Высшее,False,выше среднего,Финансы и банки,21/12/2013 00:48:32,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Technical Lead,Objective-C,,10 и более лет,6,2400,300,Винница,свыше 1000 человек,Аутсорсинговая,m,30,Два высших,False,выше среднего,iOS,21/12/2013 00:51:11,"Mozilla/5.0 (iPad; CPU OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Mobile/10B329 [FBAN/FBIOS;FBAV/6.8;FBBV/745892;FBDV/iPad3,3;FBMD/iPad;FBSN/iPhone OS;FBSV/6.1.3;FBSS/2; FBCR/Carrier;FBID/tablet;FBLC/en_US;FBOP/1]"
,Software Engineer,PHP,,10 и более лет,0.5,1700,0,Киев,до 10 человек,Аутстаффинговая,m,38,Незаконченное высшее,False,ниже среднего,"Веб-разработка,Финансы и банки",21/12/2013 00:53:56,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,QA engineer,,General QA,2,меньше 3 месяцев,1500,0,Киев,до 200 человек,Аутсорсинговая,m,27,Два высших,False,средний,"Веб-разработка,Финансы и банки",21/12/2013 00:56:22,Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.16
,Junior Software Engineer,Java,,0.5,0.5,430,430,Днепропетровск,свыше 1000 человек,Аутсорсинговая,m,22,Высшее,False,средний,Веб-разработка,21/12/2013 01:03:22,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,HR,,,0.5,0.5,300,0,Другой,до 1000 человек,Аутсорсинговая,m,25,Высшее,False,выше среднего,Gamedev,21/12/2013 01:07:21,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:26.0) Gecko/20100101 Firefox/26.0
,Senior Software Engineer,PHP,,5,меньше 3 месяцев,4500,1000,Одесса,до 50 человек,Другая,m,28,Среднее,False,ниже среднего,"Веб-разработка,Корпоративные системы",21/12/2013 01:15:50,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Software Engineer,PHP,,3,0.5,2000,700,Киев,до 10 человек,Продуктовая,f,27,Высшее,False,средний,Другое,21/12/2013 01:18:15,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:26.0) Gecko/20100101 Firefox/26.0
,Junior Software Engineer,C++,,3,0.75,1100,150,Львов,до 200 человек,Аутсорсинговая,m,23,Высшее,False,средний,Desktop Applications,21/12/2013 01:20:26,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,QA engineer,,Manual QA,3.5,2,750,100,Симферополь,до 200 человек,Аутсорсинговая,m,29,Высшее,False,ниже среднего,"Веб-разработка,Корпоративные системы",21/12/2013 01:21:22,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Системный администратор,,,7,2,1700,450,Львов,до 200 человек,Стартап,m,29,Незаконченное высшее,False,средний,Другое,21/12/2013 01:23:15,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Technical Lead,Objective-C,,5,1,3500,0,Киев,свыше 1000 человек,Аутсорсинговая,m,26,Высшее,False,выше среднего,iOS,21/12/2013 01:24:54,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Senior Software Engineer,PHP,,5,2,2500,500,Киев,до 50 человек,Продуктовая,m,26,Высшее,False,ниже среднего,"Веб-разработка,Финансы и банки",21/12/2013 01:33:59,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/26.0
,QA engineer,,General QA,2,2,1600,200,Киев,свыше 1000 человек,Аутсорсинговая,m,26,Высшее,False,продвинутый,"Desktop Applications,Embedded",21/12/2013 01:38:44,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:26.0) Gecko/20100101 Firefox/26.0
,Software Engineer,Python,,3.5,3.5,1200,200,Киев,до 200 человек,Аутсорсинговая,m,25,Высшее,False,выше среднего,"Веб-разработка,Корпоративные системы",21/12/2013 01:47:43,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.73.11 (KHTML, like Gecko) Version/7.0.1 Safari/537.73.11"
,Senior Software Engineer,Scala,,3,2,3000,1350,Киев,свыше 1000 человек,Аутсорсинговая,m,23,Высшее,False,выше среднего,"Веб-разработка,Финансы и банки",21/12/2013 01:54:00,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:25.0) Gecko/20100101 Firefox/25.0
,Верстальщик,,,2,1.5,500,0,Донецк,до 10 человек,Стартап,m,28,Высшее,False,ниже среднего,Веб-разработка,21/12/2013 02:00:41,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Support,,,5,2.5,1700,-275,Киев,до 200 человек,Продуктовая,m,30,Высшее,False,продвинутый,Desktop Applications,21/12/2013 02:07:57,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Senior Software Engineer,Java,,7.5,1.25,4200,200,Киев,свыше 1000 человек,Аутстаффинговая,m,30,Высшее,False,выше среднего,"Desktop Applications,Веб-разработка",21/12/2013 02:23:29,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:23.0) Gecko/20100101 Firefox/23.0
,Software Engineer,Java,,2,1,1300,300,Винница,до 50 человек,Стартап,m,22,Высшее,False,выше среднего,"Веб-разработка,eCommerce",21/12/2013 02:24:53,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Team lead,,,2,1.5,2600,400,Киев,до 10 человек,Аутсорсинговая,m,26,Высшее,False,средний,"Веб-разработка,Корпоративные системы",21/12/2013 02:25:28,Mozilla/5.0 (Windows NT 6.3; Trident/7.0; rv:11.0) like Gecko
,Software Engineer,Ruby/Rails,,1,меньше 3 месяцев,1050,550,Львов,до 50 человек,Продуктовая,m,28,Высшее,False,средний,Веб-разработка,21/12/2013 02:29:22,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Senior Software Engineer,Java,,4,1.5,2500,0,Днепропетровск,свыше 1000 человек,Аутстаффинговая,m,27,Высшее,False,средний,Android,21/12/2013 02:34:30,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.73.11 (KHTML, like Gecko) Version/7.0.1 Safari/537.73.11"
,Junior Software Engineer,Objective-C,,1,0.25,800,600,Харьков,до 50 человек,Аутсорсинговая,m,35,Высшее,False,ниже среднего,"iOS,Gamedev",21/12/2013 02:44:29,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Software Engineer,Java,,1.75,0.75,2900,900,Киев,свыше 1000 человек,Аутсорсинговая,m,28,Высшее,False,средний,"Веб-разработка,Корпоративные системы",21/12/2013 02:44:49,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:25.0) Gecko/20100101 Firefox/25.0
,Junior Software Engineer,Java,,1.75,1.75,1000,100,Киев,свыше 1000 человек,Продуктовая,m,24,Высшее,False,средний,Android,21/12/2013 02:58:30,Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.16
,QA engineer,,General QA,меньше 3 месяцев,1.75,1200,500,Киев,до 1000 человек,Аутсорсинговая,m,24,Высшее,False,средний,"Android,iOS",21/12/2013 02:59:35,"Mozilla/5.0 (iPod touch; CPU iPhone OS 7_0_4 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B554a Safari/9537.53"
,Technical Lead,PHP,,4,2,2300,600,Харьков,до 10 человек,Аутсорсинговая,m,33,Высшее,False,выше среднего,Веб-разработка,21/12/2013 03:13:55,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
