"Должность","Язык.программирования","Специализация","Общий.опыт.работы","Опыт.работы.на.текущем.месте","Зарплата.в.месяц","Изменение.зарплаты","Город","Размер.компании","Тип.компании","Пол","Возраст","Образование","Еще.студент","Уровень.английского","Предметная.область","Дата.заполнения","User.Agent","exp","current_job_exp","loc","salary","Валюта","cls"
"1901","Senior Software Engineer","C#/.NET","","9","2",3000,500,"Харьков","до 1000 человек","Продуктовая","мужской",26,"Высшее","False","элементарный","Веб-разработка","19/05/2015 01:40:19","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0",9,2,"Харьков",3000,NA,"DEV"
"1902","QA engineer","","General QA","6","4",1700,0,"Харьков","до 1000 человек","Аутсорсинговая","мужской",28,"Высшее","False","средний","Веб-разработка","19/05/2015 01:40:35","Mozilla/5.0 (Linux; U; Android 4.3; en-us; Galaxy Nexus Build/JWR66Y) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30",6,4,"Харьков",1700,NA,"QA"
"1903","Software Engineer","JavaScript","","4","0.25",2100,800,"Днепр.","до 1000 человек","Аутстаффинговая","мужской",26,"Незаконченное высшее","False","средний","Веб-разработка","19/05/2015 01:41:29","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2398.0 Safari/537.36",4,0.25,"Днепр.",2100,NA,"DEV"
"1904","Junior QA engineer","","Manual QA","меньше 3 месяцев","меньше 3 месяцев",500,0,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",28,"Высшее","False","ниже среднего","Android,Корпоративные системы","19/05/2015 01:49:46","Mozilla/5.0 (iPhone; CPU iPhone OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12F70 [FBAN/FBIOS;FBAV/30.0.0.34.13;FBBV/9917221;FBDV/iPhone5,1;FBMD/iPhone;FBSN/iPhone OS;FBSV/8.3;FBSS/2; FBCR/Carrier;FBID/phone;FBLC/ru_RU;FBOP/5]",0,0,"Киев",500,NA,"QA"
"1905","Project manager","","","4","2",2000,400,"Львов","свыше 1000 человек","Аутсорсинговая","мужской",31,"Высшее","False","выше среднего","Телекоммуникации,Другое","19/05/2015 02:26:40","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36",4,2,"Львов",2000,NA,"PM"
"1906","Software Engineer","JavaScript","","4","1",3000,0,"Другой","до 10 человек","Аутсорсинговая","мужской",25,"Высшее","False","выше среднего","Веб-разработка,Корпоративные системы","19/05/2015 02:29:03","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36",4,1,"other",3000,NA,"DEV"
"1907","Junior Software Engineer","Haskell","","0.5","0.5",800,0,"Киев","до 200 человек","Аутстаффинговая","мужской",19,"Среднее","True","ниже среднего","Android,Веб-разработка","19/05/2015 02:37:55","Mozilla/5.0 (Linux; Android 4.4.2; SM-T530 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.111 Safari/537.36",0.5,0.5,"Киев",800,NA,"DEV"
"1908","Бизнес-аналитик","","","5","5",1500,1500,"Харьков","до 200 человек","Продуктовая","мужской",26,"Незаконченное высшее","False","средний","Телекоммуникации,Корпоративные системы","19/05/2015 02:44:17","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0",5,5,"Харьков",1500,NA,""
"1909","Software Engineer","Objective-C","","2","1.5",1800,500,"Винница","до 50 человек","Аутсорсинговая","мужской",30,"Высшее","False","ниже среднего","iOS","19/05/2015 02:45:54","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/600.5.17 (KHTML, like Gecko) Version/7.1.5 Safari/537.85.14",2,1.5,"other",1800,NA,"DEV"
"1910","Technical Lead","Java","","8","8",3500,800,"Черновцы","свыше 1000 человек","Аутсорсинговая","мужской",32,"Высшее","False","выше среднего","eCommerce,Другое","19/05/2015 02:52:32","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:37.0) Gecko/20100101 Firefox/37.0",8,8,"other",3500,NA,"SDEV"
"1911","Senior QA engineer","","General QA","3","1.5",2592,0,"Киев","до 1000 человек","Аутсорсинговая","мужской",26,"Два высших","False","выше среднего","Android,iOS","19/05/2015 02:56:59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36",3,1.5,"Киев",2592,NA,"QA"
"1912","Software Engineer","PHP","","3","0.5",740,-400,"Киев","до 10 человек","Продуктовая","мужской",22,"Высшее","False","ниже среднего","Веб-разработка","19/05/2015 04:16:20","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36",3,0.5,"Киев",740,NA,"DEV"
"1913","Software Engineer","Java","","10 и более лет","2",2800,300,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",31,"Два высших","False","элементарный","Финансы и банки","19/05/2015 05:22:48","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/600.6.3 (KHTML, like Gecko) Version/8.0.6 Safari/600.6.3",10,2,"Киев",2800,NA,"DEV"
"1914","Project manager","","","2","4",4500,500,"Киев","до 1000 человек","Аутстаффинговая","мужской",37,"Высшее","False","выше среднего","Корпоративные системы","19/05/2015 05:44:08","Mozilla/5.0 (iPhone; CPU iPhone OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12F70 [FBAN/FBIOS;FBAV/30.0.0.34.13;FBBV/9917221;FBDV/iPhone6,1;FBMD/iPhone;FBSN/iPhone OS;FBSV/8.3;FBSS/2; FBCR/Carrier;FBID/phone;FBLC/en_US;FBOP/5]",2,4,"Киев",4500,NA,"PM"
"1915","Бизнес-аналитик","","","5","2",1300,-600,"Киев","до 1000 человек","Продуктовая","мужской",31,"Два высших","False","выше среднего","Телекоммуникации","19/05/2015 05:45:15","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36",5,2,"Киев",1300,NA,""
"1916","Software Engineer","C#/.NET","","2","2",800,-1000,"Киев","до 50 человек","Аутстаффинговая","мужской",30,"Незаконченное высшее","False","элементарный","Веб-разработка","19/05/2015 05:58:42","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36",2,2,"Киев",800,NA,"DEV"
"1917","Software Engineer","PHP","","2","0.5",700,700,"Киев","до 10 человек","Аутсорсинговая","мужской",30,"Среднее","False","ниже среднего","Веб-разработка","19/05/2015 06:02:34","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36",2,0.5,"Киев",700,NA,"DEV"
"1918","Software Engineer","PHP","","6","2",1350,0,"Киев","свыше 1000 человек","Другая","мужской",35,"Среднее","False","элементарный","Веб-разработка","19/05/2015 07:01:50","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36",6,2,"Киев",1350,NA,"DEV"
"1919","Technical Lead","C#/.NET","","8","0.5",3800,800,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",36,"Высшее","False","средний","Веб-разработка,Корпоративные системы","19/05/2015 07:11:08","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12B440 Safari/600.1.4",8,0.5,"Киев",3800,NA,"SDEV"
"1920","Junior Software Engineer","JavaScript","","меньше 3 месяцев","меньше 3 месяцев",200,0,"Харьков","до 10 человек","Продуктовая","мужской",21,"Высшее","True","ниже среднего","Веб-разработка,Корпоративные системы","19/05/2015 07:15:25","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36",0,0,"Харьков",200,NA,"DEV"
"1921","Senior Software Engineer","C++","","9","4",3200,0,"Киев","до 1000 человек","Продуктовая","мужской",34,"Высшее","False","средний","Desktop Applications,Gamedev","19/05/2015 07:27:15","Mozilla/5.0 (Linux; Android 4.3; K00C Build/JSS15J) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.111 Safari/537.36",9,4,"Киев",3200,NA,"DEV"
"1922","Senior Software Engineer","Other","","8","1.5",6000,1000,"Другой","до 10 человек","Продуктовая","мужской",33,"Высшее","False","выше среднего","Веб-разработка,Корпоративные системы","19/05/2015 07:36:58","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0",8,1.5,"other",6000,NA,"DEV"
"1923","Software Engineer","C#/.NET","","6","4",3000,500,"Киев","до 200 человек","Аутсорсинговая","мужской",28,"Высшее","False","выше среднего","Корпоративные системы,Другое","19/05/2015 07:38:21","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36",6,4,"Киев",3000,NA,"DEV"
"1924","Software Engineer","JavaScript","","2","0.5",1700,700,"Киев","до 50 человек","Продуктовая","мужской",26,"Высшее","False","средний","Веб-разработка,Gamedev","19/05/2015 07:49:49","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.90 Safari/537.36",2,0.5,"Киев",1700,NA,"DEV"
"1925","Senior Software Engineer","C++","","10 и более лет","2",3000,500,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",32,"Высшее","False","средний","Телекоммуникации,Мультимедиа","19/05/2015 07:50:50","Mozilla/5.0 (Windows NT 6.2; WOW64; rv:36.0) Gecko/20100101 Firefox/36.0",10,2,"Киев",3000,NA,"DEV"
"1926","QA engineer","","General QA","2","0.5",1800,200,"Киев","свыше 1000 человек","Аутстаффинговая","женский",23,"Высшее","False","средний","Desktop Applications","19/05/2015 07:52:35","Mozilla/5.0 (Linux; Android 4.4.4; Nexus 5 Build/KTU84P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.111 Mobile Safari/537.36",2,0.5,"Киев",1800,NA,"QA"
"1927","Junior Software Engineer","JavaScript","","0.5","0.5",1500,750,"Киев","до 1000 человек","Аутсорсинговая","мужской",22,"Высшее","True","выше среднего","Веб-разработка","19/05/2015 07:56:09","Mozilla/5.0 (iPhone; CPU iPhone OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12F70 [FBAN/FBIOS;FBAV/30.0.0.34.13;FBBV/9917221;FBDV/iPhone6,1;FBMD/iPhone;FBSN/iPhone OS;FBSV/8.3;FBSS/2; FBCR/Carrier;FBID/phone;FBLC/en_US;FBOP/5]",0.5,0.5,"Киев",1500,NA,"DEV"
"1928","QA engineer","","Manual QA","1.5","1.5",1200,0,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",24,"Высшее","False","средний","Финансы и банки,Корпоративные системы","19/05/2015 07:57:44","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36",1.5,1.5,"Киев",1200,NA,"QA"
"1929","Senior Software Engineer","C++","","10 и более лет","2",2750,0,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",59,"Высшее","False","выше среднего","Desktop Applications","19/05/2015 07:58:20","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36",10,2,"Киев",2750,NA,"DEV"
"1930","Technical Lead","JavaScript","","10 и более лет","1",4000,500,"Киев","до 200 человек","Аутсорсинговая","мужской",40,"Высшее","True","средний","Веб-разработка,Корпоративные системы","19/05/2015 07:58:58","Mozilla/5.0 (Linux; Android 5.1.1; Nexus 7 Build/LMY47V) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.111 Safari/537.36",10,1,"Киев",4000,NA,"SDEV"
"1931","QA engineer","","Manual QA","3","2",1300,200,"Одесса","до 1000 человек","Аутсорсинговая","мужской",25,"Высшее","False","средний","Веб-разработка","19/05/2015 08:01:17","Mozilla/5.0 (Linux; Android 5.0.1; GT-I9500 Build/LRX22C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.111 Mobile Safari/537.36",3,2,"Одесса",1300,NA,"QA"
"1932","Senior QA engineer","","Manual QA","8","2",2150,150,"Киев","свыше 1000 человек","Аутстаффинговая","мужской",35,"Высшее","False","выше среднего","Desktop Applications,Другое","19/05/2015 08:05:58","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.90 Safari/537.36 OPR/29.0.1795.47",8,2,"Киев",2150,NA,"QA"
"1933","QA engineer","","Manual QA","2","2",870,450,"Львов","свыше 1000 человек","Аутсорсинговая","мужской",24,"Высшее","False","средний","","19/05/2015 08:07:51","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36",2,2,"Львов",870,NA,"QA"
"1934","Junior Software Engineer","PHP","","0.5","0.5",150,50,"Хмельницкий","до 10 человек","Аутсорсинговая","мужской",28,"Высшее","False","ниже среднего","Веб-разработка","19/05/2015 08:11:04","Mozilla/5.0 (Linux; U; Android 4.1.2; ru-ru; PAP5400DUO Build/JZO54K) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30",0.5,0.5,"other",150,NA,"DEV"
"1935","Software Engineer","PHP","","2","1",1500,200,"Киев","до 200 человек","Аутсорсинговая","мужской",25,"Высшее","False","средний","Веб-разработка","19/05/2015 08:11:37","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36",2,1,"Киев",1500,NA,"DEV"
"1936","QA engineer","","Automation QA","3","1",1800,0,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",27,"Высшее","False","средний","Desktop Applications","19/05/2015 08:28:29","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36",3,1,"Киев",1800,NA,"QA"
"1937","Software Engineer","PHP","","4","1.5",1200,300,"Черкассы","до 200 человек","Аутсорсинговая","мужской",26,"Незаконченное высшее","False","средний","Веб-разработка","19/05/2015 08:28:59","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0",4,1.5,"other",1200,NA,"DEV"
